Date,Hour,PJM-E,PJM-W,NI,DAY,AEP,DUQ,DOM
12/31/10,100,29634,5278,10113,1553,14695,1495,11477
12/31/10,200,28614,5131,9446,1483,14290,1439,11235
12/31/10,300,28146,5056,9031,1439,13992,1401,11216
12/31/10,400,28051,5050,8763,1418,13896,1390,11276
12/31/10,500,28518,5097,8634,1432,14054,1384,11563
12/31/10,600,29711,5267,8713,1467,14374,1413,12075
12/31/10,700,31234,5465,9046,1530,14932,1493,12643
12/31/10,800,32210,5653,9548,1616,15476,1546,12948
12/31/10,900,33065,5769,9921,1639,15742,1574,13063
12/31/10,1000,33415,5843,10004,1707,15770,1616,12707
12/31/10,1100,33209,5813,10182,1735,15759,1640,12179
12/31/10,1200,32631,5676,10236,1720,15382,1643,11493
12/31/10,1300,31881,5519,10283,1699,14972,1630,10924
12/31/10,1400,31271,5323,10371,1648,14483,1598,10519
12/31/10,1500,30905,5173,10564,1618,14263,1574,10226
12/31/10,1600,31155,5120,10587,1605,14098,1562,10157
12/31/10,1700,32764,5267,10514,1635,14248,1591,10592
12/31/10,1800,36134,5767,10990,1760,15266,1721,11859
12/31/10,1900,36095,5810,11735,1782,15444,1754,12069
12/31/10,2000,35035,5655,11585,1697,15127,1696,11820
12/31/10,2100,33852,5488,11243,1623,14807,1643,11532
12/31/10,2200,32550,5305,10825,1563,14450,1583,11180
12/31/10,2300,31162,5113,10511,1501,14089,1524,10809
12/31/10,2400,29871,4910,10042,1436,13694,1454,10480
12/30/10,100,31500,5661,10891,1704,16188,1544,12153
12/30/10,200,30543,5518,10220,1655,15780,1497,12106
12/30/10,300,30288,5527,9834,1633,15642,1451,12166
12/30/10,400,30476,5554,9567,1624,15565,1450,12424
12/30/10,500,31297,5669,9509,1647,15762,1471,12865
12/30/10,600,33111,5930,9667,1723,16312,1526,13574
12/30/10,700,35804,6280,10181,1846,16994,1616,14432
12/30/10,800,37419,6501,10953,1963,17731,1691,14867
12/30/10,900,37927,6581,11457,2012,17912,1735,14721
12/30/10,1000,37723,6611,11725,2036,17958,1782,14138
12/30/10,1100,36978,6584,11955,2075,17896,1814,13359
12/30/10,1200,35987,6438,12138,2053,17481,1794,12886
12/30/10,1300,35149,6220,12141,2031,16992,1773,12482
12/30/10,1400,34480,6039,12050,1993,16497,1761,12244
12/30/10,1500,33876,5874,12006,1935,16241,1744,11948
12/30/10,1600,33802,5830,11917,1882,15860,1741,11835
12/30/10,1700,35168,5964,11982,1875,16037,1754,12224
12/30/10,1800,38417,6394,12635,1984,16898,1880,13260
12/30/10,1900,38522,6457,13069,2054,17531,1891,13465
12/30/10,2000,37980,6429,12816,2010,17512,1864,13288
12/30/10,2100,37169,6365,12547,1967,17359,1822,13186
12/30/10,2200,35838,6181,12202,1901,17008,1773,12927
12/30/10,2300,33836,5885,11709,1796,16318,1683,12386
12/30/10,2400,31517,5564,10929,1667,15474,1587,11871
12/29/10,100,31087,5726,11543,1836,17623,1597,11993
12/29/10,200,30023,5568,10946,1768,17110,1544,11863
12/29/10,300,29497,5504,10598,1740,16965,1516,11888
12/29/10,400,29406,5496,10406,1750,16932,1517,12020
12/29/10,500,29996,5573,10392,1781,17134,1524,12452
12/29/10,600,31722,5805,10635,1890,17800,1576,13131
12/29/10,700,34201,6125,11201,2032,18624,1679,14070
12/29/10,800,35822,6377,12085,2170,19397,1768,14562
12/29/10,900,36401,6457,12519,2196,19451,1794,14458
12/29/10,1000,36434,6447,12660,2230,19369,1834,13761
12/29/10,1100,36210,6378,12666,2181,18978,1832,13061
12/29/10,1200,35690,6259,12598,2147,18390,1828,12518
12/29/10,1300,34982,6084,12483,2070,17808,1822,12014
12/29/10,1400,34391,5956,12328,2014,17356,1783,11652
12/29/10,1500,33870,5817,12263,1969,16878,1748,11402
12/29/10,1600,33734,5740,12206,1935,16642,1732,11385
12/29/10,1700,35355,5937,12370,1969,17146,1766,11944
12/29/10,1800,38985,6486,13254,2133,18300,1912,13345
12/29/10,1900,39339,6682,13866,2214,18891,1951,13740
12/29/10,2000,39040,6701,13631,2182,18934,1920,13777
12/29/10,2100,38576,6680,13402,2129,18843,1892,13718
12/29/10,2200,37311,6509,13105,2057,18458,1825,13482
12/29/10,2300,35276,6236,12570,1935,17769,1750,12984
12/29/10,2400,33118,5912,11753,1813,16929,1636,12491
12/28/10,100,32828,6047,11782,1958,18371,1614,12574
12/28/10,200,31713,5881,11216,1906,17948,1558,12390
12/28/10,300,31136,5846,10888,1880,17608,1540,12377
12/28/10,400,31125,5867,10700,1875,17703,1532,12492
12/28/10,500,31811,5935,10660,1908,17977,1554,12814
12/28/10,600,33357,6263,10839,2000,18659,1623,13492
12/28/10,700,35748,6636,11377,2139,19593,1729,14275
12/28/10,800,37243,6887,12236,2275,20345,1821,14777
12/28/10,900,37820,6930,12704,2317,20486,1853,14705
12/28/10,1000,38129,6937,12934,2350,20231,1875,14313
12/28/10,1100,38151,6856,13001,2369,19898,1888,13772
12/28/10,1200,37635,6687,12944,2365,19360,1873,13213
12/28/10,1300,36913,6470,12862,2333,18774,1852,12713
12/28/10,1400,36149,6319,12710,2262,18520,1822,12265
12/28/10,1500,35572,6186,12598,2188,18236,1808,11922
12/28/10,1600,35514,6153,12478,2126,18007,1819,11812
12/28/10,1700,37041,6348,12526,2146,18157,1858,12329
12/28/10,1800,40537,6914,13337,2299,19197,1999,13773
12/28/10,1900,40595,7041,14228,2382,19830,2018,14257
12/28/10,2000,40080,7006,14120,2340,19899,1977,14247
12/28/10,2100,39206,6919,13915,2284,19854,1951,14167
12/28/10,2200,37705,6683,13677,2200,19564,1901,13711
12/28/10,2300,35528,6381,13216,2073,18928,1823,13051
12/28/10,2400,33098,6026,12370,1941,18064,1694,12451
12/27/10,100,33422,5916,10860,1915,17307,1595,12833
12/27/10,200,32473,5794,10355,1871,17113,1551,12666
12/27/10,300,32187,5760,10130,1849,17100,1523,12632
12/27/10,400,32244,5802,9977,1869,17117,1523,12721
12/27/10,500,32896,5899,10096,1905,17319,1557,12976
12/27/10,600,34314,6148,10312,1996,17997,1616,13510
12/27/10,700,36137,6536,10892,2131,18761,1719,14133
12/27/10,800,37331,6810,11701,2246,19590,1814,14563
12/27/10,900,38283,6978,12150,2279,19862,1828,14808
12/27/10,1000,39034,7067,12245,2319,20088,1883,14801
12/27/10,1100,39306,7057,12398,2345,20036,1905,14608
12/27/10,1200,39019,6953,12484,2287,19740,1885,14281
12/27/10,1300,38460,6842,12511,2228,19506,1872,13865
12/27/10,1400,37764,6743,12471,2191,19227,1884,13414
12/27/10,1500,37314,6688,12447,2171,18836,1881,13108
12/27/10,1600,37472,6719,12402,2175,18750,1872,13165
12/27/10,1700,39634,6868,12475,2205,19065,1908,13778
12/27/10,1800,43081,7393,13299,2389,20245,2030,15167
12/27/10,1900,43063,7478,14270,2414,20856,2041,15239
12/27/10,2000,42362,7452,14187,2379,20838,2028,15069
12/27/10,2100,41340,7312,14024,2345,20814,1988,14849
12/27/10,2200,39478,7051,13770,2265,20492,1937,14304
12/27/10,2300,37137,6724,13345,2159,19828,1842,13695
12/27/10,2400,34757,6274,12581,2045,19030,1714,13007
12/26/10,100,29288,5269,10381,1782,15657,1494,11334
12/26/10,200,28246,5137,9892,1737,15332,1451,11122
12/26/10,300,27828,5085,9555,1719,15232,1423,11090
12/26/10,400,27733,5090,9376,1715,15197,1414,11137
12/26/10,500,27970,5128,9284,1734,15382,1423,11328
12/26/10,600,28730,5245,9362,1774,15625,1435,11642
12/26/10,700,29883,5463,9555,1834,16153,1489,12099
12/26/10,800,31213,5723,9887,1926,16794,1550,12607
12/26/10,900,32688,5989,9984,1972,17321,1582,13105
12/26/10,1000,34188,6206,10186,2026,17738,1624,13627
12/26/10,1100,35065,6325,10354,2055,17923,1662,13933
12/26/10,1200,35643,6353,10513,2045,17730,1685,14073
12/26/10,1300,36044,6351,10549,2038,17721,1703,14057
12/26/10,1400,36275,6293,10547,2019,17640,1691,13919
12/26/10,1500,36497,6233,10610,1998,17594,1696,13821
12/26/10,1600,36937,6262,10708,2015,17688,1684,13851
12/26/10,1700,38918,6450,10845,2050,17977,1740,14244
12/26/10,1800,41391,6901,11722,2222,19025,1887,15250
12/26/10,1900,41520,6972,12552,2307,19445,1917,15343
12/26/10,2000,41062,6958,12588,2296,19581,1918,15144
12/26/10,2100,40270,6875,12587,2261,19453,1900,14854
12/26/10,2200,38864,6715,12415,2191,19112,1860,14396
12/26/10,2300,36984,6471,12098,2106,18586,1789,13811
12/26/10,2400,34891,6149,11508,2006,17925,1677,13231
12/25/10,100,30486,5434,10538,1744,15356,1530,11622
12/25/10,200,29167,5217,10036,1671,14978,1470,11280
12/25/10,300,28397,5125,9643,1637,14784,1430,11077
12/25/10,400,28103,5128,9382,1627,14674,1406,11018
12/25/10,500,28178,5123,9257,1638,14905,1411,11045
12/25/10,600,28747,5228,9240,1679,15086,1431,11246
12/25/10,700,29676,5430,9387,1755,15512,1441,11619
12/25/10,800,30948,5667,9672,1844,16042,1482,12106
12/25/10,900,32328,5866,9791,1919,16549,1515,12482
12/25/10,1000,33420,5993,9956,1975,16709,1553,12587
12/25/10,1100,33860,6030,10138,1991,16714,1555,12443
12/25/10,1200,33782,5992,10215,1978,16674,1556,12221
12/25/10,1300,33307,5859,10368,1949,16436,1560,11996
12/25/10,1400,32684,5723,10345,1876,16010,1564,11678
12/25/10,1500,32176,5600,10190,1839,15746,1557,11508
12/25/10,1600,31866,5560,10159,1809,15631,1548,11519
12/25/10,1700,32843,5665,10275,1827,15772,1562,11846
12/25/10,1800,34581,5961,10899,1937,16603,1657,12523
12/25/10,1900,34579,6007,11518,2020,17071,1664,12607
12/25/10,2000,34462,6034,11464,2019,17104,1667,12606
12/25/10,2100,34360,6021,11470,2017,17156,1668,12593
12/25/10,2200,33903,5965,11395,1999,17033,1664,12481
12/25/10,2300,32666,5790,11289,1944,16703,1642,12204
12/25/10,2400,30945,5494,10864,1864,16119,1568,11741
12/24/10,100,31370,5686,11220,1797,16294,1602,11952
12/24/10,200,30110,5486,10507,1723,15851,1537,11661
12/24/10,300,29461,5403,10038,1680,15563,1501,11588
12/24/10,400,29298,5353,9778,1663,15418,1467,11648
12/24/10,500,29633,5438,9626,1674,15513,1458,11932
12/24/10,600,30656,5579,9736,1724,15790,1505,12450
12/24/10,700,32147,5822,9998,1800,16260,1571,13038
12/24/10,800,33360,6053,10446,1884,16811,1633,13517
12/24/10,900,34406,6234,10686,1941,17225,1674,13673
12/24/10,1000,35019,6359,10930,2020,17448,1734,13421
12/24/10,1100,34923,6345,11146,2045,17421,1746,12972
12/24/10,1200,34332,6250,11236,2048,17034,1758,12447
12/24/10,1300,33540,6091,11190,2020,16562,1751,11907
12/24/10,1400,32860,5963,11133,1971,16142,1737,11502
12/24/10,1500,32432,5893,11145,1939,15911,1719,11256
12/24/10,1600,32594,5894,11196,1953,15825,1709,11268
12/24/10,1700,34442,6046,11216,1971,16042,1738,11789
12/24/10,1800,37322,6401,11959,2068,16767,1836,12958
12/24/10,1900,36756,6326,12471,2053,16782,1807,13094
12/24/10,2000,35862,6204,12159,2004,16615,1753,13062
12/24/10,2100,35469,6187,11906,1980,16592,1731,13085
12/24/10,2200,34923,6123,11662,1949,16611,1722,12986
12/24/10,2300,33870,5979,11457,1911,16367,1683,12640
12/24/10,2400,32243,5721,11071,1829,15847,1609,12134
12/23/10,100,31589,5893,11569,1986,16938,1631,11669
12/23/10,200,30426,5746,10879,1918,16518,1562,11476
12/23/10,300,30007,5696,10515,1870,16322,1513,11455
12/23/10,400,29970,5710,10307,1853,16267,1492,11598
12/23/10,500,30717,5809,10299,1886,16492,1519,12002
12/23/10,600,32667,6079,10478,1978,17097,1575,12670
12/23/10,700,35933,6476,10990,2131,18020,1704,13638
12/23/10,800,37873,6751,11825,2254,18785,1805,14191
12/23/10,900,38153,6799,12252,2292,19105,1863,14139
12/23/10,1000,38130,6848,12492,2319,19182,1906,13852
12/23/10,1100,37803,6801,12704,2328,19163,1914,13503
12/23/10,1200,37099,6686,12751,2297,18838,1927,13047
12/23/10,1300,36278,6550,12655,2250,18609,1892,12515
12/23/10,1400,35744,6439,12538,2191,18402,1878,12171
12/23/10,1500,35375,6371,12454,2167,18167,1845,11946
12/23/10,1600,35543,6348,12308,2149,18046,1835,11911
12/23/10,1700,37453,6584,12425,2179,18227,1900,12550
12/23/10,1800,40830,7059,13261,2306,19226,2003,13887
12/23/10,1900,40883,7108,13841,2346,19516,2010,14057
12/23/10,2000,40211,7054,13666,2309,19298,1992,13957
12/23/10,2100,39472,6952,13451,2260,19172,1958,13833
12/23/10,2200,38150,6773,13156,2189,18913,1903,13591
12/23/10,2300,36041,6460,12765,2077,18171,1833,13142
12/23/10,2400,33499,6016,12015,1922,17174,1716,12492
12/22/10,100,31530,5824,11509,1980,16665,1627,11389
12/22/10,200,30375,5592,10870,1889,16203,1582,10992
12/22/10,300,29878,5590,10581,1856,15901,1561,10875
12/22/10,400,29901,5556,10473,1845,15847,1525,10880
12/22/10,500,30675,5704,10498,1880,16024,1552,11230
12/22/10,600,32897,6003,10747,1979,16671,1667,11978
12/22/10,700,36666,6561,11397,2155,17891,1788,13068
12/22/10,800,38701,6833,12385,2315,18764,1913,13618
12/22/10,900,38579,6815,12955,2345,18992,1937,13525
12/22/10,1000,38404,6757,13220,2387,19190,1937,13373
12/22/10,1100,38113,6774,13313,2425,19256,1945,13204
12/22/10,1200,37526,6687,13451,2414,19067,1957,13030
12/22/10,1300,36592,6570,13276,2432,18813,1928,12633
12/22/10,1400,35917,6486,13080,2421,18671,1911,12235
12/22/10,1500,35476,6403,12926,2405,18551,1876,12026
12/22/10,1600,35680,6444,12748,2359,18467,1869,12004
12/22/10,1700,37608,6653,12734,2379,18799,1947,12455
12/22/10,1800,41128,7106,13505,2492,19631,2054,13669
12/22/10,1900,41372,7227,14196,2545,19949,2063,13957
12/22/10,2000,40987,7232,14051,2501,19720,2063,13945
12/22/10,2100,40429,7175,13840,2449,19660,2038,13872
12/22/10,2200,38977,6975,13634,2376,19369,1962,13437
12/22/10,2300,36538,6663,13213,2253,18697,1880,12841
12/22/10,2400,33775,6216,12457,2110,17605,1735,12117
12/21/10,100,32657,6170,12012,2029,17807,1711,12635
12/21/10,200,31580,5998,11263,1967,17358,1639,12380
12/21/10,300,31285,5954,10817,1921,17200,1594,12346
12/21/10,400,31306,6003,10569,1912,17027,1607,12430
12/21/10,500,32086,6129,10528,1950,17273,1627,12841
12/21/10,600,34485,6457,10782,2066,17954,1725,13675
12/21/10,700,38321,6982,11383,2266,19084,1854,14925
12/21/10,800,40181,7209,12337,2419,19866,1970,15381
12/21/10,900,39727,7116,12885,2437,19882,1955,14983
12/21/10,1000,38977,7029,13117,2455,19799,1985,14373
12/21/10,1100,38321,6866,13310,2479,19818,2018,13849
12/21/10,1200,37636,6689,13414,2451,19582,1977,13338
12/21/10,1300,36854,6598,13412,2433,19306,1967,12960
12/21/10,1400,36408,6524,13346,2417,19056,1944,12722
12/21/10,1500,36054,6463,13304,2390,18867,1917,12569
12/21/10,1600,36301,6491,13258,2345,18630,1897,12473
12/21/10,1700,38459,6738,13297,2382,18854,1950,13118
12/21/10,1800,41977,7236,14042,2519,19650,2088,14348
12/21/10,1900,42242,7338,14481,2550,19922,2092,14581
12/21/10,2000,41774,7318,14268,2517,19758,2066,14486
12/21/10,2100,41182,7253,14034,2457,19598,2032,14313
12/21/10,2200,39612,7032,13747,2380,19251,1989,13786
12/21/10,2300,36817,6598,13261,2251,18478,1881,12950
12/21/10,2400,33845,6143,12412,2103,17453,1748,12040
12/20/10,100,32117,6032,11861,1937,17848,1658,12655
12/20/10,200,31295,5973,11328,1893,17578,1603,12535
12/20/10,300,31110,5962,11080,1866,17494,1584,12627
12/20/10,400,31321,6027,10954,1874,17503,1579,12908
12/20/10,500,32220,6144,10999,1927,17895,1629,13373
12/20/10,600,34552,6433,11274,2041,18719,1697,14343
12/20/10,700,38355,7017,11895,2250,19950,1819,15592
12/20/10,800,40391,7277,12975,2409,20944,1938,16108
12/20/10,900,40297,7268,13428,2429,21052,1952,15804
12/20/10,1000,39967,7226,13693,2450,20663,1985,14955
12/20/10,1100,39476,7171,13796,2455,20493,1992,14145
12/20/10,1200,38885,7072,13757,2397,19908,2011,13774
12/20/10,1300,38282,6891,13748,2349,19439,1960,13337
12/20/10,1400,37933,6822,13603,2312,19240,1978,13016
12/20/10,1500,37598,6719,13616,2268,18937,1961,12839
12/20/10,1600,37820,6777,13582,2265,18824,1958,12774
12/20/10,1700,39914,7015,13730,2294,19135,1999,13372
12/20/10,1800,43341,7512,14640,2465,20227,2138,14802
12/20/10,1900,43609,7630,15116,2545,20824,2126,15299
12/20/10,2000,43053,7638,14965,2529,20864,2096,15311
12/20/10,2100,42487,7567,14775,2498,20800,2077,15202
12/20/10,2200,40633,7341,14436,2442,20431,2018,14791
12/20/10,2300,37782,6924,13931,2317,19627,1903,13996
12/20/10,2400,34683,6465,13035,2149,18577,1778,13194
12/19/10,100,31941,6037,11906,2031,17347,1638,11885
12/19/10,200,30892,5942,11244,1969,17048,1578,11597
12/19/10,300,30440,5906,10876,1929,16980,1559,11504
12/19/10,400,30386,5881,10614,1904,16964,1540,11452
12/19/10,500,30587,5877,10529,1890,16976,1542,11592
12/19/10,600,31243,5992,10550,1937,17317,1564,11841
12/19/10,700,32255,6196,10710,2000,17773,1625,12310
12/19/10,800,33471,6455,11045,2098,18474,1679,12849
12/19/10,900,34844,6727,11109,2152,18920,1720,13327
12/19/10,1000,35817,6766,11449,2180,18931,1744,13521
12/19/10,1100,35881,6585,11609,2151,18747,1762,13111
12/19/10,1200,35368,6444,11584,2097,18263,1763,12558
12/19/10,1300,34758,6352,11472,2056,18029,1778,12206
12/19/10,1400,34106,6271,11394,2001,17744,1782,11867
12/19/10,1500,33557,6167,11320,1969,17466,1813,11704
12/19/10,1600,33683,6219,11286,1962,17480,1828,11769
12/19/10,1700,35698,6461,11515,2044,17874,1883,12536
12/19/10,1800,39488,7062,12536,2240,19263,2018,13967
12/19/10,1900,40114,7144,13567,2352,19799,2051,14389
12/19/10,2000,40225,7218,13685,2327,19959,2045,14572
12/19/10,2100,39899,7244,13702,2309,19937,2065,14659
12/19/10,2200,38662,7048,13534,2240,19616,1995,14342
12/19/10,2300,36457,6695,13282,2146,19117,1878,13749
12/19/10,2400,33870,6303,12583,2044,18600,1748,13052
12/18/10,100,33202,6016,12498,2058,17532,1640,13036
12/18/10,200,32095,5815,11826,1987,17196,1560,12879
12/18/10,300,31609,5730,11383,1960,17044,1538,12857
12/18/10,400,31481,5724,11172,1952,17045,1536,12898
12/18/10,500,31793,5773,11060,1976,17134,1541,13010
12/18/10,600,32633,5872,11166,2037,17500,1574,13327
12/18/10,700,34206,6110,11483,2141,18148,1631,13748
12/18/10,800,35636,6407,11980,2258,18998,1707,14240
12/18/10,900,36896,6606,12251,2320,19403,1755,14627
12/18/10,1000,37233,6665,12454,2340,19629,1785,14499
12/18/10,1100,36692,6581,12571,2301,19344,1805,14067
12/18/10,1200,35822,6490,12522,2243,18982,1791,13571
12/18/10,1300,34848,6364,12410,2165,18535,1773,13142
12/18/10,1400,34262,6239,12197,2096,18230,1737,12758
12/18/10,1500,33979,6146,11998,2072,17835,1734,12511
12/18/10,1600,34227,6147,11893,2080,17753,1713,12569
12/18/10,1700,36205,6350,11993,2123,18045,1765,13086
12/18/10,1800,38951,6828,12993,2276,19157,1917,13944
12/18/10,1900,38968,6916,13860,2354,19630,1949,13919
12/18/10,2000,38590,6917,13896,2346,19569,1912,13795
12/18/10,2100,38106,6897,13758,2336,19476,1914,13629
12/18/10,2200,37308,6796,13568,2304,19343,1888,13332
12/18/10,2300,35751,6602,13216,2230,18856,1823,12918
12/18/10,2400,33686,6290,12604,2132,18030,1731,12328
12/17/10,100,34495,6748,12051,2039,17585,1731,12916
12/17/10,200,33609,6588,11378,1961,17319,1666,12776
12/17/10,300,33228,6518,11084,1931,16956,1637,12736
12/17/10,400,33275,6498,10911,1928,17078,1623,12868
12/17/10,500,34037,6599,10955,1973,17264,1660,13224
12/17/10,600,36202,6843,11247,2106,17936,1735,13944
12/17/10,700,39837,7294,11926,2325,19131,1871,14954
12/17/10,800,41675,7539,13111,2488,20067,1941,15588
12/17/10,900,41508,7531,13591,2487,20043,1963,15668
12/17/10,1000,40820,7405,13617,2499,20110,1977,15228
12/17/10,1100,40114,7213,13511,2497,19902,1974,14533
12/17/10,1200,39282,6969,13496,2470,19652,1946,13809
12/17/10,1300,38289,6777,13340,2440,19444,1934,13135
12/17/10,1400,37608,6675,13200,2403,19247,1933,12696
12/17/10,1500,36949,6624,13138,2354,19035,1946,12424
12/17/10,1600,36972,6627,13059,2330,18739,1946,12476
12/17/10,1700,38961,6862,13171,2357,18963,1973,13180
12/17/10,1800,42265,7338,14165,2501,20049,2055,14544
12/17/10,1900,42151,7367,15019,2563,20432,2080,14730
12/17/10,2000,41501,7296,14961,2542,20252,2045,14780
12/17/10,2100,40809,7202,14780,2503,20116,2015,14717
12/17/10,2200,39598,7031,14512,2450,19873,1969,14487
12/17/10,2300,37616,6727,14144,2344,19252,1885,14040
12/17/10,2400,35175,6351,13361,2196,18311,1761,13475
12/16/10,100,34287,6748,12075,2187,19236,1726,13891
12/16/10,200,33350,6679,11383,2119,18757,1681,13736
12/16/10,300,33038,6651,11037,2080,18641,1672,13802
12/16/10,400,33284,6662,10789,2057,18426,1687,13959
12/16/10,500,34206,6818,10801,2118,18763,1701,14269
12/16/10,600,36634,7107,11017,2230,19365,1768,14830
12/16/10,700,40613,7640,11640,2449,20576,1916,15759
12/16/10,800,42256,7805,12806,2576,21383,2001,16055
12/16/10,900,41892,7720,13430,2565,21259,2061,15879
12/16/10,1000,41635,7689,13503,2585,21340,2069,15909
12/16/10,1100,41325,7680,13561,2588,21287,2071,16053
12/16/10,1200,41071,7688,13576,2541,21040,2084,16069
12/16/10,1300,40781,7599,13497,2506,20772,2036,15969
12/16/10,1400,40597,7509,13625,2472,20512,2019,15732
12/16/10,1500,40403,7429,13468,2411,20164,1992,15416
12/16/10,1600,40416,7331,13443,2377,19823,2011,15277
12/16/10,1700,42440,7453,13544,2411,19901,2022,15575
12/16/10,1800,45040,7956,14370,2575,20734,2169,16434
12/16/10,1900,44903,8060,14964,2620,21049,2172,16228
12/16/10,2000,44396,8041,14869,2587,20835,2156,15859
12/16/10,2100,43476,7939,14719,2544,20600,2152,15414
12/16/10,2200,41755,7767,14419,2462,20171,2081,14874
12/16/10,2300,39011,7388,13941,2310,19225,1969,14006
12/16/10,2400,36340,7017,12982,2148,18407,1840,13356
12/15/10,100,35183,6989,12570,2264,19843,1760,14564
12/15/10,200,34244,6843,12014,2215,19689,1745,14518
12/15/10,300,33808,6834,11703,2194,19610,1724,14621
12/15/10,400,33825,6790,11554,2195,19690,1705,14767
12/15/10,500,34619,6855,11603,2260,20050,1715,15186
12/15/10,600,37011,7242,11835,2410,20878,1788,16064
12/15/10,700,40779,7731,12533,2648,22351,1940,17335
12/15/10,800,42141,8008,13672,2800,23053,2044,17689
12/15/10,900,41692,7907,14125,2757,22840,2074,16954
12/15/10,1000,41044,7832,14121,2700,22263,2081,16072
12/15/10,1100,40938,7662,13961,2628,21522,2063,15372
12/15/10,1200,40555,7507,13828,2543,20797,2076,14687
12/15/10,1300,39957,7286,13711,2477,20161,2019,14103
12/15/10,1400,39578,7219,13541,2431,19814,2039,13651
12/15/10,1500,39200,7083,13484,2386,19505,2038,13461
12/15/10,1600,39485,7103,13453,2349,19371,2031,13527
12/15/10,1700,41640,7427,13587,2390,19917,2075,14175
12/15/10,1800,45019,8014,14158,2611,21521,2189,15649
12/15/10,1900,45043,8129,15165,2712,22130,2197,16022
12/15/10,2000,44552,8159,14960,2702,22207,2185,16129
12/15/10,2100,43829,8087,14842,2686,22180,2147,16206
12/15/10,2200,42090,7891,14590,2598,21904,2104,15800
12/15/10,2300,39139,7469,14029,2460,21032,1971,15024
12/15/10,2400,36337,7032,13094,2299,19895,1837,14287
12/14/10,100,34188,6898,12724,2278,20143,1724,13814
12/14/10,200,33360,6766,12102,2229,19918,1668,13747
12/14/10,300,33052,6719,11776,2210,19813,1646,13794
12/14/10,400,33212,6790,11614,2215,19925,1660,14056
12/14/10,500,34047,6898,11600,2282,20343,1672,14563
12/14/10,600,36497,7313,11835,2414,21109,1770,15562
12/14/10,700,40484,7708,12523,2624,22331,1880,16846
12/14/10,800,42106,8031,13638,2769,22997,1999,17244
12/14/10,900,41925,7966,14162,2758,22952,2051,16795
12/14/10,1000,41789,8010,14155,2739,22604,2038,16211
12/14/10,1100,41705,7942,14085,2682,22361,2067,15832
12/14/10,1200,41352,7891,13943,2609,21819,2065,15486
12/14/10,1300,41046,7726,13803,2582,21502,2045,15117
12/14/10,1400,40870,7657,13678,2559,21202,2054,14820
12/14/10,1500,40712,7659,13566,2521,20971,2066,14662
12/14/10,1600,41248,7688,13474,2467,20929,2053,14800
12/14/10,1700,43233,7978,13573,2513,21380,2114,15673
12/14/10,1800,46501,8532,14526,2688,22634,2255,17068
12/14/10,1900,46368,8620,15398,2768,23064,2281,17270
12/14/10,2000,45872,8609,15349,2754,22984,2259,17225
12/14/10,2100,45106,8443,15207,2735,22881,2197,17163
12/14/10,2200,43114,8188,14982,2651,22516,2137,16761
12/14/10,2300,40235,7752,14443,2511,21548,2012,15839
12/14/10,2400,37265,7314,13495,2362,20629,1880,15048
12/13/10,100,26670,5535,11863,2054,17771,1538,9561
12/13/10,200,25794,5465,11435,2028,17683,1514,9420
12/13/10,300,25580,5526,11239,2028,17723,1501,9494
12/13/10,400,25879,5610,11162,2023,17875,1509,9830
12/13/10,500,26919,5760,11158,2084,18175,1556,10420
12/13/10,600,29394,6123,11499,2216,18932,1619,11630
12/13/10,700,33635,6711,12220,2402,20206,1784,13169
12/13/10,800,36237,7003,13484,2559,21129,1879,13976
12/13/10,900,36590,7041,14005,2596,21367,1922,14009
12/13/10,1000,36865,7091,14150,2608,21357,1966,14018
12/13/10,1100,36905,7062,14168,2617,21443,1992,13965
12/13/10,1200,36899,7047,14152,2609,21361,1988,13892
12/13/10,1300,36698,7105,14011,2578,21281,2004,13719
12/13/10,1400,36696,7131,13858,2547,21248,1985,13719
12/13/10,1500,36768,7138,13813,2508,21242,1982,13732
12/13/10,1600,37420,7297,13683,2468,21135,1999,14077
12/13/10,1700,40047,7615,13826,2498,21492,2027,14915
12/13/10,1800,43480,8144,14821,2703,22824,2165,16238
12/13/10,1900,43914,8312,15656,2773,23158,2198,16486
12/13/10,2000,43622,8248,15599,2771,23045,2194,16499
12/13/10,2100,42999,8191,15478,2730,22812,2142,16345
12/13/10,2200,41418,7933,15217,2652,22283,2076,15854
12/13/10,2300,38713,7480,14655,2508,21373,1933,15033
12/13/10,2400,36007,7057,13673,2379,20556,1862,14230
12/12/10,100,28201,5095,11035,1662,14683,1469,9991
12/12/10,200,27029,4943,10476,1596,14279,1393,9619
12/12/10,300,26201,4855,10146,1564,14072,1362,9415
12/12/10,400,25749,4830,9865,1538,14148,1342,9286
12/12/10,500,25630,4836,9851,1549,14248,1357,9284
12/12/10,600,25926,4898,9839,1591,14393,1365,9473
12/12/10,700,26685,5069,10009,1676,14854,1410,9783
12/12/10,800,27692,5324,10432,1803,15511,1449,10318
12/12/10,900,29056,5597,10683,1899,16053,1499,10902
12/12/10,1000,30475,5797,11004,1977,16744,1558,11316
12/12/10,1100,31118,5846,11328,2044,17083,1603,11416
12/12/10,1200,31494,5887,11569,2077,17199,1634,11393
12/12/10,1300,31625,5939,11770,2130,17338,1653,11430
12/12/10,1400,31637,5925,11861,2126,17456,1647,11339
12/12/10,1500,31606,5864,11938,2145,17488,1660,11264
