Date,Hour,PJM-E,PJM-W,NI,DAY,AEP,DUQ,DOM
06/07/10,1900,34932,5552,12718,2116,16274,1769,12660
06/07/10,2000,33840,5438,12219,2056,15952,1730,12129
06/07/10,2100,33538,5437,11791,2017,15585,1689,11806
06/07/10,2200,33221,5418,11802,2026,15691,1701,11527
06/07/10,2300,30366,5055,11661,1933,14925,1596,10355
06/07/10,2400,27240,4587,10760,1754,13597,1428,9177
06/06/10,100,33294,4476,10584,1741,13920,1459,11151
06/06/10,200,31128,4201,9624,1647,13241,1390,10311
06/06/10,300,29638,4074,9088,1596,12804,1353,9850
06/06/10,400,28533,3949,8687,1572,12573,1346,9503
06/06/10,500,27831,3977,8499,1554,12315,1354,9288
06/06/10,600,27460,4021,8344,1542,12401,1381,9221
06/06/10,700,27831,4052,8147,1532,12312,1411,9326
06/06/10,800,29926,4314,8190,1566,12641,1473,10225
06/06/10,900,33105,4728,8651,1653,13549,1561,11516
06/06/10,1000,36614,5065,9371,1740,14389,1671,12766
06/06/10,1100,39829,5372,9920,1775,14847,1736,13906
06/06/10,1200,41927,5433,10394,1828,15044,1751,14538
06/06/10,1300,43382,5474,10677,1844,15270,1746,15088
06/06/10,1400,43759,5449,10961,1836,15355,1751,15545
06/06/10,1500,43148,5338,11065,1826,15368,1737,15503
06/06/10,1600,42152,5367,11112,1833,15308,1701,15240
06/06/10,1700,41295,5410,11099,1858,15423,1689,15140
06/06/10,1800,40981,5483,11129,1889,15377,1660,14995
06/06/10,1900,39950,5442,10897,1888,15114,1641,14680
06/06/10,2000,37947,5294,10699,1845,14793,1614,14149
06/06/10,2100,36396,5179,10543,1838,14585,1607,13696
06/06/10,2200,35168,5249,10707,1866,14861,1636,13020
06/06/10,2300,32107,4845,10751,1799,14190,1594,11786
06/06/10,2400,28772,4458,10137,1662,13212,1494,10520
06/05/10,100,33656,4825,12271,1908,14162,1532,10852
06/05/10,200,31496,4533,11257,1764,13356,1448,10143
06/05/10,300,30075,4360,10681,1690,12870,1403,9626
06/05/10,400,29046,4208,10185,1652,12627,1374,9289
06/05/10,500,28559,4189,9875,1633,12478,1359,9127
06/05/10,600,28550,4315,9736,1647,12654,1400,9153
06/05/10,700,29137,4427,9746,1680,12737,1454,9267
06/05/10,800,31510,4648,10022,1783,13424,1507,10217
06/05/10,900,34803,4965,10655,1920,14404,1618,11519
06/05/10,1000,37540,5350,11366,2052,15323,1743,12624
06/05/10,1100,40074,5665,11937,2126,16254,1836,13831
06/05/10,1200,42335,5820,12251,2188,16939,1883,14693
06/05/10,1300,43728,5923,12578,2203,17345,1915,15268
06/05/10,1400,44329,5937,12980,2206,17409,1919,15559
06/05/10,1500,44676,5912,13329,2180,17541,1923,15683
06/05/10,1600,44800,5891,13378,2127,17593,1890,15801
06/05/10,1700,44863,5907,13286,2113,17495,1889,15964
06/05/10,1800,44649,5835,13379,2126,17267,1828,15877
06/05/10,1900,43415,5767,13211,2111,17076,1779,15521
06/05/10,2000,42216,5639,12952,2085,16785,1759,14967
06/05/10,2100,42028,5564,12815,2073,16661,1751,14685
06/05/10,2200,41341,5490,13011,2098,16665,1758,14272
06/05/10,2300,38828,5195,12846,2040,16037,1671,13216
06/05/10,2400,35943,4770,11883,1886,15148,1558,12146
06/04/10,100,32170,4827,10223,1849,14244,1594,9814
06/04/10,200,30035,4623,9517,1712,13458,1501,9135
06/04/10,300,28712,4422,9076,1647,12954,1432,8722
06/04/10,400,27888,4330,8803,1600,12632,1419,8484
06/04/10,500,27966,4305,8710,1610,12670,1437,8543
06/04/10,600,29307,4600,8864,1704,13146,1496,9016
06/04/10,700,32401,4999,9303,1849,14004,1619,10008
06/04/10,800,35891,5377,10158,2028,15091,1724,11022
06/04/10,900,38755,5721,11166,2174,15986,1836,11947
06/04/10,1000,41284,6064,11816,2317,16915,1941,12836
06/04/10,1100,43572,6371,12297,2466,17811,2032,13758
06/04/10,1200,45427,6655,12727,2571,18541,2124,14612
06/04/10,1300,46813,6829,13254,2685,19091,2194,15289
06/04/10,1400,47969,7069,13847,2749,19709,2261,15868
06/04/10,1500,48675,7143,14367,2786,19819,2286,16272
06/04/10,1600,49235,7210,14609,2810,19862,2288,16487
06/04/10,1700,49286,7167,14669,2818,19575,2250,16508
06/04/10,1800,48378,7067,14830,2735,19120,2230,16169
06/04/10,1900,46152,6820,14863,2659,18626,2137,15542
06/04/10,2000,44442,6528,14634,2569,17773,2077,14924
06/04/10,2100,43801,6397,14287,2481,17407,2007,14659
06/04/10,2200,42855,6249,14255,2481,17422,1957,14177
06/04/10,2300,39885,5808,14146,2339,16565,1801,13103
06/04/10,2400,36565,5272,13330,2112,15275,1672,11896
06/03/10,100,31981,5056,10564,1807,13902,1524,10240
06/03/10,200,30068,4688,9800,1691,13259,1432,9530
06/03/10,300,28811,4555,9308,1616,12813,1409,9102
06/03/10,400,28191,4504,8979,1583,12590,1380,8891
06/03/10,500,28340,4514,8838,1596,12579,1395,8977
06/03/10,600,29772,4713,8960,1693,13192,1464,9510
06/03/10,700,33021,5119,9318,1883,14146,1602,10438
06/03/10,800,36551,5457,10169,2062,15135,1748,11320
06/03/10,900,39132,5740,11160,2156,15726,1835,12032
06/03/10,1000,41517,6008,11862,2186,16419,1841,12825
06/03/10,1100,43624,6193,12362,2240,17002,1918,13541
06/03/10,1200,45376,6347,12825,2308,17595,1949,14296
06/03/10,1300,46682,6488,13117,2420,18038,1967,14922
06/03/10,1400,47793,6563,13283,2506,18620,1998,15447
06/03/10,1500,48450,6711,13477,2573,18952,2050,15893
06/03/10,1600,49267,6733,13575,2578,19209,2054,16086
06/03/10,1700,49873,6742,13587,2591,19552,2092,16011
06/03/10,1800,49059,6760,13569,2592,19421,2120,15528
06/03/10,1900,46949,6677,13334,2518,19079,2068,14889
06/03/10,2000,45117,6524,12825,2432,18603,2029,14240
06/03/10,2100,44176,6435,12354,2377,18233,2001,13841
06/03/10,2200,42974,6418,12339,2379,18307,1986,13351
06/03/10,2300,39301,5896,12176,2254,17237,1849,12105
06/03/10,2400,35361,5299,11233,2022,15531,1698,10844
06/02/10,100,30406,4809,12881,1891,13958,1568,9751
06/02/10,200,28653,4503,11904,1769,13142,1499,9116
06/02/10,300,27376,4346,11174,1686,12703,1426,8696
06/02/10,400,26729,4272,10615,1643,12523,1405,8451
06/02/10,500,26795,4317,10243,1646,12477,1400,8539
06/02/10,600,28126,4520,10260,1753,13051,1460,9097
06/02/10,700,31174,4909,10753,1919,14202,1555,10050
06/02/10,800,34610,5303,11617,2092,15201,1689,11010
06/02/10,900,37075,5598,12581,2195,15734,1831,11616
06/02/10,1000,39179,5892,13422,2277,16308,1961,12242
06/02/10,1100,41187,6231,14096,2375,17078,2057,12871
06/02/10,1200,42861,6445,14669,2473,17865,2112,13483
06/02/10,1300,44079,6654,15015,2573,18531,2191,14490
06/02/10,1400,45315,6899,15116,2644,19166,2269,15167
06/02/10,1500,46344,7018,15395,2746,19706,2324,15632
06/02/10,1600,47393,7097,15395,2774,20188,2324,15974
06/02/10,1700,48090,7206,15460,2801,19917,2289,16239
06/02/10,1800,48025,7248,15448,2785,19769,2283,16218
06/02/10,1900,46715,7204,15121,2658,19517,2227,15724
06/02/10,2000,44714,6930,14404,2506,18943,2102,15100
06/02/10,2100,43909,6847,13766,2386,18336,1972,14754
06/02/10,2200,42787,6728,13531,2330,18026,1944,14219
06/02/10,2300,39088,6152,12858,2182,16835,1820,12814
06/02/10,2400,35064,5528,11696,1968,15184,1662,11346
06/01/10,100,30833,4602,10525,1662,13076,1515,10112
06/01/10,200,29073,4439,9804,1584,12477,1439,9452
06/01/10,300,27942,4282,9360,1526,12183,1396,9004
06/01/10,400,27305,4193,9088,1509,12052,1368,8727
06/01/10,500,27467,4293,8993,1530,12138,1385,8759
06/01/10,600,28912,4534,9183,1651,12796,1469,9279
06/01/10,700,32162,5026,9638,1836,13997,1616,10207
06/01/10,800,35686,5380,10764,2014,14910,1747,11099
06/01/10,900,38099,5591,11977,2107,15650,1852,11695
06/01/10,1000,40063,5760,12927,2184,16154,1900,12209
06/01/10,1100,41875,5934,13796,2258,16782,1975,12834
06/01/10,1200,43197,6133,14683,2352,17295,2039,13486
06/01/10,1300,44271,6288,15330,2447,17774,2087,14031
06/01/10,1400,45088,6461,15881,2539,18323,2162,14415
06/01/10,1500,45094,6518,16419,2616,18757,2228,14529
06/01/10,1600,45245,6690,16860,2647,19065,2275,14718
06/01/10,1700,45444,6858,17220,2673,19246,2312,15161
06/01/10,1800,45019,6890,17398,2694,19265,2317,15279
06/01/10,1900,43599,6788,17298,2663,18997,2241,14826
06/01/10,2000,42393,6634,16753,2598,18566,2156,14295
06/01/10,2100,41793,6554,16052,2508,18096,2085,13960
06/01/10,2200,40861,6459,15873,2506,18066,2078,13480
06/01/10,2300,37353,5829,15447,2338,16885,1915,12123
06/01/10,2400,33501,5233,14197,2096,15177,1711,10794
05/31/10,100,27916,4346,12445,1790,13555,1589,9528
05/31/10,200,26029,4086,11583,1657,12754,1496,8880
05/31/10,300,24752,3893,10836,1561,12314,1435,8536
05/31/10,400,24078,3830,10333,1507,11988,1387,8267
05/31/10,500,23838,3770,10045,1492,11883,1359,8187
05/31/10,600,23748,3789,9918,1500,11826,1356,8253
05/31/10,700,24308,3766,9808,1493,11806,1373,8370
05/31/10,800,26531,4099,9942,1549,12248,1441,9146
05/31/10,900,29771,4524,10669,1650,13282,1534,10364
05/31/10,1000,33101,5059,11547,1783,14200,1671,11794
05/31/10,1100,36455,5531,12629,1972,15100,1772,13042
05/31/10,1200,39266,5887,13126,2134,15813,1875,13992
05/31/10,1300,41125,6198,12881,2240,16437,1985,14711
05/31/10,1400,42589,6316,12454,2286,16668,2028,15105
05/31/10,1500,43251,6377,12094,2318,16747,2016,15381
05/31/10,1600,43520,6503,11807,2343,16829,2062,15615
05/31/10,1700,43619,6503,11742,2380,16995,2094,15710
05/31/10,1800,43118,6435,11918,2372,16977,2095,15516
05/31/10,1900,41697,6247,12183,2315,16665,2016,15034
05/31/10,2000,40579,6084,12267,2248,16294,1946,14476
05/31/10,2100,40679,6085,12125,2177,16138,1915,14227
05/31/10,2200,39815,5943,12303,2100,16167,1865,13721
05/31/10,2300,36740,5414,12265,1918,15250,1753,12493
05/31/10,2400,33461,4952,11441,1807,14076,1627,11171
05/30/10,100,27109,4319,10885,1601,12884,1510,9008
05/30/10,200,25409,4090,10045,1480,12146,1414,8423
05/30/10,300,24362,3876,9405,1393,11551,1340,8010
05/30/10,400,23654,3736,9047,1343,11250,1295,7769
05/30/10,500,23274,3710,8725,1310,11044,1276,7637
05/30/10,600,23016,3667,8646,1312,10923,1255,7610
05/30/10,700,23123,3674,8363,1290,10777,1227,7600
05/30/10,800,24904,3932,8449,1367,11408,1300,8266
05/30/10,900,27658,4396,9140,1522,12632,1435,9547
05/30/10,1000,30242,4848,10120,1690,13791,1556,10693
05/30/10,1100,32288,5166,11231,1838,14792,1684,11644
05/30/10,1200,33693,5493,12369,1985,15680,1769,12426
05/30/10,1300,34582,5644,13406,2097,16434,1836,13018
05/30/10,1400,35356,5762,14089,2200,16849,1896,13447
05/30/10,1500,36071,5900,14642,2263,17235,1950,13793
05/30/10,1600,36748,6020,14988,2325,17482,2004,14058
05/30/10,1700,37584,6171,15278,2372,17896,2058,14276
05/30/10,1800,38006,6239,15456,2398,17980,2081,14259
05/30/10,1900,37533,6188,15354,2385,17828,2051,13900
05/30/10,2000,36369,5975,14986,2321,17351,1970,13249
05/30/10,2100,35557,5798,14434,2246,16783,1921,12735
05/30/10,2200,35232,5691,14384,2245,16721,1911,12374
05/30/10,2300,33147,5282,14155,2139,15857,1826,11466
05/30/10,2400,30470,4771,13404,1966,14637,1709,10404
05/29/10,100,25287,4348,10481,1722,13217,1511,8506
05/29/10,200,24058,4131,9721,1577,12671,1414,8013
05/29/10,300,23232,3933,9197,1488,12020,1351,7703
05/29/10,400,22744,3892,8848,1427,11735,1308,7454
05/29/10,500,22558,3836,8626,1407,11440,1295,7422
05/29/10,600,22838,3880,8642,1406,11503,1294,7455
05/29/10,700,23338,3957,8503,1412,11355,1315,7671
05/29/10,800,24871,4192,8734,1513,11972,1390,8264
05/29/10,900,27039,4540,9434,1701,13074,1508,9217
05/29/10,1000,29020,4916,10279,1866,14085,1621,10051
05/29/10,1100,30451,5237,11176,1971,15028,1752,10533
05/29/10,1200,31384,5440,11985,2082,15831,1841,10948
05/29/10,1300,32047,5590,12698,2167,16419,1921,11324
05/29/10,1400,32417,5709,13249,2228,16739,1955,11627
05/29/10,1500,32798,5851,13542,2266,17138,2000,11927
05/29/10,1600,33371,5974,13846,2305,17451,2018,12250
05/29/10,1700,34030,6046,14063,2355,17630,2056,12551
05/29/10,1800,34350,6069,14262,2332,17643,2065,12642
05/29/10,1900,34135,6002,14090,2311,17458,2042,12530
05/29/10,2000,33496,5782,13772,2242,16984,1946,12058
05/29/10,2100,33722,5678,13153,2139,16371,1897,11831
05/29/10,2200,33617,5666,12919,2100,16146,1874,11570
05/29/10,2300,31756,5273,12628,1970,15292,1767,10793
05/29/10,2400,29433,4724,11783,1786,14062,1619,9858
05/28/10,100,26986,4966,10627,1789,14295,1736,9333
05/28/10,200,25335,4630,9816,1678,13495,1633,8624
05/28/10,300,24317,4401,9334,1612,13006,1558,8176
05/28/10,400,23909,4313,9000,1576,12708,1517,7876
05/28/10,500,24062,4339,8839,1585,12754,1499,7892
05/28/10,600,25377,4544,8928,1677,13274,1570,8391
05/28/10,700,28014,4896,9244,1867,14277,1677,9233
05/28/10,800,30682,5260,10169,2015,15189,1797,10002
05/28/10,900,32231,5476,11229,2114,15779,1912,10557
05/28/10,1000,33365,5711,11989,2189,16308,2011,10989
05/28/10,1100,34169,5915,12495,2292,17105,2111,11449
05/28/10,1200,34676,6118,12915,2342,17696,2193,11790
05/28/10,1300,35039,6265,13159,2430,18423,2230,12116
05/28/10,1400,35400,6416,13334,2520,19102,2281,12508
05/28/10,1500,35348,6452,13600,2563,19286,2329,12753
05/28/10,1600,35016,6459,13778,2584,19462,2357,12873
05/28/10,1700,34660,6380,13941,2601,19336,2371,12806
05/28/10,1800,34181,6220,14031,2588,19083,2294,12503
05/28/10,1900,33134,6061,13875,2520,18462,2086,12009
05/28/10,2000,32418,5903,13414,2431,17862,1981,11437
05/28/10,2100,32688,5783,12808,2324,17413,1933,11316
05/28/10,2200,32145,5692,12725,2315,17077,1900,10968
05/28/10,2300,30055,5312,12405,2162,16105,1768,10198
05/28/10,2400,27690,4776,11517,1941,14571,1629,9306
05/27/10,100,32861,4908,12464,1926,14336,1702,9083
05/27/10,200,30676,4634,11384,1783,13528,1595,8519
05/27/10,300,29314,4454,10625,1690,13011,1507,8098
05/27/10,400,28566,4387,10094,1640,12748,1463,7915
05/27/10,500,28471,4362,9854,1636,12737,1471,7985
05/27/10,600,29564,4604,9952,1729,13320,1519,8556
05/27/10,700,32499,4920,10325,1907,14329,1621,9540
05/27/10,800,35764,5356,11361,2085,15218,1782,10590
05/27/10,900,38000,5616,12455,2220,16136,1927,11325
05/27/10,1000,39850,5979,13077,2348,16986,1981,12179
05/27/10,1100,41449,6277,13500,2494,17900,2099,13065
05/27/10,1200,42565,6533,13852,2605,18618,2241,13951
05/27/10,1300,43452,6776,14129,2706,19324,2315,14644
05/27/10,1400,44121,6995,14327,2802,19972,2385,15348
05/27/10,1500,44633,7166,14572,2815,20189,2403,15788
05/27/10,1600,44774,7217,14695,2717,20466,2414,15945
05/27/10,1700,44481,7501,14829,2588,20478,2466,15832
05/27/10,1800,43448,7429,14879,2504,20229,2426,15707
05/27/10,1900,41359,7214,14587,2395,19606,2390,15136
05/27/10,2000,39762,7001,13941,2309,18942,2302,14459
05/27/10,2100,38860,6872,13260,2290,18559,2261,14186
05/27/10,2200,37072,6826,13126,2290,18544,2197,13382
05/27/10,2300,33398,6189,12821,2147,17222,2081,11880
05/27/10,2400,29805,5496,11699,1939,15619,1888,10385
05/26/10,100,27114,4543,12633,1851,14077,1573,8122
05/26/10,200,25472,4322,11570,1719,13273,1482,7667
05/26/10,300,24409,4181,10873,1640,12680,1458,7340
05/26/10,400,23979,4084,10442,1587,12437,1453,7220
05/26/10,500,24215,4137,10213,1591,12424,1442,7327
05/26/10,600,25686,4391,10302,1688,12980,1516,7885
05/26/10,700,28691,4795,10735,1863,14059,1638,8911
05/26/10,800,31965,5125,11915,2068,14969,1770,9730
05/26/10,900,34308,5382,13218,2215,15786,1886,10269
05/26/10,1000,36488,5624,14289,2317,16545,1987,10829
05/26/10,1100,38624,5948,15236,2430,17468,2084,11427
05/26/10,1200,40474,6158,16201,2522,18105,2185,11925
05/26/10,1300,42017,6370,16870,2601,18635,2256,12418
05/26/10,1400,43490,6618,17466,2681,19093,2295,12950
05/26/10,1500,44914,6787,17991,2720,19479,2318,13335
05/26/10,1600,46261,6835,18143,2750,19672,2385,13694
05/26/10,1700,47187,6989,17982,2755,19865,2401,14037
05/26/10,1800,47451,7018,17292,2759,19772,2382,14127
05/26/10,1900,46395,6929,16517,2717,19588,2309,13779
05/26/10,2000,45086,6731,15892,2659,19274,2240,13333
05/26/10,2100,44796,6665,15492,2589,18773,2190,13164
05/26/10,2200,43757,6593,15559,2570,18712,2185,12660
05/26/10,2300,40096,6070,15128,2389,17530,2022,11460
05/26/10,2400,35976,5389,13871,2127,15828,1838,10063
05/25/10,100,25730,4430,14102,1834,13651,1443,8304
05/25/10,200,24438,4226,12917,1717,13000,1372,7825
05/25/10,300,23711,4078,12098,1620,12581,1325,7563
05/25/10,400,23359,4037,11491,1575,12235,1291,7454
05/25/10,500,23713,4119,11070,1583,12418,1298,7575
05/25/10,600,25398,4397,11024,1691,13031,1358,8197
05/25/10,700,28478,4850,11341,1857,14090,1483,9262
05/25/10,800,31216,5127,12434,2034,15066,1631,9929
05/25/10,900,32731,5303,13780,2154,15686,1741,10157
05/25/10,1000,34008,5495,14869,2242,16283,1844,10443
05/25/10,1100,35381,5685,15784,2337,16949,1939,10778
05/25/10,1200,36503,5837,16719,2415,17524,2016,11032
05/25/10,1300,37457,6007,17354,2505,17948,2065,11270
05/25/10,1400,38429,6122,17845,2572,18467,2094,11506
05/25/10,1500,39095,6183,18187,2626,18673,2139,11726
05/25/10,1600,39787,6322,18364,2636,18810,2177,11964
05/25/10,1700,40417,6418,18592,2645,19050,2180,12308
05/25/10,1800,40458,6424,18604,2639,18879,2180,12434
05/25/10,1900,39454,6382,18087,2574,18528,2150,12121
05/25/10,2000,38298,6298,17139,2488,18262,2078,11762
05/25/10,2100,38071,6233,16438,2439,17922,2058,11650
05/25/10,2200,37125,6156,16164,2449,18048,2046,11249
05/25/10,2300,33779,5626,15496,2267,16812,1892,10146
05/25/10,2400,30144,5052,14079,2040,15329,1709,9011
05/24/10,100,24395,4142,12857,1711,12912,1445,7958
05/24/10,200,23260,3956,12045,1597,12316,1375,7536
05/24/10,300,22566,3891,11352,1537,11877,1335,7304
05/24/10,400,22388,3841,10977,1501,11710,1338,7186
05/24/10,500,22921,3891,10709,1522,11877,1346,7394
05/24/10,600,24867,4230,10753,1622,12498,1396,8010
05/24/10,700,27899,4638,11187,1799,13603,1535,9023
05/24/10,800,30409,4953,12432,1987,14602,1672,9772
05/24/10,900,31706,5148,13951,2114,15382,1783,9959
05/24/10,1000,32632,5316,15166,2234,16014,1851,10208
05/24/10,1100,33372,5483,16272,2358,16816,1907,10430
05/24/10,1200,33860,5593,17348,2433,17316,1959,10616
05/24/10,1300,34199,5658,18061,2503,17746,1988,10795
05/24/10,1400,34546,5722,18604,2558,18223,2009,11071
05/24/10,1500,35050,5785,19015,2587,18423,1974,11326
05/24/10,1600,35217,5736,19318,2594,18551,2010,11566
05/24/10,1700,35499,5817,19542,2597,18544,1999,11817
05/24/10,1800,35415,5865,19657,2596,18550,1966,11978
05/24/10,1900,34750,5808,19437,2526,18162,1924,11869
05/24/10,2000,34171,5736,18829,2471,17817,1893,11524
05/24/10,2100,34625,5756,18120,2418,17565,1855,11458
05/24/10,2200,33909,5776,17827,2431,17565,1877,11173
05/24/10,2300,31106,5324,17145,2250,16360,1728,10188
05/24/10,2400,28049,4822,15652,2027,14766,1554,9122
05/23/10,100,24730,3891,9650,1401,11649,1319,8191
05/23/10,200,23506,3741,9049,1290,11085,1260,7735
05/23/10,300,22634,3636,8618,1223,10765,1230,7393
05/23/10,400,22079,3543,8308,1286,10532,1214,7186
05/23/10,500,21943,3550,8224,1214,10510,1190,7124
05/23/10,600,22048,3613,8135,1230,10476,1213,7199
05/23/10,700,22218,3581,8033,1212,10458,1215,7262
05/23/10,800,23435,3817,8092,1288,10894,1231,7675
05/23/10,900,25292,4163,8613,1412,11770,1323,8543
05/23/10,1000,27012,4438,9397,1540,12492,1369,9348
05/23/10,1100,28258,4637,10271,1633,13211,1437,10007
05/23/10,1200,28920,4712,11121,1709,13729,1491,10356
05/23/10,1300,29389,4826,11914,1746,14181,1537,10682
05/23/10,1400,29507,4879,12560,1861,14521,1567,10706
05/23/10,1500,29542,4926,12979,1869,14760,1608,10778
05/23/10,1600,29677,5019,13394,1924,15008,1648,10767
05/23/10,1700,29995,5040,13732,1990,15479,1672,10830
05/23/10,1800,30367,5128,14051,2049,15774,1707,10746
05/23/10,1900,30286,5137,14244,2069,15728,1708,10705
05/23/10,2000,30191,5119,14309,2073,15669,1690,10584
05/23/10,2100,31050,5143,14315,2074,15742,1694,10700
05/23/10,2200,30938,5181,14679,2127,15925,1720,10531
05/23/10,2300,28867,4834,14655,2014,15013,1660,9672
05/23/10,2400,26445,4480,13868,1862,13950,1551,8710
05/22/10,100,26360,4189,9767,1468,12130,1368,8198
05/22/10,200,24792,3975,9100,1371,11719,1308,7719
05/22/10,300,23662,3843,8718,1322,11398,1267,7349
05/22/10,400,22981,3774,8407,1296,11220,1240,7065
05/22/10,500,22740,3779,8289,1298,11231,1248,7017
05/22/10,600,22893,3842,8265,1336,11375,1280,7152
05/22/10,700,23302,3952,8387,1383,11580,1297,7379
05/22/10,800,24908,4162,8617,1467,12180,1347,7835
05/22/10,900,27075,4427,9191,1583,12957,1424,8669
05/22/10,1000,28820,4651,9813,1679,13658,1501,9306
05/22/10,1100,30105,4872,10228,1748,13999,1576,9780
05/22/10,1200,30878,4965,10536,1770,14141,1597,10237
05/22/10,1300,31237,4969,10657,1774,14131,1586,10574
05/22/10,1400,31181,4927,10725,1750,14200,1556,10776
05/22/10,1500,31162,4891,10688,1732,14056,1557,10890
05/22/10,1600,31143,4842,10696,1719,14101,1583,10909
05/22/10,1700,31220,4841,10705,1736,14126,1604,10905
05/22/10,1800,30974,4874,10763,1738,14203,1602,10889
05/22/10,1900,30529,4826,10696,1733,14019,1588,10654
05/22/10,2000,30195,4787,10625,1715,13914,1569,10421
05/22/10,2100,30788,4862,10534,1697,13843,1572,10515
05/22/10,2200,30381,4824,10909,1754,14141,1567,10272
05/22/10,2300,28705,4567,10882,1671,13457,1487,9566
05/22/10,2400,26476,4168,10332,1529,12541,1390,8886
05/21/10,100,25229,4191,9623,1551,12513,1394,7802
05/21/10,200,23878,3990,9023,1470,11963,1322,7314
05/21/10,300,23023,3888,8713,1417,11654,1287,7058
05/21/10,400,22629,3843,8431,1391,11581,1262,6963
05/21/10,500,22862,3913,8367,1425,11686,1292,7017
05/21/10,600,24338,4167,8482,1532,12323,1343,7542
05/21/10,700,27048,4533,9056,1743,13514,1457,8541
05/21/10,800,29900,4786,9999,1867,14336,1584,9292
05/21/10,900,31746,4933,10862,1927,14688,1658,9655
05/21/10,1000,33323,5123,11328,1989,14942,1723,10103
05/21/10,1100,34846,5267,11647,2036,15210,1782,10599
05/21/10,1200,35978,5386,11903,2053,15280,1826,11050
05/21/10,1300,36887,5455,12037,2057,15384,1867,11443
05/21/10,1400,37724,5568,12110,2040,15600,1859,11844
05/21/10,1500,38324,5607,12174,2012,15633,1849,12207
05/21/10,1600,38783,5584,12150,1954,15232,1842,12471
05/21/10,1700,39029,5553,12051,1953,15119,1813,12572
05/21/10,1800,38298,5491,11885,1923,14973,1737,12445
05/21/10,1900,36696,5365,11663,1894,14647,1677,11984
05/21/10,2000,35346,5267,11350,1837,14591,1647,11299
05/21/10,2100,35372,5338,11206,1826,14665,1664,11193
05/21/10,2200,34290,5299,11483,1782,14817,1662,10872
05/21/10,2300,31683,4951,11298,1827,14055,1564,10043
05/21/10,2400,28804,4535,10564,1631,13103,1449,9088
05/20/10,100,23680,4182,9463,1499,12209,1359,7455
05/20/10,200,22641,4083,8848,1431,11614,1293,7098
05/20/10,300,22063,4027,8499,1383,11429,1241,6886
05/20/10,400,21883,3969,8286,1379,11322,1213,6824
05/20/10,500,22380,4017,8185,1408,11682,1230,7006
05/20/10,600,24043,4327,8347,1532,12407,1348,7638
05/20/10,700,26944,4732,8759,1712,13592,1419,8564
05/20/10,800,29524,4959,9689,1846,14321,1523,9250
05/20/10,900,30661,5015,10664,1902,14663,1605,9557
05/20/10,1000,31519,5017,11233,1950,14839,1652,9782
05/20/10,1100,32487,5115,11653,1974,15211,1709,10111
05/20/10,1200,33022,5236,11988,2001,15369,1759,10278
05/20/10,1300,33425,5234,12166,2011,15403,1790,10522
05/20/10,1400,33971,5245,12258,2043,15572,1822,10798
05/20/10,1500,34235,5371,12375,2034,15771,1829,10990
05/20/10,1600,34520,5443,12317,2003,15783,1858,11267
05/20/10,1700,35006,5556,12166,1975,15816,1852,11568
05/20/10,1800,35120,5591,11909,1942,15677,1841,11654
05/20/10,1900,34363,5555,11699,1904,15410,1810,11417
05/20/10,2000,33752,5451,11511,1881,15205,1779,11129
05/20/10,2100,34358,5610,11484,1933,15412,1782,11092
05/20/10,2200,33671,5574,11762,1957,15705,1751,10830
05/20/10,2300,30673,5068,11367,1827,14680,1627,9749
05/20/10,2400,27736,4592,10470,1678,13494,1516,8670
05/19/10,100,23767,4244,9420,1514,12138,1358,7429
05/19/10,200,22911,4119,8833,1444,11754,1319,7098
05/19/10,300,22219,4050,8491,1397,11480,1288,6966
05/19/10,400,22098,3984,8308,1420,11394,1270,6945
05/19/10,500,22578,4043,8250,1416,11552,1263,7128
05/19/10,600,24383,4404,8452,1532,12334,1363,7787
05/19/10,700,27327,4885,8947,1739,13510,1486,8775
05/19/10,800,29617,5078,9814,1869,14420,1573,9331
05/19/10,900,30461,5105,10729,1920,14630,1651,9442
05/19/10,1000,30917,5144,11202,1935,14841,1667,9435
05/19/10,1100,31433,5187,11486,1967,15028,1704,9569
05/19/10,1200,31485,5201,11768,1981,15062,1469,9586
05/19/10,1300,31511,5178,11895,1981,14974,1719,9622
05/19/10,1400,31502,5142,12012,1987,15000,1733,9709
05/19/10,1500,31209,5083,12085,1960,14815,1749,9676
05/19/10,1600,31035,5072,12061,1912,14491,1745,9658
05/19/10,1700,31070,5153,11988,1895,14643,1747,9779
05/19/10,1800,31015,5147,11861,1876,14597,1718,9838
05/19/10,1900,30507,5154,11627,1852,14395,1693,9774
05/19/10,2000,30449,5117,11271,1834,14307,1668,9792
05/19/10,2100,31457,5304,11157,1864,14677,1670,10092
05/19/10,2200,30650,5204,11565,1891,14893,1697,9803
05/19/10,2300,28121,4876,11274,1771,14103,1584,8978
05/19/10,2400,25497,4456,10383,1617,12933,1456,8078
05/18/10,100,23312,4139,9320,1531,12271,1317,7449
05/18/10,200,22250,4043,8775,1470,11812,1258,7059
05/18/10,300,21781,3949,8454,1430,11544,1218,6983
05/18/10,400,21574,3910,8266,1409,11426,1226,6926
05/18/10,500,22037,3997,8189,1439,11603,1236,7127
05/18/10,600,23911,4358,8401,1558,12338,1310,7740
05/18/10,700,26926,4837,8865,1783,13580,1430,8869
05/18/10,800,29346,5034,9789,1912,14377,1537,9434
05/18/10,900,30559,5098,10700,1963,14741,1626,9525
