DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE,DEOK
02/18/12,2200,30238,5548,11245,1986,15498,1611,9843,7705,2969
02/18/12,2300,28934,5336,10955,1894,14984,1543,9412,7434,2903
02/18/12,2400,27451,5084,10473,1815,14433,1472,9006,7026,2797
02/17/12,100,27116,5028,10429,1808,14509,1488,9076,7155,2689
02/17/12,200,26071,4922,9962,1792,14180,1455,8847,7032,2625
02/17/12,300,25584,4866,9629,1757,14029,1442,8749,6851,2564
02/17/12,400,25521,4890,9498,1735,14008,1430,8791,6894,2610
02/17/12,500,26214,4967,9506,1791,14354,1475,9129,7042,2697
02/17/12,600,28247,5328,9778,1925,15285,1568,10049,7421,2914
02/17/12,700,31634,5955,10505,2139,16708,1701,11383,8163,3256
02/17/12,800,33188,6202,11702,2257,17516,1769,11837,8579,3435
02/17/12,900,33347,6074,12051,2251,17455,1799,11581,8633,3389
02/17/12,1000,32975,6030,12125,2207,17255,1800,11204,8614,3326
02/17/12,1100,32634,5957,12073,2187,16918,1796,10823,8540,3259
02/17/12,1200,32102,5847,12133,2142,16515,1808,10450,8464,3164
02/17/12,1300,31542,5685,12016,2106,16118,1790,10108,8393,3089
02/17/12,1400,31136,5641,11907,2070,15802,1777,9971,8355,3054
02/17/12,1500,30633,5511,11785,2004,15437,1759,9726,8131,2990
02/17/12,1600,30375,5398,11601,1928,15155,1733,9660,7883,2946
02/17/12,1700,30784,5443,11455,1905,15040,1722,9740,7832,2906
02/17/12,1800,32317,5563,11580,1910,15196,1750,10191,7909,2900
02/17/12,1900,34215,6134,12086,2018,16080,1795,10893,8351,3075
02/17/12,2000,33914,6049,12332,2063,16515,1769,11114,8461,3142
02/17/12,2100,33275,6064,12133,2050,16577,1739,11058,8339,3133
02/17/12,2200,32295,5881,11823,2019,16528,1716,10829,8092,3101
02/17/12,2300,30606,5675,11488,1935,15958,1643,10434,7663,2959
02/17/12,2400,28773,5416,10815,1835,15227,1528,9937,7238,2805
02/16/12,100,27989,5267,10323,1775,14310,1528,9242,7120,2637
02/16/12,200,27267,5127,9800,1727,13892,1475,9018,6944,2551
02/16/12,300,27007,5141,9489,1679,13675,1450,8982,6835,2504
02/16/12,400,27035,5115,9249,1669,13849,1462,8988,6761,2490
02/16/12,500,27756,5227,9243,1700,13985,1471,9339,6941,2540
02/16/12,600,29941,5596,9483,1828,14882,1548,10219,7336,2714
02/16/12,700,33652,6086,10216,2054,16446,1703,11566,8070,3048
02/16/12,800,35401,6320,11442,2185,17336,1785,12075,8562,3232
02/16/12,900,35376,6278,11946,2179,17208,1787,11752,8670,3246
02/16/12,1000,35319,6250,12167,2179,17134,1820,11590,8703,3243
02/16/12,1100,35325,6334,12138,2172,17162,1841,11523,8723,3263
02/16/12,1200,35238,6286,12125,2168,17063,1858,11295,8727,3224
02/16/12,1300,35028,6237,11993,2170,16931,1838,11183,8646,3225
02/16/12,1400,34829,6202,11901,2157,16755,1830,11078,8646,3214
02/16/12,1500,34612,6090,11886,2139,16583,1789,11016,8499,3193
02/16/12,1600,34783,6100,11714,2131,16220,1792,11066,8460,3171
02/16/12,1700,35293,6125,11573,2096,16309,1810,11279,8542,3229
02/16/12,1800,36667,6352,11654,2164,16522,1834,11698,8661,3277
02/16/12,1900,37274,6491,12290,2234,17142,1865,12063,8884,3390
02/16/12,2000,36605,6440,12769,2243,17242,1815,12000,8872,3373
02/16/12,2100,35619,6333,12700,2193,17174,1802,11683,8689,3339
02/16/12,2200,33779,5985,12438,2123,16653,1731,11109,8358,3209
02/16/12,2300,31276,5684,11987,2012,15892,1636,10353,7962,3004
02/16/12,2400,28906,5287,11189,1898,15098,1541,9614,7453,2826
02/15/12,100,26861,5252,10558,1912,15371,1563,8904,7376,2856
02/15/12,200,26050,5177,10022,1850,15095,1522,8797,7156,2781
02/15/12,300,25752,5086,9769,1814,14943,1496,8754,7097,2729
02/15/12,400,25775,5145,9606,1806,14910,1512,8954,7042,2718
02/15/12,500,26488,5241,9580,1841,15147,1529,9353,7135,2792
02/15/12,600,28780,5584,9837,1970,15976,1605,10361,7563,2964
02/15/12,700,32622,6162,10575,2201,17479,1727,11880,8280,3297
02/15/12,800,34329,6417,11766,2326,18314,1792,12243,8799,3451
02/15/12,900,34430,6293,12206,2312,18033,1816,11608,8902,3441
02/15/12,1000,34213,6313,12308,2318,17721,1852,11003,8887,3359
02/15/12,1100,34135,6211,12189,2292,17293,1874,10606,8939,3254
02/15/12,1200,33793,6165,12232,2234,16986,1890,10303,8819,3213
02/15/12,1300,33238,6005,12239,2204,16629,1886,10135,8691,3155
02/15/12,1400,32793,5903,12211,2160,16217,1855,9895,8550,3121
02/15/12,1500,32265,5726,12304,2132,15884,1811,9761,8360,3116
02/15/12,1600,32047,5627,12245,2104,15559,1769,9604,8262,3091
02/15/12,1700,32672,5684,12295,2127,15766,1795,9774,8227,3132
02/15/12,1800,34436,5857,12539,2169,16213,1830,10363,8444,3221
02/15/12,1900,36173,6382,13010,2258,17082,1907,11296,8921,3368
02/15/12,2000,36002,6415,13010,2258,17249,1912,11488,8905,3346
02/15/12,2100,35395,6427,12810,2206,17149,1884,11429,8852,3274
02/15/12,2200,33962,6164,12539,2137,16731,1796,11022,8520,3168
02/15/12,2300,31716,5856,12047,2015,15890,1691,10344,8006,2978
02/15/12,2400,29541,5479,11167,1871,14922,1601,9633,7516,2786
02/14/12,100,28795,5650,10952,1955,16076,1534,10193,7414,2914
02/14/12,200,27893,5445,10435,1899,15807,1510,9974,7262,2844
02/14/12,300,27514,5481,10085,1859,15500,1477,9883,7213,2789
02/14/12,400,27534,5497,9926,1860,15431,1465,9921,7107,2795
02/14/12,500,28280,5543,9896,1891,15883,1496,10274,7304,2863
02/14/12,600,30634,5882,10144,2038,16722,1581,11242,7694,3078
02/14/12,700,34367,6509,10870,2258,18084,1726,12666,8501,3412
02/14/12,800,35955,6726,12085,2393,18933,1802,13086,8847,3566
02/14/12,900,35807,6567,12565,2376,18777,1807,12754,8930,3515
02/14/12,1000,35408,6452,12730,2377,18646,1825,12359,9028,3521
02/14/12,1100,34966,6418,12794,2382,18693,1840,11954,9050,3559
02/14/12,1200,34025,6255,12835,2375,18322,1816,11359,8994,3533
02/14/12,1300,33020,6112,12780,2373,18181,1837,10840,8902,3511
02/14/12,1400,32334,6051,12658,2357,18029,1848,10532,8954,3496
02/14/12,1500,31825,5956,12651,2332,17808,1822,10390,8841,3440
02/14/12,1600,31972,6012,12577,2291,17666,1829,10216,8788,3442
02/14/12,1700,32831,6095,12570,2304,17758,1834,10511,8737,3437
02/14/12,1800,34765,6245,12773,2339,17968,1894,11171,8844,3474
02/14/12,1900,35928,6621,13235,2409,18467,1919,11749,9154,3583
02/14/12,2000,35432,6585,13211,2401,18454,1875,11687,9125,3555
02/14/12,2100,34692,6453,13001,2352,18315,1825,11431,8988,3511
02/14/12,2200,32998,6235,12695,2261,17833,1792,10866,8662,3417
02/14/12,2300,30585,5846,12128,2140,16853,1668,10097,8173,3214
02/14/12,2400,28339,5450,11291,2006,15998,1597,9384,7661,3005
02/13/12,100,31262,6259,10471,1991,17183,1611,12426,7560,2949
02/13/12,200,30482,6168,10098,1963,17020,1568,12415,7407,2886
02/13/12,300,30324,6166,9944,1951,17055,1544,12602,7336,2880
02/13/12,400,30614,6208,9945,1968,17218,1552,13558,7346,2899
02/13/12,500,31517,6361,9940,2029,17746,1585,13497,7587,3010
02/13/12,600,34072,6705,10279,2178,18596,1683,14602,8039,3232
02/13/12,700,38054,7294,11144,2413,20185,1831,15904,8876,3582
02/13/12,800,39347,7519,12344,2540,21147,1885,16137,9268,3784
02/13/12,900,38500,7299,12883,2500,20819,1901,15067,9244,3732
02/13/12,1000,37585,7043,13114,2463,20025,1861,13811,9213,3664
02/13/12,1100,36749,6872,13186,2434,19383,1868,12958,9164,3630
02/13/12,1200,35840,6647,13221,2399,18661,1867,12343,8999,3576
02/13/12,1300,35004,6480,13144,2377,18293,1838,11741,8909,3531
02/13/12,1400,34225,6302,13049,2362,17990,1836,11199,8829,3497
02/13/12,1500,33516,6093,12993,2297,17674,1791,10898,8709,3443
02/13/12,1600,33193,6064,12835,2265,17319,1793,10714,8668,3451
02/13/12,1700,33836,6171,12720,2287,17375,1805,10983,8717,3457
02/13/12,1800,36146,6405,12890,2339,17842,1842,11722,8921,3555
02/13/12,1900,38109,6827,13513,2446,18782,1908,12650,9357,3716
02/13/12,2000,37908,6931,13595,2447,19008,1911,12739,9336,3695
02/13/12,2100,37209,6832,13435,2406,18807,1867,12655,9190,3642
02/13/12,2200,35530,6646,13132,2315,18416,1816,12170,8838,3505
02/13/12,2300,33023,6209,12596,2182,17597,1707,11394,8281,3277
02/13/12,2400,30624,5858,11762,2049,16712,1632,10669,7814,3060
02/12/12,100,31525,6208,11294,2068,18392,1586,13115,7424,3209
02/12/12,200,30997,6112,10869,2002,18045,1550,13029,7260,3145
02/12/12,300,30883,6087,10548,1988,17807,1527,13102,7109,3114
02/12/12,400,30928,6070,10354,1983,17756,1507,13247,7075,3112
02/12/12,500,31163,6110,10323,1990,17803,1514,13438,7105,3141
02/12/12,600,31784,6188,10305,2041,17999,1532,13793,7217,3193
02/12/12,700,32782,6367,10479,2105,18385,1579,14237,7391,3283
02/12/12,800,33476,6555,10705,2181,19033,1610,14588,7588,3366
02/12/12,900,34418,6793,10670,2226,19283,1653,14631,7763,3401
02/12/12,1000,35146,6935,10788,2258,19367,1699,14398,8015,3400
02/12/12,1100,35521,6931,10852,2223,18869,1725,13958,8112,3353
02/12/12,1200,35508,6915,10942,2184,18470,1744,13411,8082,3307
02/12/12,1300,35275,6871,10885,2151,18021,1757,13078,8045,3251
02/12/12,1400,34718,6731,10792,2087,17561,1736,12667,7988,3156
02/12/12,1500,34396,6605,10611,2030,17069,1730,12295,7876,3093
02/12/12,1600,34416,6618,10474,1997,16782,1728,12081,7860,3047
02/12/12,1700,35193,6699,10419,1998,16932,1759,12269,7970,3042
02/12/12,1800,37511,6991,10636,2073,17376,1813,13162,8213,3129
02/12/12,1900,39342,7290,11546,2236,18748,1891,14216,8747,3391
02/12/12,2000,39252,7327,12080,2297,19122,1883,14397,8876,3492
02/12/12,2100,38465,7281,12060,2250,19138,1849,14220,8739,3490
02/12/12,2200,36796,6976,11865,2200,18681,1829,13848,8438,3385
02/12/12,2300,34717,6682,11548,2118,18092,1741,13242,8098,3213
02/12/12,2400,32791,6442,11004,2048,17509,1663,12734,7837,3054
02/11/12,100,27711,5424,11664,1879,15828,1573,9489,7232,2855
02/11/12,200,26839,5312,11258,1830,15554,1526,9241,7042,2790
02/11/12,300,26386,5227,10932,1837,15561,1480,9141,6968,2796
02/11/12,400,26286,5240,10797,1871,15629,1461,9073,6945,2820
02/11/12,500,26568,5316,10684,1922,15886,1467,9157,6982,2882
02/11/12,600,27495,5438,10822,2010,16339,1504,9595,7229,3004
02/11/12,700,28950,5685,11134,2142,16871,1535,10073,7547,3178
02/11/12,800,30245,5877,11629,2263,17613,1591,10745,7878,3348
02/11/12,900,32017,6115,11773,2335,18175,1640,11331,8093,3466
02/11/12,1000,33252,6292,12031,2379,18798,1691,11702,8435,3526
02/11/12,1100,33665,6432,12144,2380,18957,1749,11675,8580,3501
02/11/12,1200,33426,6447,12211,2353,18795,1768,11591,8589,3500
02/11/12,1300,33025,6357,12077,2320,18743,1782,11421,8513,3507
02/11/12,1400,32561,6296,11970,2289,18636,1766,11077,8438,3488
02/11/12,1500,32211,6260,11733,2268,18455,1769,11003,8372,3476
02/11/12,1600,32322,6308,11571,2261,18386,1745,11293,8342,3474
02/11/12,1700,33249,6513,11510,2289,18553,1755,11724,8424,3515
02/11/12,1800,35118,6818,11708,2330,19107,1820,12597,8585,3579
02/11/12,1900,36448,7149,12525,2428,20248,1903,13545,9094,3739
02/11/12,2000,36320,7182,12957,2431,20412,1892,13823,9031,3729
02/11/12,2100,35880,7119,12874,2409,20209,1873,13929,8861,3692
02/11/12,2200,35005,6964,12679,2356,19881,1828,13901,8566,3619
02/11/12,2300,33862,6683,12373,2254,19375,1741,13547,8157,3467
02/11/12,2400,32454,6416,11830,2162,18800,1656,13332,7744,3316
02/10/12,100,29015,5656,10717,1948,16487,1577,10349,7431,2894
02/10/12,200,28290,5489,10223,1905,16163,1530,10273,7292,2828
02/10/12,300,28004,5557,9924,1868,16176,1518,10355,7154,2776
02/10/12,400,28130,5577,9765,1870,16195,1534,10502,7132,2797
02/10/12,500,29067,5715,9721,1908,16492,1538,11102,7220,2846
02/10/12,600,31509,6036,9945,2034,17323,1633,12111,7670,3043
02/10/12,700,35520,6642,10624,2250,18854,1768,13576,8397,3358
02/10/12,800,36961,6935,11864,2397,19614,1843,13965,8966,3507
02/10/12,900,36235,6802,12538,2374,19355,1884,13281,8982,3511
02/10/12,1000,35170,6656,12700,2370,19159,1919,12373,9061,3481
02/10/12,1100,34403,6551,12756,2383,18924,1938,11779,9077,3482
02/10/12,1200,33674,6442,12868,2369,18690,1936,11272,9036,3478
02/10/12,1300,32969,6343,12870,2360,18346,1925,10875,8989,3497
02/10/12,1400,32579,6242,12832,2346,18191,1902,10757,8906,3497
02/10/12,1500,32355,6153,12882,2310,17950,1881,10764,8859,3458
02/10/12,1600,32610,6130,12861,2276,17771,1860,10798,8740,3479
02/10/12,1700,33579,6258,12866,2292,17968,1873,11169,8673,3478
02/10/12,1800,35474,6451,13118,2316,18284,1915,11730,8801,3541
02/10/12,1900,36098,6679,13716,2375,18814,1937,11940,9049,3623
02/10/12,2000,35370,6640,13890,2345,18598,1911,11686,8989,3563
02/10/12,2100,34451,6534,13737,2284,18458,1880,11423,8811,3471
02/10/12,2200,33168,6394,13484,2217,18070,1787,10943,8481,3349
02/10/12,2300,31321,5986,13089,2106,17334,1724,10487,8116,3195
02/10/12,2400,29296,5666,12403,1987,16392,1637,9893,7623,3003
02/09/12,100,28957,5748,10875,1978,16288,1601,10191,7710,2855
02/09/12,200,28155,5620,10395,1919,15965,1568,10067,7499,2755
02/09/12,300,27890,5606,10161,1887,15894,1562,10143,7431,2737
02/09/12,400,28011,5669,10005,1900,15919,1529,10335,7421,2751
02/09/12,500,28958,5800,10045,1949,16295,1556,10795,7552,2814
02/09/12,600,31418,6227,10328,2079,17173,1645,11824,7998,3023
02/09/12,700,35407,6785,11119,2333,18750,1797,13415,8756,3367
02/09/12,800,36898,7044,12382,2449,19661,1889,13848,9165,3558
02/09/12,900,36372,6865,12790,2424,19282,1860,13191,9109,3541
02/09/12,1000,35616,6751,12806,2410,18974,1881,12499,9003,3546
02/09/12,1100,35032,6511,12740,2401,18720,1857,12027,8997,3558
02/09/12,1200,34268,6427,12727,2359,18299,1892,11512,8742,3522
02/09/12,1300,33464,6190,12622,2331,18034,1862,11093,8632,3471
02/09/12,1400,32869,6070,12532,2301,17816,1845,10716,8612,3430
02/09/12,1500,32310,5919,12432,2274,17448,1827,10440,8417,3393
02/09/12,1600,32245,5892,12230,2263,17173,1789,10344,8302,3372
02/09/12,1700,32928,5968,12157,2282,17292,1793,10529,8282,3395
02/09/12,1800,35268,6209,12361,2347,17833,1845,11387,8538,3464
02/09/12,1900,37265,6717,13182,2435,18778,1922,12490,9130,3580
02/09/12,2000,37258,6775,13415,2434,19022,1941,12665,9179,3615
02/09/12,2100,36729,6841,13247,2396,18968,1915,12588,9141,3572
02/09/12,2200,35224,6645,12916,2309,18645,1852,12161,8820,3456
02/09/12,2300,32922,6264,12365,2179,17860,1740,11441,8380,3245
02/09/12,2400,30600,5867,11484,2056,17006,1646,10774,7776,3035
02/08/12,100,27503,5454,10778,1899,15754,1513,9672,7453,2844
02/08/12,200,26849,5331,10279,1853,15404,1460,9653,7194,2755
02/08/12,300,26714,5339,9995,1820,15214,1468,9714,7128,2712
02/08/12,400,26955,5370,9833,1817,15335,1472,9972,7138,2715
02/08/12,500,27864,5561,9814,1862,15563,1512,10446,7252,2771
02/08/12,600,30159,5896,10089,1990,16401,1574,11384,7703,2986
02/08/12,700,34140,6503,10840,2239,18054,1738,12760,8488,3318
02/08/12,800,35801,6723,12095,2375,18854,1842,13183,8973,3502
02/08/12,900,35641,6671,12616,2393,18649,1881,12696,8912,3476
02/08/12,1000,35330,6701,12818,2360,18512,1907,12256,8967,3484
02/08/12,1100,35142,6720,12800,2385,18411,1899,12027,9087,3472
02/08/12,1200,35113,6596,12700,2350,18324,1913,11832,9042,3459
02/08/12,1300,34917,6660,12544,2339,18139,1877,11723,8954,3431
02/08/12,1400,35025,6636,12365,2323,18019,1873,11725,8971,3421
02/08/12,1500,35048,6566,12337,2288,17800,1895,11722,8871,3411
02/08/12,1600,35349,6601,12141,2264,17613,1879,11801,8700,3417
02/08/12,1700,36392,6606,12068,2250,17721,1874,12081,8666,3434
02/08/12,1800,38386,6904,12220,2290,18118,1922,12731,8793,3510
02/08/12,1900,39064,7092,13022,2417,18804,1977,13123,9320,3612
02/08/12,2000,38474,7089,13297,2436,18956,1968,12956,9392,3587
02/08/12,2100,37515,6933,13170,2399,18893,1937,12725,9291,3569
02/08/12,2200,35703,6662,12917,2322,18606,1858,12075,9009,3425
02/08/12,2300,33079,6232,12432,2194,17699,1766,11269,8485,3223
02/08/12,2400,30602,5924,11631,2058,16727,1652,10567,8020,2998
02/07/12,100,27487,5412,10613,1833,15305,1476,9445,7144,2758
02/07/12,200,26727,5320,10090,1800,15130,1423,9218,6959,2690
02/07/12,300,26454,5292,9807,1773,14984,1405,9177,6909,2676
02/07/12,400,26576,5334,9633,1772,15144,1429,9280,6854,2697
02/07/12,500,27428,5483,9618,1824,15555,1456,9774,6984,2762
02/07/12,600,29755,5838,9870,1958,16429,1540,10829,7402,2980
02/07/12,700,33682,6501,10593,2182,17991,1680,12419,8193,3311
02/07/12,800,35139,6658,11825,2319,18950,1773,12906,8824,3498
02/07/12,900,34443,6526,12442,2312,18608,1794,12202,8871,3444
02/07/12,1000,33569,6328,12653,2314,18261,1806,11390,8946,3416
02/07/12,1100,33043,6191,12830,2337,17920,1836,10877,8982,3435
02/07/12,1200,32493,6040,12944,2316,17415,1821,10463,8965,3379
02/07/12,1300,31968,5865,12947,2311,17104,1808,10194,9021,3276
02/07/12,1400,31517,5779,12875,2295,16850,1787,9955,9020,3272
02/07/12,1500,31142,5626,12895,2274,16486,1762,9765,8876,3267
02/07/12,1600,31144,5550,12782,2249,16161,1769,9617,8807,3288
02/07/12,1700,31870,5696,12832,2260,16350,1798,10949,8902,3347
02/07/12,1800,34264,6027,13040,2320,16853,1857,10540,9045,3445
02/07/12,1900,35814,6453,13599,2403,17711,1906,11518,9333,3627
02/07/12,2000,35676,6562,13536,2382,18005,1903,11587,9250,3614
02/07/12,2100,35072,6463,13296,2335,18008,1863,11549,9078,3532
02/07/12,2200,33455,6319,12963,2251,17701,1789,11111,8755,3418
02/07/12,2300,31156,5989,12421,2115,16878,1685,10529,8232,3197
02/07/12,2400,28953,5669,11543,1990,16134,1584,9950,7799,2980
02/06/12,100,28508,5427,9696,1766,15020,1400,10781,6786,2654
02/06/12,200,27893,5398,9333,1748,14963,1371,10773,6698,2635
02/06/12,300,27819,5475,9158,1745,14941,1348,11001,6644,2618
02/06/12,400,28137,5582,9062,1772,15139,1366,11320,6622,2669
02/06/12,500,29206,5763,9209,1835,15472,1408,11846,6809,2776
02/06/12,600,31772,6147,9510,1981,16494,1511,12928,7274,2993
02/06/12,700,35758,6849,10360,2225,18102,1668,14252,8195,3356
02/06/12,800,37276,7008,11600,2365,19071,1774,14630,8733,3563
02/06/12,900,36452,6855,12341,2336,18879,1774,13928,8736,3505
02/06/12,1000,35230,6617,12534,2289,18433,1778,12870,8623,3402
02/06/12,1100,34308,6389,12660,2247,17943,1764,11999,8666,3318
02/06/12,1200,33453,6191,12752,2187,17280,1759,11351,8570,3246
02/06/12,1300,32695,5997,12704,2143,16902,1716,10843,8394,3177
02/06/12,1400,32029,5884,12606,2092,16642,1730,10506,8330,3121
02/06/12,1500,31539,5701,12619,2046,16307,1703,10252,8151,3032
02/06/12,1600,31363,5631,12514,1988,16055,1703,10125,7960,2988
02/06/12,1700,32032,5633,12515,1975,16087,1660,10391,7935,2996
02/06/12,1800,34397,5974,12778,2026,16588,1734,11250,8119,3069
02/06/12,1900,36170,6417,13422,2188,17581,1822,12058,8744,3301
02/06/12,2000,36051,6508,13453,2219,17911,1802,12069,8786,3370
02/06/12,2100,35308,6428,13252,2200,17837,1786,11942,8698,3359
02/06/12,2200,33728,6175,12884,2129,17477,1749,11362,8389,3250
02/06/12,2300,31251,5860,12294,2015,16739,1642,10662,7944,3052
02/06/12,2400,29011,5560,11411,1893,15932,1534,9910,7447,2867
02/05/12,100,27257,5121,9831,1653,13832,1397,9312,6435,2588
02/05/12,200,26353,4929,9460,1595,13459,1356,9059,6243,2478
02/05/12,300,25821,4897,9142,1561,13333,1327,8989,6116,2439
02/05/12,400,25691,4851,8975,1552,13280,1313,8960,6107,2398
02/05/12,500,25787,4898,8962,1564,13353,1321,9123,6154,2431
02/05/12,600,26430,5032,8985,1597,13593,1334,9406,6323,2481
02/05/12,700,27467,5191,9124,1661,14021,1371,9840,6534,2554
02/05/12,800,28478,5404,9338,1754,14516,1405,10429,6808,2666
02/05/12,900,29871,5606,9385,1829,15086,1440,10990,6969,2762
02/05/12,1000,30980,5760,9622,1881,15430,1471,11378,7063,2845
02/05/12,1100,31175,5799,9825,1859,15334,1482,11513,7074,2866
02/05/12,1200,30898,5695,9932,1832,15142,1497,11446,7063,2843
02/05/12,1300,30361,5591,9988,1797,15088,1499,11335,7037,2792
02/05/12,1400,30005,5454,9963,1741,14854,1485,11138,6948,2784
02/05/12,1500,29677,5331,9833,1691,14638,1479,11000,6876,2752
02/05/12,1600,29712,5313,9757,1693,14454,1486,10951,6825,2685
02/05/12,1700,30569,5391,9653,1699,14663,1506,11144,6962,2678
02/05/12,1800,32905,5695,9907,1777,15227,1567,11836,7243,2771
02/05/12,1900,34037,6059,10811,1905,15967,1639,12205,7697,2993
02/05/12,2000,33480,6002,11068,1912,16057,1618,11996,7650,2984
02/05/12,2100,33176,5996,11021,1907,16178,1606,12050,7655,2987
02/05/12,2200,32528,5866,10887,1886,16148,1579,11875,7512,2940
02/05/12,2300,31663,5858,10699,1864,15890,1542,11649,7382,2895
02/05/12,2400,29906,5630,10234,1815,15381,1464,11125,7077,2752
02/04/12,100,28094,5298,10328,1672,14304,1519,9986,6804,2512
02/04/12,200,27238,5175,9812,1610,14019,1437,9809,6533,2423
02/04/12,300,26891,5192,9455,1577,13871,1432,9804,6478,2363
02/04/12,400,26839,5184,9257,1553,13835,1428,9889,6427,2359
02/04/12,500,27089,5222,9139,1581,13974,1424,10077,6468,2365
02/04/12,600,27938,5332,9156,1632,14289,1445,10408,6573,2451
02/04/12,700,29334,5517,9396,1729,14719,1499,10888,6894,2539
02/04/12,800,30506,5724,9913,1854,15447,1525,11323,7248,2718
02/04/12,900,31604,5933,10216,1930,15841,1574,11586,7471,2845
02/04/12,1000,32176,6056,10595,2011,16226,1642,11464,7731,2975
02/04/12,1100,32219,6115,10858,2066,16409,1684,11153,7903,3085
02/04/12,1200,31869,6032,10966,2056,16461,1708,10735,7843,3107
02/04/12,1300,31414,5974,10823,2041,16270,1705,10357,7767,3076
02/04/12,1400,30861,5912,10634,1999,15963,1706,10159,7598,3043
02/04/12,1500,30569,5818,10411,1961,15714,1685,10066,7457,3018
02/04/12,1600,30711,5886,10319,1932,15633,1658,10158,7391,2994
02/04/12,1700,31489,5957,10287,1933,15673,1647,10547,7481,3027
02/04/12,1800,33464,6215,10585,1990,16022,1680,11201,7603,3105
02/04/12,1900,34139,6279,11329,2062,16528,1715,11486,7914,3214
02/04/12,2000,33681,6262,11520,2038,16231,1693,11345,7853,3180
02/04/12,2100,33006,6104,11342,1995,16027,1670,11140,7704,3109
02/04/12,2200,31956,5894,11200,1938,15676,1626,10809,7513,3012
02/04/12,2300,30460,5603,10880,1844,15094,1552,10270,7146,2849
02/04/12,2400,28731,5323,10425,1742,14363,1470,9716,6727,2703
02/03/12,100,27423,5352,10174,1845,15054,1516,8754,7175,2635
02/03/12,200,26727,5227,9658,1804,14836,1486,8603,6990,2579
02/03/12,300,26517,5198,9393,1770,14806,1457,8732,6879,2572
02/03/12,400,26703,5249,9217,1780,14931,1456,8990,6853,2603
02/03/12,500,27536,5418,9189,1830,15210,1511,9450,7052,2656
02/03/12,600,29941,5819,9446,1975,16329,1599,10500,7479,2888
02/03/12,700,33915,6413,10164,2201,17812,1736,12027,8288,3226
02/03/12,800,35619,6689,11370,2336,18824,1798,12663,8789,3423
02/03/12,900,35073,6551,11981,2315,18556,1813,12207,8794,3394
02/03/12,1000,34282,6322,12190,2274,18014,1833,11519,8749,3365
02/03/12,1100,33747,6094,12285,2218,17418,1811,11102,8641,3304
02/03/12,1200,33105,5883,12338,2153,16792,1802,10680,8391,3188
02/03/12,1300,32335,5681,12265,2103,16242,1740,10320,8234,3110
02/03/12,1400,31720,5568,12168,2050,15875,1727,9985,8117,3044
02/03/12,1500,31190,5403,12158,1990,15497,1688,9764,7937,2984
02/03/12,1600,31003,5370,12059,1936,15109,1697,9646,7739,2928
02/03/12,1700,31641,5448,12052,1921,15078,1680,9862,7662,2896
02/03/12,1800,33806,5715,12311,1965,15507,1736,10585,7878,2925
02/03/12,1900,35183,6064,12879,2086,16355,1765,11349,8371,3130
02/03/12,2000,34802,6031,12758,2073,16426,1781,11402,8268,3120
02/03/12,2100,34200,6116,12470,2050,16315,1740,11383,8186,3061
02/03/12,2200,33258,5999,12189,2001,16356,1711,11178,8014,2983
02/03/12,2300,31624,5762,11716,1906,15595,1654,10781,7592,2826
02/03/12,2400,29513,5538,11052,1787,14949,1530,10324,7162,2654
02/02/12,100,24755,4765,10167,1702,13647,1441,7554,6949,2459
02/02/12,200,23982,4635,9675,1657,13371,1385,7284,6746,2383
02/02/12,300,23622,4623,9425,1619,13193,1382,7182,6609,2364
02/02/12,400,23672,4619,9268,1621,13251,1387,7242,6605,2358
02/02/12,500,24455,4682,9244,1662,13496,1419,6789,6803,2422
02/02/12,600,26665,5082,9459,1819,14331,1502,8355,7207,2607
02/02/12,700,30544,5679,10192,2065,15857,1668,10054,7951,2961
02/02/12,800,32624,5959,11407,2228,16780,1755,10582,8566,3198
02/02/12,900,32662,5939,12032,2196,16737,1753,10166,8629,3163
02/02/12,1000,32752,5899,12170,2181,16558,1774,10168,8690,3125
02/02/12,1100,32968,5875,12234,2173,16444,1795,10054,8731,3081
02/02/12,1200,32819,5803,12272,2142,16212,1797,8691,8719,3011
02/02/12,1300,32398,5767,12142,2119,16060,1821,9716,8549,2991
02/02/12,1400,32147,5697,12033,2081,15864,1822,9575,8534,2959
02/02/12,1500,31947,5673,11926,2042,15521,1802,9400,8570,2899
02/02/12,1600,32201,5617,11765,1980,15251,1796,9389,8478,2866
02/02/12,1700,33438,5835,11710,1968,15389,1824,9551,8485,2861
02/02/12,1800,35691,6100,11941,2037,15787,1868,10425,8648,2925
02/02/12,1900,36387,6384,12676,2191,16857,1908,10886,9014,3146
02/02/12,2000,35984,6462,12721,2224,17063,1885,10977,8965,3220
02/02/12,2100,35191,6400,12562,2203,17111,1847,10757,8842,3183
02/02/12,2200,33614,6206,12234,2155,16844,1788,10304,8499,3104
02/02/12,2300,31286,5841,11770,2039,16047,1692,9630,8040,2918
02/02/12,2400,29008,5460,10941,1925,15506,1581,9138,7538,2741
02/01/12,100,25382,4616,9792,1683,13694,1435,8143,6702,2499
02/01/12,200,24534,4535,9338,1631,13275,1416,7970,6528,2415
02/01/12,300,24107,4428,9077,1591,13244,1372,7839,6393,2379
02/01/12,400,23981,4474,8916,1581,13184,1373,7921,6380,2366
