DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE,DEOK
12/31/12,100,29893,5751,10445,1824,15935,1556,11570,7017,2945
12/31/12,200,28911,5637,9897,1771,15645,1509,11462,6822,2868
12/31/12,300,28431,5590,9538,1760,15613,1479,11548,6691,2812
12/31/12,400,28447,5633,9333,1734,15618,1468,11811,6622,2812
12/31/12,500,29045,5698,9275,1757,15760,1488,12232,6691,2860
12/31/12,600,30462,5917,9463,1812,16123,1543,12913,6881,2957
12/31/12,700,32498,6190,9830,1912,16798,1638,13549,7215,3072
12/31/12,800,33882,6431,10443,2019,17390,1720,13812,7558,3182
12/31/12,900,34757,6551,10713,2038,17485,1732,13803,7620,3192
12/31/12,1000,35519,6605,10845,2095,17523,1767,13591,7797,3266
12/31/12,1100,35598,6635,11044,2115,17527,1780,13098,7880,3308
12/31/12,1200,34968,6503,11269,2116,17273,1772,12630,7887,3316
12/31/12,1300,34494,6406,11311,2099,16940,1748,12358,7786,3280
12/31/12,1400,34194,6286,11349,2068,16689,1753,12093,7703,3243
12/31/12,1500,33973,6279,11372,2052,16566,1755,12012,7681,3234
12/31/12,1600,34243,6245,11297,2040,16539,1759,12096,7663,3252
12/31/12,1700,35936,6388,11378,2046,16677,1799,12542,7843,3257
12/31/12,1800,38454,6789,12062,2159,17398,1907,13264,8400,3433
12/31/12,1900,37736,6734,12779,2181,17244,1898,12975,8441,3484
12/31/12,2000,36217,6512,12508,2106,16876,1863,12472,8182,3358
12/31/12,2100,34591,6304,12154,2023,16377,1798,11939,7884,3242
12/31/12,2200,32997,6015,11812,1946,15915,1730,11449,7587,3124
12/31/12,2300,31381,5763,11437,1865,15248,1672,10894,7264,2980
12/31/12,2400,29864,5512,11009,1790,14734,1601,10418,6960,2876
12/30/12,100,29148,5418,10857,1834,15315,1555,10328,6850,2952
12/30/12,200,28049,5293,10294,1777,14910,1512,10178,6587,2828
12/30/12,300,27437,5229,10002,1746,14754,1471,10087,6473,2789
12/30/12,400,27231,5185,9823,1734,14763,1469,10138,6408,2761
12/30/12,500,27382,5214,9768,1740,14848,1471,10305,6371,2786
12/30/12,600,28000,5336,9810,1783,15068,1488,10649,6476,2827
12/30/12,700,29024,5507,9986,1835,15380,1513,11101,6668,2895
12/30/12,800,29890,5736,10244,1913,15999,1550,11578,6894,2993
12/30/12,900,30824,5941,10289,1960,16360,1592,11892,7041,3057
12/30/12,1000,31604,6101,10399,2021,16578,1626,11892,7262,3152
12/30/12,1100,31986,6140,10452,2015,16576,1677,11791,7482,3137
12/30/12,1200,32146,6135,10528,1987,16508,1715,11520,7595,3092
12/30/12,1300,32169,6150,10498,1948,16283,1718,11301,7596,3041
12/30/12,1400,31978,6101,10459,1911,16027,1726,11040,7554,2979
12/30/12,1500,31809,6021,10346,1877,15588,1716,10765,7473,2947
12/30/12,1600,32107,6029,10337,1867,15397,1702,10710,7464,2947
12/30/12,1700,33845,6196,10446,1911,15802,1743,11223,7703,3026
12/30/12,1800,37164,6719,11412,2113,17214,1862,12539,8368,3333
12/30/12,1900,37464,6823,12278,2217,17821,1880,12977,8684,3507
12/30/12,2000,37077,6767,12309,2200,17817,1866,13020,8618,3483
12/30/12,2100,36550,6673,12257,2177,17762,1805,13029,8500,3448
12/30/12,2200,35367,6516,12031,2104,17468,1778,12715,8261,3382
12/30/12,2300,33613,6247,11690,2006,16909,1722,12353,7892,3217
12/30/12,2400,31583,5982,11071,1910,16299,1635,11869,7425,3076
12/29/12,100,29527,5541,10594,1785,15123,1501,10441,7015,2877
12/29/12,200,28429,5410,9985,1729,14846,1455,10144,6714,2795
12/29/12,300,27882,5315,9602,1693,14792,1430,9984,6526,2728
12/29/12,400,27543,5324,9378,1680,14698,1431,9931,6512,2681
12/29/12,500,27714,5390,9292,1688,14670,1433,9945,6520,2707
12/29/12,600,28379,5485,9357,1723,14898,1465,10276,6664,2764
12/29/12,700,29457,5635,9608,1789,15225,1513,10750,6888,2829
12/29/12,800,30709,5798,10059,1879,15612,1550,11239,7167,2926
12/29/12,900,31976,5941,10394,1916,15765,1602,11628,7338,2993
12/29/12,1000,33446,6135,10587,1979,15969,1652,12078,7573,3094
12/29/12,1100,34602,6307,10901,2035,16129,1677,12261,7692,3205
12/29/12,1200,35275,6347,11107,2059,16229,1698,12266,7701,3233
12/29/12,1300,35182,6304,11208,2048,16125,1686,11968,7641,3265
12/29/12,1400,34594,6150,11146,2027,16033,1663,11479,7624,3227
12/29/12,1500,34116,6035,11078,2007,16030,1689,10974,7583,3176
12/29/12,1600,33893,6013,11051,1993,16076,1709,10832,7632,3158
12/29/12,1700,34920,6163,11219,2008,16438,1744,11140,7816,3213
12/29/12,1800,37516,6587,11992,2147,17353,1857,12230,8372,3430
12/29/12,1900,37556,6691,12591,2218,17534,1877,12459,8500,3555
12/29/12,2000,36886,6626,12579,2194,17505,1863,12409,8382,3510
12/29/12,2100,36091,6525,12462,2164,17337,1845,12278,8246,3493
12/29/12,2200,34860,6313,12320,2109,17072,1794,11918,8004,3396
12/29/12,2300,33051,6015,12037,2013,16431,1722,11364,7669,3255
12/29/12,2400,30902,5707,11455,1925,15728,1626,10712,7213,3072
12/28/12,100,29573,5577,10617,1837,15489,1537,10715,7179,3008
12/28/12,200,28539,5411,10002,1794,15085,1467,10601,6925,2936
12/28/12,300,27997,5354,9629,1775,14964,1454,10588,6791,2892
12/28/12,400,27905,5336,9443,1781,15010,1437,10745,6779,2843
12/28/12,500,28501,5412,9405,1805,15219,1449,11101,6869,2893
12/28/12,600,30136,5649,9593,1885,15815,1524,11827,7152,3009
12/28/12,700,32605,5972,10160,2013,16634,1628,12651,7653,3194
12/28/12,800,34420,6274,10999,2136,17404,1704,13214,8126,3364
12/28/12,900,35162,6407,11566,2163,17545,1747,13297,8260,3366
12/28/12,1000,35296,6456,11845,2176,17642,1768,12885,8398,3416
12/28/12,1100,34948,6407,12091,2176,17673,1793,12365,8480,3396
12/28/12,1200,34391,6291,12193,2135,17217,1796,11914,8422,3361
12/28/12,1300,33701,6159,12277,2080,16826,1780,11550,8302,3358
12/28/12,1400,33259,6064,12265,2050,16462,1771,11275,8151,3297
12/28/12,1500,33106,5945,12279,2031,16137,1730,11161,7922,3259
12/28/12,1600,33060,5871,12223,2013,15924,1699,11138,7913,3278
12/28/12,1700,34527,6020,12287,2036,16205,1730,11712,8062,3260
12/28/12,1800,37753,6586,12946,2156,17083,1867,12738,8671,3464
12/28/12,1900,37830,6714,13325,2214,17438,1881,12788,8869,3538
12/28/12,2000,37283,6710,13075,2174,17341,1847,12731,8744,3510
12/28/12,2100,36580,6645,12833,2149,17217,1819,12504,8625,3460
12/28/12,2200,35401,6497,12498,2091,16975,1771,12154,8397,3358
12/28/12,2300,33602,6206,12071,1985,16344,1668,11627,7945,3210
12/28/12,2400,31430,5831,11339,1877,15670,1588,10565,7473,3037
12/27/12,100,28458,5479,10736,1793,15075,1534,10051,7040,2937
12/27/12,200,27364,5337,10073,1742,14837,1471,9877,6810,2876
12/27/12,300,26850,5246,9741,1718,14718,1446,9737,6689,2823
12/27/12,400,26752,5232,9534,1703,14779,1449,9860,6650,2802
12/27/12,500,27395,5314,9493,1733,14976,1468,10240,6719,2847
12/27/12,600,29070,5544,9726,1818,15590,1530,10880,6980,2979
12/27/12,700,31520,5913,10306,1956,16345,1620,11678,7512,3160
12/27/12,800,33512,6223,11186,2078,17242,1703,12208,8012,3317
12/27/12,900,34628,6381,11802,2111,17439,1750,12357,8194,3364
12/27/12,1000,35495,6557,12050,2155,17648,1792,12182,8372,3445
12/27/12,1100,35919,6669,12276,2202,17864,1841,12105,8525,3472
12/27/12,1200,35945,6662,12469,2197,17723,1863,11828,8516,3489
12/27/12,1300,35770,6606,12432,2160,17662,1858,11603,8469,3486
12/27/12,1400,35768,6581,12318,2133,17547,1825,11395,8445,3441
12/27/12,1500,35657,6522,12343,2103,17254,1824,11229,8332,3394
12/27/12,1600,35882,6508,12293,2072,17181,1806,11252,8292,3362
12/27/12,1700,37434,6648,12300,2070,17339,1829,11753,8413,3407
12/27/12,1800,39976,7079,12986,2215,18277,1934,12829,8981,3623
12/27/12,1900,39721,7073,13521,2300,18538,1946,12973,9116,3692
12/27/12,2000,38935,6994,13300,2265,18323,1919,12953,8954,3636
12/27/12,2100,38128,6907,13057,2224,18156,1876,12783,8842,3602
12/27/12,2200,36425,6603,12749,2151,17656,1814,12412,8507,3496
12/27/12,2300,34115,6235,12229,2036,16937,1716,11785,8087,3331
12/27/12,2400,31637,5850,11425,1935,16051,1613,11154,7557,3138
12/26/12,100,26836,4876,9966,1683,13146,1373,8988,6280,2711
12/26/12,200,26099,4766,9487,1628,12928,1338,8838,6029,2618
12/26/12,300,25861,4721,9209,1606,12897,1325,8831,5969,2584
12/26/12,400,26038,4756,9093,1614,13043,1320,8955,5993,2600
12/26/12,500,26888,4902,9090,1650,13333,1349,9358,6155,2668
12/26/12,600,28698,5165,9342,1762,14104,1397,10083,6504,2828
12/26/12,700,31241,5577,10001,1909,15123,1515,10948,7115,3016
12/26/12,800,33377,5969,10954,2055,16144,1610,11700,7708,3194
12/26/12,900,34856,6277,11603,2117,16728,1681,12274,7992,3275
12/26/12,1000,36270,6584,11908,2169,17123,1760,12592,8228,3352
12/26/12,1100,37141,6745,12192,2201,17376,1815,12969,8414,3419
12/26/12,1200,37769,6855,12418,2196,17385,1859,13237,8584,3491
12/26/12,1300,37968,6886,12533,2176,17421,1881,13096,8660,3476
12/26/12,1400,38068,6849,12558,2139,17285,1864,12923,8676,3492
12/26/12,1500,38000,6721,12562,2087,17075,1844,12765,8555,3485
12/26/12,1600,38022,6674,12511,2069,16981,1821,12511,8470,3473
12/26/12,1700,39238,6728,12576,2089,17062,1843,12555,8571,3490
12/26/12,1800,40555,7108,13239,2237,17864,1981,12961,9156,3686
12/26/12,1900,39642,7149,13715,2312,18143,1968,12804,9259,3761
12/26/12,2000,38575,6990,13449,2252,17976,1926,12502,9090,3693
12/26/12,2100,37148,6854,13181,2199,17722,1895,12229,8857,3623
12/26/12,2200,35291,6560,12881,2116,17298,1838,11817,8490,3501
12/26/12,2300,32797,6185,12411,2004,16448,1742,11125,7994,3306
12/26/12,2400,30323,5784,11588,1887,15703,1622,10473,7456,3124
12/25/12,100,27735,5007,10158,1668,12815,1421,9365,6361,2610
12/25/12,200,26311,4810,9654,1591,12409,1367,9027,6064,2516
12/25/12,300,25490,4715,9313,1545,12213,1340,8871,5901,2447
12/25/12,400,25239,4670,9095,1528,12164,1320,8869,5825,2433
12/25/12,500,25439,4696,9030,1537,12243,1324,9049,5817,2439
12/25/12,600,26203,4790,9073,1576,12535,1342,9418,5950,2489
12/25/12,700,27326,4966,9267,1632,12948,1374,9900,6168,2563
12/25/12,800,28382,5225,9571,1724,13559,1391,10331,6428,2667
12/25/12,900,29286,5438,9689,1802,13977,1434,10684,6619,2762
12/25/12,1000,29737,5588,9813,1884,14273,1469,10711,6792,2882
12/25/12,1100,29703,5589,10021,1921,14356,1492,10444,6888,2946
12/25/12,1200,29504,5533,10109,1926,14253,1501,10049,6901,2968
12/25/12,1300,29238,5384,10208,1884,13887,1505,9711,6812,2958
12/25/12,1400,28917,5219,10227,1823,13494,1498,9392,6727,2918
12/25/12,1500,28571,5109,10203,1778,13206,1473,9201,6659,2869
12/25/12,1600,28545,5065,10185,1765,13135,1464,9218,6610,2864
12/25/12,1700,29759,5159,10296,1785,13366,1500,9631,6707,2911
12/25/12,1800,31645,5506,10957,1892,14201,1565,10487,7178,3044
12/25/12,1900,31676,5627,11354,1936,14476,1570,10546,7286,3086
12/25/12,2000,31689,5665,11309,1931,14573,1565,10509,7292,3082
12/25/12,2100,31747,5682,11247,1928,14573,1561,10491,7282,3068
12/25/12,2200,31256,5614,11198,1909,14419,1555,10319,7204,3050
12/25/12,2300,29988,5389,10993,1846,14007,1516,9872,6958,2954
12/25/12,2400,28266,5108,10547,1751,13545,1448,9357,6545,2823
12/24/12,100,28318,5208,10345,1711,14008,1495,9921,6729,2625
12/24/12,200,27260,5070,9777,1660,13664,1454,9680,6457,2537
12/24/12,300,26846,5017,9356,1631,13503,1435,9643,6320,2510
12/24/12,400,26822,5036,9180,1632,13424,1426,9781,6288,2500
12/24/12,500,27428,5114,9123,1646,13603,1439,10161,6318,2515
12/24/12,600,28814,5333,9291,1696,13903,1469,10747,6504,2580
12/24/12,700,30848,5633,9618,1783,14278,1542,11383,6847,2687
12/24/12,800,32208,5889,10155,1875,14901,1595,11847,7179,2824
12/24/12,900,33160,6091,10424,1922,15093,1635,12101,7271,2902
12/24/12,1000,33690,6214,10616,2000,15469,1649,12294,7458,3013
12/24/12,1100,33636,6193,10922,2052,15641,1637,12215,7472,3099
12/24/12,1200,33238,6121,11133,2046,15532,1624,12041,7384,3116
12/24/12,1300,32743,6036,11238,2012,15325,1615,11966,7411,3070
12/24/12,1400,32442,5986,11227,1957,15119,1613,11801,7350,2991
12/24/12,1500,32539,5998,11210,1911,14898,1609,11670,7286,2950
12/24/12,1600,33031,5982,11195,1890,14777,1595,11696,7303,2902
12/24/12,1700,34763,6068,11311,1902,14785,1638,12011,7483,2923
12/24/12,1800,36426,6303,11934,1976,15178,1704,12370,7852,3030
12/24/12,1900,35370,6157,12183,1954,14934,1671,11968,7722,2988
12/24/12,2000,34261,6014,11808,1914,14637,1622,11557,7542,2928
12/24/12,2100,33488,5898,11537,1904,14489,1607,11276,7433,2901
12/24/12,2200,32615,5775,11336,1882,14308,1577,10956,7331,2894
12/24/12,2300,31285,5566,11109,1828,13895,1540,10480,7090,2841
12/24/12,2400,29489,5288,10695,1751,13338,1476,9874,6752,2744
12/23/12,100,28990,5586,10824,1845,15639,1537,11010,6987,2910
12/23/12,200,27797,5423,10248,1783,15340,1489,10810,6766,2830
12/23/12,300,27090,5353,9802,1741,15238,1448,10756,6602,2760
12/23/12,400,26782,5338,9627,1721,15255,1419,10811,6555,2748
12/23/12,500,26931,5382,9531,1724,15305,1431,11089,6566,2729
12/23/12,600,27626,5507,9618,1748,15539,1460,11574,6631,2770
12/23/12,700,28798,5727,9752,1819,16054,1497,12173,6860,2866
12/23/12,800,29940,5990,10079,1909,16620,1544,12718,7135,2959
12/23/12,900,30890,6164,10133,1949,16924,1572,13054,7279,3020
12/23/12,1000,31034,6121,10276,1967,16480,1586,12394,7347,3025
12/23/12,1100,30564,5868,10408,1934,15751,1590,11651,7256,2974
12/23/12,1200,29961,5639,10470,1876,15152,1582,10985,7204,2899
12/23/12,1300,29419,5482,10491,1834,14729,1576,10618,7132,2834
12/23/12,1400,28904,5318,10465,1773,14205,1563,10222,7007,2756
12/23/12,1500,28716,5205,10406,1723,13989,1562,10091,6942,2687
12/23/12,1600,29043,5137,10458,1695,13809,1556,10098,6936,2663
12/23/12,1700,30962,5304,10600,1720,14052,1573,10560,7134,2719
12/23/12,1800,34458,5917,11498,1922,15331,1741,11662,7942,2981
12/23/12,1900,34997,6092,12194,2020,15879,1794,11874,8209,3140
12/23/12,2000,34952,6152,12223,2014,16037,1787,11883,8199,3161
12/23/12,2100,34782,6175,12146,2031,16116,1786,11792,8120,3159
12/23/12,2200,33965,6052,12003,1986,15863,1752,11490,7967,3127
12/23/12,2300,32357,5805,11695,1923,15313,1676,11031,7642,2985
12/23/12,2400,30190,5469,11114,1817,14639,1577,10421,7172,2781
12/22/12,100,28769,5657,11473,1891,15911,1565,10958,7222,3034
12/22/12,200,27541,5452,10813,1811,15511,1508,10649,6900,2927
12/22/12,300,26864,5339,10434,1753,15173,1470,10526,6801,2839
12/22/12,400,26593,5301,10210,1752,15056,1461,10503,6680,2822
12/22/12,500,26748,5346,10137,1749,15088,1454,10644,6659,2834
12/22/12,600,27563,5445,10178,1800,15247,1483,10898,6800,2887
12/22/12,700,28946,5623,10472,1868,15723,1524,11391,7078,2996
12/22/12,800,30401,5851,10970,1973,16320,1574,11885,7359,3114
12/22/12,900,31853,6094,11139,2037,16711,1620,12297,7529,3251
12/22/12,1000,33022,6310,11337,2101,17009,1650,12336,7767,3373
12/22/12,1100,33448,6352,11422,2133,17125,1681,12070,7924,3370
12/22/12,1200,33450,6318,11360,2100,16718,1712,11601,7881,3278
12/22/12,1300,32871,6215,11229,2040,16323,1722,11202,7800,3168
12/22/12,1400,32209,6091,10978,1978,15805,1698,10738,7714,3078
12/22/12,1500,31723,6014,10773,1907,15519,1694,10378,7615,2984
12/22/12,1600,31824,5987,10691,1886,15403,1695,10362,7598,2948
12/22/12,1700,33503,6104,10780,1911,15748,1731,10942,7694,2982
12/22/12,1800,36519,6611,11662,2068,16894,1848,12139,8363,3237
12/22/12,1900,36680,6662,12522,2168,17478,1873,12489,8527,3403
12/22/12,2000,36323,6647,12564,2156,17525,1851,12463,8455,3396
12/22/12,2100,35790,6583,12448,2138,17570,1831,12470,8364,3384
12/22/12,2200,34834,6462,12338,2111,17336,1791,12176,8221,3346
12/22/12,2300,33144,6205,12044,2031,16820,1722,11887,7873,3239
12/22/12,2400,30973,5861,11528,1934,16120,1623,11369,7414,3059
12/21/12,100,27402,5160,11018,1968,15164,1461,8719,7137,2948
12/21/12,200,26015,4991,10378,1903,14825,1424,8245,6927,2860
12/21/12,300,25201,4944,10002,1862,14683,1408,7918,6803,2838
12/21/12,400,24816,4945,9849,1864,14725,1402,7970,6825,2846
12/21/12,500,25266,5097,9878,1924,15164,1420,8400,6924,2911
12/21/12,600,27231,5463,10136,2051,16016,1520,9288,7346,3098
12/21/12,700,30719,5974,10854,2226,17315,1673,10517,8074,3371
12/21/12,800,33049,6314,12041,2373,18680,1765,11392,8607,3585
12/21/12,900,33483,6429,12679,2411,18725,1798,11619,8734,3639
12/21/12,1000,33785,6545,12802,2444,18927,1807,11730,8790,3677
12/21/12,1100,33958,6620,12889,2485,18986,1832,11690,8905,3767
12/21/12,1200,34087,6596,12826,2461,18892,1825,11623,8865,3752
12/21/12,1300,34029,6542,12699,2430,18746,1844,11597,8807,3741
12/21/12,1400,34092,6506,12553,2405,18864,1810,11613,8805,3715
12/21/12,1500,34053,6508,12528,2375,18614,1813,11517,8660,3676
12/21/12,1600,34494,6543,12449,2354,18568,1790,11807,8638,3687
12/21/12,1700,36152,6709,12472,2380,18829,1815,12350,8798,3707
12/21/12,1800,38342,7088,13387,2473,19572,1945,13350,9348,3852
12/21/12,1900,38012,7102,14173,2498,19584,1935,13336,9429,3872
12/21/12,2000,37207,6990,14040,2425,19186,1941,13140,9253,3783
12/21/12,2100,36343,6905,13796,2368,18981,1904,12981,9050,3687
12/21/12,2200,35132,6735,13510,2308,18440,1846,12624,8739,3569
12/21/12,2300,33043,6377,13121,2166,17654,1764,12056,8191,3411
12/21/12,2400,30643,5946,12345,2024,16664,1672,11463,7700,3216
12/20/12,100,27811,5239,10772,1792,14535,1532,9195,7137,2705
12/20/12,200,26872,5101,10101,1731,14297,1487,9039,6829,2606
12/20/12,300,26608,5035,9678,1680,14041,1453,9076,6733,2532
12/20/12,400,26671,5083,9469,1677,14154,1453,9222,6688,2513
12/20/12,500,27535,5143,9459,1718,14356,1456,9732,6847,2568
12/20/12,600,29853,5542,9717,1831,15231,1539,10673,7215,2734
12/20/12,700,33544,6065,10381,2039,16619,1684,12118,7967,3042
12/20/12,800,35522,6397,11518,2172,17625,1757,12704,8580,3221
12/20/12,900,35399,6342,12305,2215,17574,1750,12458,8631,3304
12/20/12,1000,35197,6309,12462,2225,17478,1765,11939,8650,3336
12/20/12,1100,34715,6275,12478,2229,17458,1772,11404,8702,3339
12/20/12,1200,34184,6152,12520,2200,17349,1798,11093,8684,3338
12/20/12,1300,33468,6134,12528,2186,17122,1792,10914,8613,3341
12/20/12,1400,33323,6143,12505,2182,17060,1816,10906,8645,3305
12/20/12,1500,33451,6153,12567,2162,17114,1835,10903,8554,3263
12/20/12,1600,34055,6240,12477,2137,16889,1851,11009,8594,3246
12/20/12,1700,36251,6417,12590,2164,17074,1889,11632,8718,3245
12/20/12,1800,38504,6775,13306,2254,17990,1990,12437,9151,3436
12/20/12,1900,38342,6798,13752,2315,18124,1963,12442,9188,3521
12/20/12,2000,37714,6718,13708,2332,18010,1896,12257,9033,3505
12/20/12,2100,36801,6597,13509,2329,17692,1857,11980,8922,3485
12/20/12,2200,35052,6373,13284,2286,17559,1778,11391,8680,3454
12/20/12,2300,32490,5993,12798,2192,16623,1691,10478,8147,3298
12/20/12,2400,29627,5563,11915,2060,15674,1549,9464,7629,3097
12/19/12,100,26972,5208,10638,1852,14942,1449,9142,7049,2814
12/19/12,200,25981,5098,9997,1786,14552,1418,9022,6767,2719
12/19/12,300,25594,5040,9611,1736,14390,1423,9094,6621,2646
12/19/12,400,25656,5057,9410,1717,14395,1422,9285,6593,2629
12/19/12,500,26551,5134,9396,1761,14572,1438,9804,6643,2685
12/19/12,600,28982,5442,9627,1883,15376,1517,10722,7056,2877
12/19/12,700,32918,6017,10354,2094,16690,1634,12072,7829,3165
12/19/12,800,34826,6295,11581,2241,17437,1723,12575,8403,3376
12/19/12,900,34451,6246,12244,2223,17233,1746,12061,8386,3320
12/19/12,1000,33633,6190,12322,2213,16908,1756,11338,8404,3302
12/19/12,1100,33017,6108,12365,2197,16562,1728,10822,8471,3306
12/19/12,1200,32470,5982,12395,2155,16101,1732,10466,8414,3220
12/19/12,1300,32038,5828,12298,2127,15806,1767,10165,8361,3160
12/19/12,1400,31941,5812,12184,2099,15671,1787,9966,8369,3102
12/19/12,1500,31976,5752,12270,2064,15394,1759,9831,8254,3073
12/19/12,1600,32502,5713,12250,2044,15148,1711,9819,8203,3063
12/19/12,1700,34370,5902,12413,2059,15399,1721,10319,8359,3099
12/19/12,1800,37515,6412,13260,2232,16672,1875,11581,9014,3374
12/19/12,1900,37642,6528,13750,2297,17174,1938,11830,9158,3491
12/19/12,2000,37148,6582,13593,2280,17331,1905,11824,9037,3442
12/19/12,2100,36496,6535,13420,2246,17431,1900,11661,8963,3438
12/19/12,2200,35071,6369,13175,2189,17045,1869,11236,8697,3324
12/19/12,2300,32484,5987,12644,2051,16072,1751,10489,8181,3120
12/19/12,2400,29730,5544,11696,1896,15236,1620,9716,7606,2881
12/18/12,100,25805,4765,10622,1742,13845,1367,8026,6788,2604
12/18/12,200,24583,4567,9948,1688,13382,1287,7692,6539,2511
12/18/12,300,23971,4521,9609,1650,13162,1311,7581,6475,2486
12/18/12,400,23854,4501,9405,1641,13230,1255,7646,6414,2478
12/18/12,500,24480,4659,9388,1682,13573,1321,7966,6624,2533
12/18/12,600,26537,4935,9600,1824,14360,1391,8766,7056,2738
12/18/12,700,30275,5493,10320,2052,15855,1547,10079,7881,3073
12/18/12,800,32277,5845,11614,2202,16873,1677,10501,8524,3282
12/18/12,900,32256,5823,12281,2206,16778,1690,10344,8594,3235
12/18/12,1000,31983,5815,12412,2209,16632,1710,10073,8547,3249
12/18/12,1100,31580,5843,12500,2207,16719,1722,9961,8629,3296
12/18/12,1200,31259,5816,12590,2203,16637,1754,9824,8580,3282
12/18/12,1300,31105,5829,12620,2180,16512,1773,9711,8496,3273
12/18/12,1400,31069,5778,12514,2166,16494,1776,9723,8447,3276
12/18/12,1500,31148,5795,12551,2151,16238,1763,9656,8302,3241
12/18/12,1600,31522,5782,12544,2144,16186,1738,9763,8254,3244
12/18/12,1700,33332,5973,12817,2173,16574,1765,10226,8318,3287
12/18/12,1800,36509,6510,13556,2345,17608,1887,11468,9025,3467
12/18/12,1900,36867,6650,13823,2394,18077,1929,11721,9231,3617
12/18/12,2000,36478,6656,13555,2375,18051,1913,11697,9162,3565
12/18/12,2100,35860,6635,13321,2335,18029,1886,11539,8992,3528
12/18/12,2200,34322,6384,13027,2254,17614,1840,11054,8736,3425
12/18/12,2300,31703,5987,12498,2119,16763,1733,10336,8167,3223
12/18/12,2400,28880,5566,11558,1957,15696,1579,9684,7555,2992
12/17/12,100,24995,4559,9776,1580,12711,1350,8212,6191,2384
12/17/12,200,23907,4481,9225,1541,12388,1313,7871,6041,2282
12/17/12,300,23462,4404,8918,1522,12271,1300,7753,5951,2246
12/17/12,400,23564,4462,8837,1527,12405,1272,7775,5963,2242
12/17/12,500,24292,4552,8841,1581,12814,1318,8094,6127,2314
12/17/12,600,26530,4839,9163,1716,13592,1409,8898,6567,2527
12/17/12,700,30395,5430,9924,1943,15133,1558,10206,7427,2880
12/17/12,800,32833,5805,11258,2098,16163,1617,10753,8117,3091
12/17/12,900,33226,5832,12018,2085,16255,1647,10663,8201,3102
12/17/12,1000,33356,5833,12135,2105,16241,1662,10599,8204,3104
12/17/12,1100,33533,5801,12190,2124,16377,1671,10502,8310,3160
12/17/12,1200,33500,5832,12236,2117,16279,1698,10337,8292,3151
12/17/12,1300,33328,5720,12203,2117,16228,1691,10266,8288,3111
12/17/12,1400,33216,5704,12167,2102,16162,1666,10166,8318,3148
12/17/12,1500,33114,5678,12181,2097,15905,1700,10166,8158,3148
12/17/12,1600,33476,5733,12126,2094,15803,1714,10222,8199,3162
12/17/12,1700,35482,6018,12157,2135,16044,1788,10791,8368,3198
12/17/12,1800,37473,6422,12978,2252,17002,1833,11628,8911,3384
12/17/12,1900,37263,6420,13596,2281,17198,1835,11583,8987,3474
12/17/12,2000,36568,6362,13517,2248,17089,1824,11373,8911,3444
12/17/12,2100,35666,6232,13331,2212,16794,1763,11061,8784,3373
12/17/12,2200,33762,5989,13059,2145,16346,1700,10405,8443,3242
12/17/12,2300,30925,5543,12539,1996,15526,1603,9460,7910,3057
12/17/12,2400,28070,5071,11566,1840,14595,1474,8506,7304,2807
12/16/12,100,26086,4643,9816,1537,12760,1417,9052,6188,2414
12/16/12,200,24892,4469,9147,1464,12349,1348,8648,5875,2308
12/16/12,300,24197,4352,8679,1422,12151,1315,8526,5740,2236
12/16/12,400,23808,4325,8470,1399,11994,1323,8391,5724,2212
12/16/12,500,23810,4342,8299,1393,11943,1310,8481,5696,2195
12/16/12,600,24308,4403,8356,1429,12143,1340,8660,5716,2228
12/16/12,700,25271,4572,8460,1485,12459,1367,8965,5925,2299
12/16/12,800,26449,4820,8799,1569,13083,1395,9448,6185,2405
12/16/12,900,27795,5038,9040,1614,13635,1431,9872,6364,2473
12/16/12,1000,28987,5219,9404,1667,13840,1497,10249,6529,2564
12/16/12,1100,29521,5238,9666,1677,13921,1525,10204,6535,2608
12/16/12,1200,29692,5246,9879,1680,13865,1542,10013,6635,2615
12/16/12,1300,29805,5227,10016,1684,13870,1548,9991,6686,2628
12/16/12,1400,29832,5212,10124,1675,13833,1563,9951,6712,2642
12/16/12,1500,29877,5212,10174,1652,13690,1572,9906,6668,2645
12/16/12,1600,30253,5221,10275,1654,13734,1599,10027,6708,2674
12/16/12,1700,32272,5441,10525,1721,14101,1644,10567,7057,2778
12/16/12,1800,34140,5824,11410,1884,15184,1717,11294,7714,3011
12/16/12,1900,34250,5869,11860,1942,15388,1758,11342,7821,3099
12/16/12,2000,33789,5768,11920,1920,15324,1719,11154,7774,3070
12/16/12,2100,33154,5766,11785,1894,15228,1712,10949,7686,3041
12/16/12,2200,31721,5549,11671,1850,14808,1643,10452,7481,2921
12/16/12,2300,29342,5204,11213,1765,14022,1555,9638,7046,2737
12/16/12,2400,26905,4869,10556,1671,13244,1445,8742,6612,2544
12/15/12,100,28369,5350,10466,1735,14689,1517,10533,7087,2718
12/15/12,200,27362,5243,9743,1653,14248,1452,10335,6807,2621
12/15/12,300,26873,5170,9298,1612,14065,1424,10352,6645,2537
12/15/12,400,26741,5139,9085,1593,13945,1412,10427,6535,2521
12/15/12,500,26959,5193,8948,1606,14052,1425,10593,6487,2524
12/15/12,600,27902,5308,9020,1668,14430,1461,11012,6735,2604
12/15/12,700,29444,5560,9318,1752,14957,1512,11488,7112,2703
