DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE
12/31/11,100,26186,4648,9970,1560,13096,1423,8547,6222
12/31/11,200,24851,4464,9428,1505,12608,1367,8197,5973
12/31/11,300,24085,4376,9059,1460,12451,1344,7932,5778
12/31/11,400,23646,4337,8817,1462,12338,1320,7857,5707
12/31/11,500,23676,4354,8743,1456,12432,1320,7925,5691
12/31/11,600,24278,4433,8735,1497,12673,1342,8143,5803
12/31/11,700,25284,4554,8993,1555,13054,1376,8530,5995
12/31/11,800,26358,4778,9363,1641,13527,1415,8911,6307
12/31/11,900,27480,4930,9545,1696,13895,1439,9258,6548
12/31/11,1000,28359,5130,9676,1760,14146,1525,9491,6786
12/31/11,1100,28653,5251,9937,1839,14649,1590,9464,7075
12/31/11,1200,28621,5282,10139,1865,14821,1613,9372,7155
12/31/11,1300,28418,5307,10326,1855,14787,1632,9266,7175
12/31/11,1400,28118,5259,10359,1848,14695,1636,9076,7142
12/31/11,1500,27919,5210,10293,1833,14443,1625,8979,7164
12/31/11,1600,28218,5226,10240,1822,14388,1629,9014,7125
12/31/11,1700,29769,5397,10416,1853,14682,1675,9378,7271
12/31/11,1800,32759,5750,11225,1956,15558,1766,10358,7774
12/31/11,1900,32810,5729,11907,1969,15745,1765,10546,7785
12/31/11,2000,31848,5527,11812,1895,15559,1737,10281,7550
12/31/11,2100,30628,5314,11542,1828,15321,1680,10050,7309
12/31/11,2200,29414,5129,11149,1767,14867,1644,9733,7085
12/31/11,2300,28107,4910,10855,1707,14602,1569,9487,6832
12/31/11,2400,26949,4723,10335,1655,14181,1518,9225,6550
12/30/11,100,28699,5233,10126,1632,14779,1515,10121,6601
12/30/11,200,27579,5076,9535,1573,14341,1453,9944,6361
12/30/11,300,27088,5023,9182,1536,14221,1431,9912,6224
12/30/11,400,27065,5045,8945,1522,14090,1417,9995,6162
12/30/11,500,27712,5135,8874,1535,14296,1430,10347,6207
12/30/11,600,29383,5357,9070,1591,14716,1492,10967,6437
12/30/11,700,31732,5684,9583,1724,15374,1571,11811,6861
12/30/11,800,33114,5923,10329,1834,16161,1649,12231,7248
12/30/11,900,33753,5960,10804,1892,16395,1677,12190,7408
12/30/11,1000,33811,6017,11100,1914,16388,1716,11844,7588
12/30/11,1100,33365,5953,11396,1945,16106,1729,11463,7733
12/30/11,1200,32645,5800,11586,1938,15525,1730,10942,7776
12/30/11,1300,31686,5616,11598,1927,15295,1718,10297,7674
12/30/11,1400,31020,5456,11511,1917,15119,1691,9914,7598
12/30/11,1500,30564,5286,11429,1908,14843,1662,9623,7515
12/30/11,1600,30545,5229,11317,1866,14758,1631,9479,7437
12/30/11,1700,31941,5390,11384,1866,14889,1665,9882,7538
12/30/11,1800,35130,5874,11996,1978,15682,1792,11010,8047
12/30/11,1900,35105,5960,12440,1992,15828,1802,11125,8032
12/30/11,2000,34380,5891,12248,1949,15606,1754,10999,7950
12/30/11,2100,33527,5799,12023,1908,15432,1712,10748,7762
12/30/11,2200,32268,5633,11717,1839,15175,1671,10331,7502
12/30/11,2300,30395,5316,11318,1757,14471,1591,9795,7093
12/30/11,2400,28186,4938,10728,1646,13747,1503,9162,6624
12/29/11,100,29819,5664,10743,1776,15883,1595,10427,7253
12/29/11,200,28897,5515,10083,1717,15554,1549,10289,7054
12/29/11,300,28510,5480,9701,1692,15462,1532,10367,6918
12/29/11,400,28589,5491,9448,1682,15455,1530,10644,6871
12/29/11,500,29377,5600,9353,1705,15647,1530,11147,6993
12/29/11,600,31201,5889,9531,1785,16200,1598,11936,7304
12/29/11,700,33883,6227,10111,1924,17067,1695,13012,7785
12/29/11,800,35516,6521,10975,2050,17768,1765,13453,8292
12/29/11,900,36058,6587,11415,2086,17894,1803,13355,8342
12/29/11,1000,36182,6688,11541,2110,17968,1839,12802,8469
12/29/11,1100,36018,6669,11634,2137,17820,1866,12308,8538
12/29/11,1200,35519,6530,11659,2106,17496,1861,11937,8539
12/29/11,1300,35017,6401,11564,2085,17063,1849,11578,8468
12/29/11,1400,34729,6267,11432,2047,16654,1836,11330,8311
12/29/11,1500,34430,6148,11343,2006,16200,1836,11061,8250
12/29/11,1600,34515,6092,11216,1941,15947,1830,10955,8105
12/29/11,1700,36182,6245,11140,1928,16076,1880,11456,8183
12/29/11,1800,38958,6639,11904,2055,17059,1971,12536,8706
12/29/11,1900,38821,6682,12754,2132,17514,1971,12614,8816
12/29/11,2000,38088,6599,12593,2096,17419,1909,12455,8694
12/29/11,2100,37201,6495,12406,2040,17272,1855,12190,8482
12/29/11,2200,35600,6240,12140,1979,16933,1821,11846,8163
12/29/11,2300,33277,5891,11661,1856,16181,1716,11172,7674
12/29/11,2400,30689,5522,10980,1739,15456,1613,10576,7100
12/28/11,100,26185,5092,10615,1771,14991,1504,8972,6942
12/28/11,200,25226,4931,10017,1719,14687,1453,8754,6735
12/28/11,300,24725,4850,9736,1694,14450,1427,8767,6608
12/28/11,400,24822,4850,9552,1688,14459,1404,8861,6608
12/28/11,500,25471,4937,9557,1730,14795,1445,9260,6747
12/28/11,600,27147,5167,9797,1820,15413,1507,9915,7111
12/28/11,700,29680,5512,10448,1963,16277,1620,10781,7658
12/28/11,800,31436,5855,11364,2088,17026,1715,11284,8192
12/28/11,900,32122,6017,11861,2118,17293,1772,11352,8388
12/28/11,1000,32729,6174,12095,2140,17425,1818,11131,8576
12/28/11,1100,33276,6276,12287,2167,17522,1855,11033,8668
12/28/11,1200,33425,6297,12392,2146,17291,1862,10866,8672
12/28/11,1300,33340,6246,12385,2108,16952,1842,10585,8608
12/28/11,1400,33249,6174,12344,2072,16577,1830,10381,8529
12/28/11,1500,33249,6057,12268,2052,16275,1811,10236,8378
12/28/11,1600,33601,6064,12222,2051,16204,1793,10254,8311
12/28/11,1700,35385,6259,12249,2058,16513,1812,10843,8384
12/28/11,1800,38785,6830,12971,2203,17614,1972,12238,9091
12/28/11,1900,38916,6959,13628,2276,18250,1995,12470,9261
12/28/11,2000,38294,6903,13447,2255,18232,1970,12456,9158
12/28/11,2100,37627,6824,13216,2210,18197,1932,12344,9009
12/28/11,2200,36185,6614,12936,2130,18044,1897,11931,8690
12/28/11,2300,34069,6288,12432,2012,17272,1797,11411,8232
12/28/11,2400,31647,5928,11590,1875,16496,1694,10817,7679
12/27/11,100,27653,4921,9950,1621,13822,1428,9749,6482
12/27/11,200,26611,4776,9391,1562,13551,1375,9465,6296
12/27/11,300,26042,4681,9030,1544,13360,1350,9317,6224
12/27/11,400,26017,4692,8868,1542,13340,1346,9328,6161
12/27/11,500,26602,4788,8832,1573,13657,1358,9524,6227
12/27/11,600,28153,5023,9077,1662,14396,1430,10080,6587
12/27/11,700,30504,5359,9737,1807,15270,1524,10816,7078
12/27/11,800,32219,5707,10649,1957,16184,1598,11324,7596
12/27/11,900,33180,5853,11243,2010,16777,1656,11496,7859
12/27/11,1000,34067,6059,11551,2059,17060,1731,11752,8046
12/27/11,1100,34538,6205,11809,2097,17373,1801,11847,8282
12/27/11,1200,34760,6285,11973,2115,17330,1815,11852,8357
12/27/11,1300,34709,6281,12054,2121,17272,1811,11722,8370
12/27/11,1400,34649,6250,12040,2110,17048,1824,11493,8410
12/27/11,1500,34522,6128,12062,2107,16721,1809,11317,8337
12/27/11,1600,34606,6068,12062,2096,16613,1789,11068,8334
12/27/11,1700,35780,6160,12133,2136,16889,1819,11031,8467
12/27/11,1800,37168,6460,12849,2259,17698,1908,11707,8903
12/27/11,1900,36535,6495,13311,2277,17930,1909,11758,8998
12/27/11,2000,35483,6420,13093,2234,17808,1877,11499,8843
12/27/11,2100,34365,6308,12874,2172,17558,1856,11193,8710
12/27/11,2200,32652,6100,12629,2098,17178,1801,10685,8379
12/27/11,2300,30351,5762,12122,1981,16364,1702,10098,7896
12/27/11,2400,28037,5375,11386,1858,15613,1586,9401,7348
12/26/11,100,25781,4503,9620,1521,13111,1374,9082,6013
12/26/11,200,24798,4366,9171,1476,12843,1335,8820,5775
12/26/11,300,24219,4301,8892,1446,12674,1313,8747,5679
12/26/11,400,24175,4284,8728,1442,12713,1296,8832,5613
12/26/11,500,24556,4355,8723,1471,12999,1310,9109,5672
12/26/11,600,25481,4518,8875,1530,13425,1345,9551,5835
12/26/11,700,26670,4720,9212,1612,13927,1402,10061,6121
12/26/11,800,27426,4934,9625,1705,14551,1445,10398,6442
12/26/11,900,28239,5107,9707,1752,14865,1465,10542,6584
12/26/11,1000,29129,5299,9786,1796,15058,1513,10456,6818
12/26/11,1100,29737,5401,9954,1813,15013,1551,10396,6894
12/26/11,1200,29885,5392,10040,1799,14704,1576,10189,6944
12/26/11,1300,29562,5293,10062,1767,14361,1565,9896,6806
12/26/11,1400,29084,5107,9983,1719,13949,1529,9576,6665
12/26/11,1500,28712,4955,9887,1686,13698,1512,9325,6584
12/26/11,1600,28782,4923,9898,1698,13706,1524,9341,6565
12/26/11,1700,30515,5119,10172,1757,14143,1544,9784,6815
12/26/11,1800,34255,5757,11219,1928,15433,1696,11181,7636
12/26/11,1900,34769,5969,11963,2008,16043,1747,11657,7876
12/26/11,2000,34712,6007,11908,1999,16025,1755,11767,7901
12/26/11,2100,34436,5980,11820,1972,15925,1736,11751,7848
12/26/11,2200,33385,5829,11667,1917,15768,1697,11430,7666
12/26/11,2300,31547,5543,11280,1814,15167,1620,10860,7331
12/26/11,2400,29364,5194,10655,1711,14417,1514,10230,6905
12/25/11,100,28776,5061,10042,1664,14281,1452,10234,6483
12/25/11,200,27607,4918,9487,1601,13938,1393,10037,6188
12/25/11,300,26898,4843,9073,1567,13808,1357,9987,6013
12/25/11,400,26607,4862,8800,1550,13808,1339,10065,5941
12/25/11,500,26686,4920,8662,1564,13876,1342,10244,5925
12/25/11,600,27313,5047,8634,1595,14058,1359,10601,5998
12/25/11,700,28373,5282,8760,1662,14612,1390,11131,6161
12/25/11,800,29462,5557,9005,1753,15255,1426,11610,6427
12/25/11,900,30238,5666,9076,1808,15488,1451,11701,6563
12/25/11,1000,30137,5573,9133,1852,15536,1470,11171,6696
12/25/11,1100,29463,5373,9219,1833,14989,1463,10529,6699
12/25/11,1200,28737,5195,9213,1790,14500,1463,9976,6658
12/25/11,1300,28046,5015,9209,1723,13969,1442,9649,6573
12/25/11,1400,27307,4783,9137,1628,13369,1428,9311,6343
12/25/11,1500,26835,4609,9056,1570,12843,1415,9044,6132
12/25/11,1600,26669,4536,9031,1524,12611,1399,8946,6091
12/25/11,1700,27697,4600,9087,1527,12749,1421,9166,6280
12/25/11,1800,30075,5033,9751,1666,13753,1510,10004,6827
12/25/11,1900,30393,5185,10526,1744,14216,1543,10166,6938
12/25/11,2000,30394,5216,10577,1757,14481,1543,10216,6968
12/25/11,2100,30412,5241,10630,1755,14580,1550,10278,6952
12/25/11,2200,30089,5207,10627,1734,14566,1541,10185,6892
12/25/11,2300,29038,5038,10563,1691,14118,1494,9880,6682
12/25/11,2400,27367,4753,10187,1606,13646,1450,9432,6369
12/24/11,100,27051,4813,10698,1712,14122,1464,8572,6760
12/24/11,200,25784,4599,10021,1635,13533,1412,8243,6450
12/24/11,300,25150,4517,9505,1603,13386,1376,8058,6246
12/24/11,400,24863,4497,9355,1585,13376,1350,8029,6186
12/24/11,500,24987,4511,9237,1598,13478,1349,8169,6112
12/24/11,600,25703,4651,9261,1632,13676,1384,8496,6202
12/24/11,700,26917,4859,9498,1706,14097,1419,9046,6411
12/24/11,800,28351,5134,9864,1801,14774,1481,9652,6704
12/24/11,900,29871,5376,10029,1863,15286,1518,10255,6875
12/24/11,1000,30767,5520,10187,1925,15472,1549,10425,7093
12/24/11,1100,30982,5541,10327,1917,15378,1581,10323,7187
12/24/11,1200,30771,5483,10329,1898,15120,1597,10082,7144
12/24/11,1300,30304,5380,10292,1852,14637,1604,9847,7124
12/24/11,1400,29672,5240,10211,1792,14176,1591,9591,7053
12/24/11,1500,29373,5168,10034,1729,13842,1574,9479,6958
12/24/11,1600,29434,5131,9904,1709,13717,1541,9544,6948
12/24/11,1700,30928,5294,9919,1708,13895,1593,10030,7017
12/24/11,1800,34041,5689,10743,1849,14866,1682,11059,7499
12/24/11,1900,33888,5692,11519,1905,15235,1676,11172,7556
12/24/11,2000,33360,5623,11437,1864,15245,1648,11142,7438
12/24/11,2100,33100,5643,11235,1871,15379,1629,11172,7402
12/24/11,2200,32745,5623,11126,1857,15387,1623,11146,7326
12/24/11,2300,31862,5520,10934,1825,15190,1581,10952,7175
12/24/11,2400,30397,5284,10584,1748,14790,1530,10577,6846
12/23/11,100,25180,4631,10853,1752,13768,1449,7927,6923
12/23/11,200,23962,4433,10177,1643,13251,1393,7530,6532
12/23/11,300,23273,4386,9758,1594,13061,1362,7317,6445
12/23/11,400,23012,4349,9560,1578,12965,1347,7305,6390
12/23/11,500,23481,4410,9504,1609,13127,1386,7413,6434
12/23/11,600,24977,4625,9718,1679,13621,1445,7892,6677
12/23/11,700,27751,4949,10265,1707,14601,1548,8664,7218
12/23/11,800,29799,5264,11162,1778,15475,1632,9218,7717
12/23/11,900,30511,5412,11534,1860,16014,1680,9557,7993
12/23/11,1000,30876,5533,11686,1976,16218,1681,9754,8180
12/23/11,1100,31068,5614,11707,2008,16408,1725,9822,8285
12/23/11,1200,31204,5599,11686,2017,16240,1735,9755,8214
12/23/11,1300,30940,5534,11509,2057,15963,1740,9597,8103
12/23/11,1400,30566,5485,11374,2054,15813,1730,9411,8050
12/23/11,1500,30384,5461,11301,2024,15692,1719,9354,7974
12/23/11,1600,30554,5505,11395,2019,15659,1703,9361,7905
12/23/11,1700,32232,5684,11668,2042,16013,1776,9850,8096
12/23/11,1800,35306,6092,12618,2173,16814,1889,10886,8631
12/23/11,1900,35252,6124,13158,2202,16855,1892,10930,8716
12/23/11,2000,34632,6086,12967,2159,16763,1863,10752,8587
12/23/11,2100,33982,6005,12736,2129,16661,1834,10557,8418
12/23/11,2200,32957,5843,12512,2067,16216,1794,10259,8200
12/23/11,2300,31235,5545,12165,1959,15756,1699,9792,7820
12/23/11,2400,29010,5143,11489,1835,14880,1561,9112,7276
12/22/11,100,25344,4639,10668,1695,13755,1456,7837,6866
12/22/11,200,24156,4529,10013,1624,13365,1394,7468,6609
12/22/11,300,23421,4402,9584,1579,13163,1363,7322,6480
12/22/11,400,23373,4443,9325,1560,13143,1340,7231,6415
12/22/11,500,23941,4535,9303,1595,13436,1363,7514,6528
12/22/11,600,25888,4874,9550,1692,14199,1441,8184,6821
12/22/11,700,29507,5401,10219,1888,15433,1568,9213,7527
12/22/11,800,31535,5794,11347,2060,16427,1678,9834,8147
12/22/11,900,31827,5802,11903,2090,16703,1700,10007,8353
12/22/11,1000,31728,5784,12167,2115,16703,1707,10031,8393
12/22/11,1100,31551,5694,12327,2148,16722,1720,9962,8479
12/22/11,1200,31205,5557,12451,2129,16402,1728,9815,8494
12/22/11,1300,30775,5402,12476,2113,16260,1706,9649,8441
12/22/11,1400,30590,5404,12405,2101,16142,1725,9506,8423
12/22/11,1500,30465,5358,12544,2090,15849,1715,9463,8346
12/22/11,1600,30557,5342,12593,2076,15777,1686,9427,8311
12/22/11,1700,32212,5524,12763,2108,16148,1753,9816,8463
12/22/11,1800,35163,5956,13401,2227,17071,1865,10840,8971
12/22/11,1900,35159,6063,13766,2249,17221,1866,10834,9013
12/22/11,2000,34580,5988,13530,2206,17089,1835,10688,8873
12/22/11,2100,33802,5979,13326,2170,16828,1811,10427,8738
12/22/11,2200,32379,5730,13032,2102,16438,1744,10022,8517
12/22/11,2300,30146,5418,12580,1985,15662,1664,9394,8049
12/22/11,2400,27345,4970,11779,1846,14604,1546,8563,7406
12/21/11,100,27065,4970,10682,1757,14265,1456,8580,7137
12/21/11,200,25879,4779,9935,1684,13735,1415,8233,6879
12/21/11,300,25323,4701,9518,1616,13511,1401,8004,6732
12/21/11,400,25127,4670,9292,1603,13427,1436,8026,6645
12/21/11,500,25742,4782,9248,1634,13627,1414,8234,6734
12/21/11,600,27767,5044,9439,1740,14259,1510,8925,7109
12/21/11,700,31327,5601,10028,1933,15542,1665,9999,7785
12/21/11,800,33518,5902,11174,2083,16422,1761,10631,8335
12/21/11,900,33879,5856,11891,2115,16549,1795,10620,8485
12/21/11,1000,33846,5861,12165,2097,16479,1803,10519,8566
12/21/11,1100,33818,5901,12344,2092,16458,1843,10541,8580
12/21/11,1200,33665,5849,12374,2076,16283,1837,10461,8585
12/21/11,1300,33269,5768,12319,2065,16177,1821,10396,8395
12/21/11,1400,33098,5705,12366,2057,15997,1839,10340,8374
12/21/11,1500,32978,5623,12476,2043,15638,1802,10277,8211
12/21/11,1600,33246,5579,12467,2019,15618,1816,10330,8147
12/21/11,1700,35077,5701,12612,2044,15655,1833,10681,8382
12/21/11,1800,36971,6128,13355,2185,16574,1921,11330,8949
12/21/11,1900,36668,6182,13655,2223,16726,1902,11272,9040
12/21/11,2000,35848,6086,13412,2193,16692,1898,11116,8864
12/21/11,2100,34882,6032,13205,2154,16513,1834,10721,8751
12/21/11,2200,33111,5805,12939,2082,16241,1806,10147,8507
12/21/11,2300,30480,5430,12466,1962,15565,1695,9327,7914
12/21/11,2400,27546,4981,11630,1814,14558,1565,8516,7410
12/20/11,100,27059,5042,10576,1776,14720,1552,9212,7117
12/20/11,200,25776,4853,9883,1708,14242,1482,8854,6850
12/20/11,300,25194,4778,9525,1655,14051,1443,8724,6713
12/20/11,400,25025,4770,9305,1656,14134,1436,8745,6709
12/20/11,500,25633,4865,9276,1696,14459,1451,9024,6839
12/20/11,600,27725,5184,9538,1820,15317,1548,9784,7196
12/20/11,700,31434,5733,10244,2026,16581,1670,11021,7968
12/20/11,800,33667,6109,11431,2208,17632,1808,11551,8620
12/20/11,900,33933,6051,12162,2233,17661,1828,11367,8628
12/20/11,1000,33968,6025,12330,2240,17547,1847,11088,8726
12/20/11,1100,33982,6027,12362,2260,17518,1874,10855,8831
12/20/11,1200,33792,6021,12456,2254,17219,1878,10609,8771
12/20/11,1300,33560,5979,12486,2244,16992,1869,10380,8751
12/20/11,1400,33357,5937,12454,2219,16865,1844,10192,8778
12/20/11,1500,33122,5849,12476,2188,16631,1853,10072,8655
12/20/11,1600,33412,5814,12426,2159,16417,1854,10055,8618
12/20/11,1700,35437,6085,12590,2189,16569,1878,10581,8851
12/20/11,1800,38052,6526,13293,2318,17539,1976,11759,9393
12/20/11,1900,38016,6597,13796,2344,17852,1991,11907,9341
12/20/11,2000,37436,6579,13616,2317,17740,1959,11754,9308
12/20/11,2100,36633,6460,13380,2269,17631,1956,11453,9201
12/20/11,2200,34974,6183,13078,2179,17206,1848,10927,8912
12/20/11,2300,32246,5717,12559,2049,16196,1747,10067,8339
12/20/11,2400,29239,5295,11634,1888,15071,1610,9160,7650
12/19/11,100,30168,5659,10102,1780,15740,1543,11243,7079
12/19/11,200,29409,5634,9535,1735,15522,1499,11093,6885
12/19/11,300,29133,5606,9225,1717,15456,1488,11252,6761
12/19/11,400,29421,5659,9070,1726,15566,1468,11485,6772
12/19/11,500,30339,5844,9072,1766,16014,1470,11979,6929
12/19/11,600,32751,6122,9330,1902,16893,1586,12879,7354
12/19/11,700,36663,6767,10038,2117,18324,1713,14071,8123
12/19/11,800,38399,6990,11245,2263,19127,1824,14461,8701
12/19/11,900,37846,6922,11838,2264,18920,1846,13946,8721
12/19/11,1000,36744,6647,11903,2276,18630,1872,13064,8778
12/19/11,1100,35877,6480,11960,2286,18348,1859,12404,8872
12/19/11,1200,34966,6323,11970,2264,17932,1870,11756,8814
12/19/11,1300,34064,6201,11896,2255,17534,1870,11254,8719
12/19/11,1400,33620,6184,11829,2233,17237,1883,10883,8715
12/19/11,1500,33424,6065,11869,2196,16967,1891,10651,8531
12/19/11,1600,33912,6074,11856,2176,16742,1900,10621,8520
12/19/11,1700,36023,6369,12113,2199,16918,1925,11109,8594
12/19/11,1800,38749,6737,13039,2330,17873,2031,12299,9148
12/19/11,1900,38813,6781,13522,2346,18028,2036,12486,9237
12/19/11,2000,38089,6712,13371,2308,18023,2000,12378,9136
12/19/11,2100,37116,6537,13170,2268,17789,1967,12154,9002
12/19/11,2200,35211,6231,12904,2189,17416,1907,11556,8622
12/19/11,2300,32309,5815,12402,2048,16563,1804,10730,8068
12/19/11,2400,29268,5360,11514,1902,15424,1655,9807,7484
12/18/11,100,29144,5516,10664,1746,15530,1570,11081,6966
12/18/11,200,28037,5350,10059,1677,15122,1491,10759,6646
12/18/11,300,27430,5205,9583,1638,14842,1466,10521,6457
12/18/11,400,27263,5141,9400,1637,14766,1454,10442,6425
12/18/11,500,27424,5188,9280,1642,14765,1443,10524,6418
12/18/11,600,28155,5346,9277,1672,14890,1469,10816,6518
12/18/11,700,29408,5500,9472,1741,15330,1446,11346,6720
12/18/11,800,30695,5745,9810,1838,15909,1500,11850,6994
12/18/11,900,31926,6007,10037,1895,16310,1549,12249,7172
12/18/11,1000,32431,6121,10272,1921,16522,1620,12015,7349
12/18/11,1100,32234,6083,10477,1917,16112,1642,11517,7418
12/18/11,1200,31907,5992,10425,1893,15776,1657,10970,7346
12/18/11,1300,31641,5913,10351,1872,15437,1637,10885,7410
12/18/11,1400,31354,5866,10285,1834,15199,1639,10737,7463
12/18/11,1500,31202,5798,10175,1789,14920,1655,10602,7410
12/18/11,1600,31568,5869,10142,1758,14823,1659,10625,7428
12/18/11,1700,33681,6027,10223,1797,15236,1718,11231,7612
12/18/11,1800,37400,6599,11250,2006,16652,1862,12498,8427
12/18/11,1900,38147,6744,12159,2115,17399,1901,12893,8631
12/18/11,2000,38162,6786,12308,2120,17682,1867,13014,8632
12/18/11,2100,37943,6798,12234,2110,17896,1869,13075,8610
12/18/11,2200,36695,6620,12058,2063,17511,1839,12795,8342
12/18/11,2300,34436,6319,11626,1977,16985,1758,12213,7943
12/18/11,2400,31955,5930,10939,1876,16304,1625,11651,7454
12/17/11,100,27383,5242,11120,1841,15056,1529,9222,7061
12/17/11,200,26309,5079,10415,1762,14537,1475,8967,6805
12/17/11,300,25770,5029,10010,1729,14354,1448,8839,6625
12/17/11,400,25607,4960,9770,1713,14386,1456,8917,6493
12/17/11,500,25922,5086,9682,1728,14543,1451,9091,6575
12/17/11,600,26909,5147,9775,1778,15019,1481,9541,6686
12/17/11,700,28443,5419,10113,1875,15668,1502,10205,7029
12/17/11,800,29903,5714,10607,1991,16473,1598,10840,7395
12/17/11,900,31317,5966,10939,2057,16941,1642,11412,7658
12/17/11,1000,32126,6145,11264,2120,17260,1707,11593,7945
12/17/11,1100,32221,6211,11566,2142,17428,1744,11592,8002
12/17/11,1200,32051,6215,11700,2122,17242,1767,11395,8006
12/17/11,1300,31950,6147,11730,2081,17005,1746,11181,7945
12/17/11,1400,31757,6071,11550,2047,16716,1735,10905,7887
12/17/11,1500,31625,6009,11395,2025,16536,1750,10750,7764
12/17/11,1600,31843,6030,11277,2008,16443,1772,10782,7751
12/17/11,1700,33579,6199,11462,2029,16644,1810,11346,7946
12/17/11,1800,36088,6582,12203,2147,17754,1903,12360,8622
12/17/11,1900,36143,6581,12734,2164,18059,1968,12512,8700
12/17/11,2000,35766,6517,12666,2137,18113,1941,12407,8550
12/17/11,2100,35259,6477,12527,2086,18050,1872,12439,8485
12/17/11,2200,34401,6353,12334,2061,17788,1856,12312,8251
12/17/11,2300,32854,6143,11999,1968,17195,1759,12020,7875
12/17/11,2400,30855,5790,11395,1844,16230,1662,11518,7383
12/16/11,100,25238,4641,10981,1877,14218,1475,7874,7149
12/16/11,200,24108,4506,10314,1809,13734,1459,7443,6940
12/16/11,300,23571,4457,9944,1781,13463,1432,7303,6799
12/16/11,400,23552,4459,9797,1765,13622,1432,7351,6783
12/16/11,500,24218,4625,9809,1809,13763,1456,7654,6880
12/16/11,600,26463,4984,10044,1931,14613,1517,8377,7302
12/16/11,700,30282,5614,10831,2181,16208,1658,9718,8130
12/16/11,800,32396,5989,12069,2330,17081,1754,10261,8694
12/16/11,900,32571,5992,12676,2316,17150,1758,10136,8673
12/16/11,1000,32456,5947,12735,2323,17251,1777,10127,8692
12/16/11,1100,32417,5979,12637,2323,17295,1798,10119,8753
12/16/11,1200,32436,6010,12576,2306,17239,1829,10106,8693
12/16/11,1300,32226,6001,12352,2281,17166,1835,10046,8675
12/16/11,1400,32183,5971,12191,2242,17118,1824,10065,8702
12/16/11,1500,32240,5929,12119,2196,16950,1804,10165,8581
12/16/11,1600,32690,5939,11987,2181,16899,1826,10359,8417
12/16/11,1700,34724,6123,12060,2214,17299,1860,11015,8734
12/16/11,1800,37164,6540,12946,2352,17945,1970,11869,9219
12/16/11,1900,36829,6555,13744,2370,18062,1975,11777,9217
12/16/11,2000,35949,6495,13666,2323,17892,1931,11531,9028
12/16/11,2100,35114,6404,13399,2291,17708,1909,11296,8939
12/16/11,2200,33894,6217,13124,2228,17429,1866,10848,8690
12/16/11,2300,31869,5877,12759,2118,16818,1752,10312,8180
12/16/11,2400,29353,5499,11979,1964,15880,1618,9676,7557
12/15/11,100,26525,5002,10211,1702,14311,1472,9069,6809
12/15/11,200,25557,4825,9511,1640,13892,1408,8781,6555
12/15/11,300,25040,4766,9126,1597,13676,1412,8752,6423
12/15/11,400,25041,4753,8896,1586,13688,1406,8767,6427
12/15/11,500,25670,4898,8864,1622,13741,1404,9048,6504
12/15/11,600,27846,5180,9066,1744,14631,1501,9896,6875
12/15/11,700,31607,5766,9808,1980,16163,1629,11264,7693
12/15/11,800,33595,6062,11073,2132,17011,1713,11696,8320
12/15/11,900,33561,5967,11843,2142,16873,1740,11308,8368
12/15/11,1000,33288,5900,12094,2134,16792,1767,10874,8462
12/15/11,1100,32841,5857,12185,2144,16584,1781,10479,8624
12/15/11,1200,32478,5828,12308,2119,16426,1788,10090,8572
12/15/11,1300,32228,5772,12368,2101,16228,1795,9834,8546
12/15/11,1400,32218,5737,12408,2078,16136,1778,9703,8426
12/15/11,1500,32152,5672,12564,2072,15844,1766,9644,8346
12/15/11,1600,32457,5685,12607,2049,15901,1788,9650,8270
12/15/11,1700,34265,5818,12790,2109,16205,1861,10020,8445
12/15/11,1800,36606,6184,13511,2253,17113,1953,11059,9058
12/15/11,1900,36388,6213,14016,2302,17248,1940,11128,9208
12/15/11,2000,35689,6141,13872,2302,17226,1861,10955,9141
12/15/11,2100,34755,6054,13698,2292,17124,1857,10717,9019
12/15/11,2200,33077,5758,13340,2243,16867,1808,10168,8801
12/15/11,2300,30338,5390,12863,2123,15960,1680,9285,8294
12/15/11,2400,27409,4967,11935,1970,14937,1563,8475,7654
12/14/11,100,28801,5316,10517,1824,14667,1536,9824,7103
12/14/11,200,27813,5208,9852,1764,14277,1466,9587,6848
12/14/11,300,27365,5132,9448,1719,14097,1475,9588,6704
12/14/11,400,27366,5146,9284,1702,14113,1465,9693,6594
12/14/11,500,28192,5249,9228,1746,14362,1502,10037,6774
12/14/11,600,30476,5571,9439,1862,15186,1565,10922,7147
12/14/11,700,34286,6149,10186,2098,16687,1695,12194,8014
12/14/11,800,35898,6477,11439,2252,17469,1816,12623,8644
12/14/11,900,35511,6351,12193,2231,17207,1821,12151,8709
12/14/11,1000,34661,6315,12480,2219,17027,1851,11590,8637
12/14/11,1100,33947,6289,12741,2223,16986,1876,11266,8721
12/14/11,1200,33476,6140,12739,2194,16669,1857,10949,8713
12/14/11,1300,32992,6114,12584,2173,16466,1838,10767,8768
12/14/11,1400,32814,6040,12477,2146,16255,1851,10572,8790
12/14/11,1500,32754,5911,12514,2126,16025,1842,10502,8709
12/14/11,1600,33132,5914,12521,2109,15873,1838,10473,8622
12/14/11,1700,35211,6177,12688,2131,16111,1859,11124,8752
12/14/11,1800,37909,6581,13394,2262,17130,1976,12194,9294
12/14/11,1900,37756,6680,13628,2302,17427,1982,12231,9312
