DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE
09/16/11,1200,30603,4993,11359,1941,14806,1710,9620,7753
09/16/11,1300,30619,4915,11417,1929,14834,1704,9546,7575
09/16/11,1400,30665,4889,11359,1936,14674,1727,9536,7478
09/16/11,1500,30556,4803,11311,1900,14558,1718,9481,7340
09/16/11,1600,30453,4729,11208,1844,14253,1670,9462,7268
09/16/11,1700,30223,4683,11058,1812,14092,1651,9384,7265
09/16/11,1800,29880,4672,10941,1781,13884,1655,9336,7170
09/16/11,1900,29467,4646,10804,1750,13828,1573,9244,7017
09/16/11,2000,30445,4810,10828,1764,13937,1615,9562,7146
09/16/11,2100,30237,4861,11216,1829,14413,1617,9504,7385
09/16/11,2200,29017,4709,11031,1772,14195,1566,9128,7187
09/16/11,2300,27097,4447,10650,1662,13507,1482,8514,6816
09/16/11,2400,24991,4153,9926,1540,12663,1380,7858,6253
09/15/11,100,30035,4551,9257,1537,12993,1538,9386,6374
09/15/11,200,28262,4339,8704,1472,12418,1462,8767,6133
09/15/11,300,27132,4181,8377,1420,12003,1416,8391,6027
09/15/11,400,26508,4106,8172,1394,11832,1380,8218,5947
09/15/11,500,26562,4151,8116,1409,12064,1404,8294,5992
09/15/11,600,28262,4420,8286,1509,12618,1467,8876,6353
09/15/11,700,31655,4920,8914,1733,13974,1598,10022,7131
09/15/11,800,33521,5211,9965,1850,14714,1671,10489,7473
09/15/11,900,34949,5282,10548,1873,14874,1716,10910,7599
09/15/11,1000,36145,5346,10925,1910,15079,1747,11530,7754
09/15/11,1100,37287,5454,11084,1937,15345,1782,12224,7898
09/15/11,1200,37947,5515,11255,1935,15449,1784,12828,7890
09/15/11,1300,37966,5407,11304,1947,15462,1789,13287,7882
09/15/11,1400,37909,5396,11321,1944,15406,1786,13620,7904
09/15/11,1500,37545,5275,11384,1933,15270,1789,13774,7815
09/15/11,1600,36742,5181,11299,1887,14992,1773,13663,7659
09/15/11,1700,35729,5170,11191,1877,14830,1773,13405,7540
09/15/11,1800,34403,5115,11062,1843,14742,1726,12818,7452
09/15/11,1900,33048,5063,10864,1817,14623,1678,12156,7371
09/15/11,2000,32989,5214,10816,1821,14771,1695,11807,7430
09/15/11,2100,32424,5385,11388,1927,15374,1718,11276,7860
09/15/11,2200,30545,5155,11300,1866,14939,1645,10369,7521
09/15/11,2300,27830,4766,10864,1728,13896,1525,9296,6978
09/15/11,2400,25258,4400,9957,1574,12785,1431,8304,6476
09/14/11,100,28791,4646,10012,1799,13556,1659,9137,7096
09/14/11,200,27133,4423,9363,1665,12986,1591,8569,6751
09/14/11,300,26117,4304,8959,1576,12519,1547,8248,6526
09/14/11,400,25573,4223,8707,1524,12175,1502,8028,6344
09/14/11,500,25774,4221,8590,1520,12179,1511,8086,6366
09/14/11,600,27550,4499,8720,1617,12755,1590,8706,6643
09/14/11,700,31044,5024,9334,1830,14035,1729,9782,7432
09/14/11,800,32972,5226,10379,1956,14525,1785,10298,7763
09/14/11,900,34774,5402,11023,1979,14872,1845,10727,7942
09/14/11,1000,36670,5581,11538,2023,15352,1907,11466,8185
09/14/11,1100,38812,5842,11731,2064,15795,1984,12288,8436
09/14/11,1200,40593,6057,11851,2089,16139,2034,13117,8607
09/14/11,1300,42339,6227,11887,2086,16493,2082,13912,8650
09/14/11,1400,44030,6472,11802,2157,16989,2134,14694,8762
09/14/11,1500,45297,6592,11781,2139,17287,2182,15289,8703
09/14/11,1600,46131,6680,11615,2107,17348,2196,15659,8630
09/14/11,1700,46461,6679,11396,2066,17381,2184,15886,8469
09/14/11,1800,45846,6546,11259,2045,17278,2132,15627,8244
09/14/11,1900,44280,6362,11060,1990,16887,2068,14919,8128
09/14/11,2000,44132,6313,10877,2006,16792,2061,14557,8220
09/14/11,2100,43009,6292,11395,2046,16843,2064,14083,8309
09/14/11,2200,40257,5896,11393,1951,16154,1948,12967,7922
09/14/11,2300,36486,5369,10876,1797,15066,1792,11595,7288
09/14/11,2400,32839,4928,10042,1641,13867,1637,10377,6808
09/13/11,100,27827,4480,11723,1718,13460,1524,8755,6962
09/13/11,200,26253,4247,10848,1602,12984,1477,8146,6694
09/13/11,300,25262,4175,10265,1537,12471,1428,7868,6507
09/13/11,400,24796,4074,9872,1495,12315,1380,7739,6387
09/13/11,500,25014,4088,9667,1508,12421,1425,7913,6427
09/13/11,600,26782,4404,9755,1611,12975,1527,8435,6787
09/13/11,700,30011,4936,10402,1851,14465,1652,9549,7570
09/13/11,800,31894,5099,11474,1970,15096,1699,10023,7979
09/13/11,900,33564,5254,12120,2017,15471,1774,10499,8229
09/13/11,1000,35321,5468,12754,2105,16004,1897,11107,8499
09/13/11,1100,37267,5699,13169,2201,16673,1996,11797,8950
09/13/11,1200,38980,5944,13574,2283,17157,2060,12510,9018
09/13/11,1300,40244,6121,13757,2375,17789,2121,13251,9490
09/13/11,1400,41679,6357,13872,2448,18314,2171,13916,9764
09/13/11,1500,42671,6452,14058,2524,18681,2226,14464,9934
09/13/11,1600,43402,6572,14053,2568,18873,2268,14810,10095
09/13/11,1700,43791,6651,13987,2592,19106,2290,15005,10038
09/13/11,1800,43303,6637,13738,2596,18909,2275,14863,9843
09/13/11,1900,41634,6456,13266,2538,18377,2183,14307,9603
09/13/11,2000,41321,6391,12715,2484,17932,2171,13980,9380
09/13/11,2100,40827,6416,12909,2524,18174,2162,13665,9662
09/13/11,2200,38323,6052,12706,2398,17356,2102,12615,9112
09/13/11,2300,34736,5499,11989,2179,15996,1916,11249,8426
09/13/11,2400,31426,5051,10956,1957,14676,1778,10042,7746
09/12/11,100,26235,4203,10448,1511,12455,1426,8940,6182
09/12/11,200,24943,4008,9781,1457,11865,1381,8355,5858
09/12/11,300,24153,3925,9372,1406,11672,1375,8049,5752
09/12/11,400,23850,3914,9057,1393,11584,1353,7899,5762
09/12/11,500,24275,3979,8948,1429,11802,1370,7956,5839
09/12/11,600,26051,4254,9140,1538,12369,1466,8555,6322
09/12/11,700,29435,4742,9910,1779,13937,1607,9686,7079
09/12/11,800,31255,4979,11025,1901,14584,1625,10113,7446
09/12/11,900,32853,5096,11901,1955,14877,1700,10524,7801
09/12/11,1000,34482,5370,12695,2038,15377,1781,11146,8100
09/12/11,1100,36135,5619,13490,2129,16181,1855,11902,8444
09/12/11,1200,37516,5742,14160,2204,16701,1893,12627,8694
09/12/11,1300,38831,5859,14782,2287,17223,1929,13252,8991
09/12/11,1400,40198,6082,15382,2353,17799,1994,13845,9249
09/12/11,1500,41016,6193,15931,2382,17955,2043,14210,9346
09/12/11,1600,41700,6222,16158,2399,18073,2056,14451,9414
09/12/11,1700,42178,6259,16325,2414,18060,2084,14496,9446
09/12/11,1800,41954,6297,16278,2405,17921,2062,14302,9316
09/12/11,1900,40480,6211,15891,2362,17594,2017,13674,9128
09/12/11,2000,40144,6160,15171,2305,17379,1976,13363,8969
09/12/11,2100,39688,6187,15253,2339,17690,2003,13089,9254
09/12/11,2200,37105,5818,15049,2217,16975,1905,12060,8817
09/12/11,2300,33633,5346,14173,2032,15706,1778,10793,8105
09/12/11,2400,30351,4859,12935,1842,14595,1648,9624,7468
09/11/11,100,27659,4250,9860,1447,12063,1466,9420,5912
09/11/11,200,26225,3955,9274,1363,11632,1383,8534,5671
09/11/11,300,24970,3763,8798,1318,11203,1345,8272,5474
09/11/11,400,24233,3739,8523,1276,10966,1299,8018,5390
09/11/11,500,23898,3665,8308,1269,10890,1298,7856,5363
09/11/11,600,24072,3727,8245,1280,10998,1296,7846,5361
09/11/11,700,24524,3859,8232,1319,11186,1313,8020,5488
09/11/11,800,25275,3935,8261,1360,11496,1329,8343,5588
09/11/11,900,27153,4200,8429,1452,12048,1397,9303,5885
09/11/11,1000,29087,4632,9095,1549,12788,1498,10410,6292
09/11/11,1100,30682,4946,9756,1635,13370,1614,11451,6542
09/11/11,1200,31993,5175,10379,1719,13977,1704,12284,6890
09/11/11,1300,33053,5427,10933,1797,14544,1761,13097,7115
09/11/11,1400,33799,5515,11462,1839,14859,1797,13645,7283
09/11/11,1500,34324,5535,11794,1859,15157,1778,14009,7376
09/11/11,1600,34635,5514,12128,1861,15257,1763,14049,7318
09/11/11,1700,34895,5570,12333,1852,15394,1784,14075,7381
09/11/11,1800,34892,5553,12538,1847,15511,1776,14069,7386
09/11/11,1900,34448,5449,12554,1859,15296,1778,13586,7369
09/11/11,2000,35013,5458,12381,1837,15124,1772,13189,7411
09/11/11,2100,35112,5506,12644,1919,15499,1747,13003,7740
09/11/11,2200,33365,5229,12666,1852,14888,1715,12046,7447
09/11/11,2300,31011,4894,12146,1745,14036,1610,10894,7007
09/11/11,2400,28386,4443,11317,1624,13132,1517,9792,6550
09/10/11,100,29963,4454,10144,1493,12390,1454,9323,6495
09/10/11,200,28174,4223,9458,1402,11876,1383,8678,6164
09/10/11,300,26891,4066,9055,1345,11584,1362,8258,5935
09/10/11,400,26143,3971,8729,1303,11332,1330,7974,5855
09/10/11,500,25790,3940,8587,1299,11383,1320,7903,5812
09/10/11,600,26110,4005,8525,1326,11610,1333,7997,5950
09/10/11,700,26927,4138,8687,1404,11984,1376,8239,6196
09/10/11,800,28082,4321,8963,1457,12348,1428,8652,6429
09/10/11,900,30507,4624,9314,1548,13004,1501,9657,6753
09/10/11,1000,32730,4928,9958,1662,13825,1573,10782,7115
09/10/11,1100,34850,5160,10509,1729,14385,1629,11734,7323
09/10/11,1200,36414,5308,10965,1768,14748,1695,12540,7440
09/10/11,1300,37513,5414,11270,1797,15079,1759,13152,7445
09/10/11,1400,38254,5516,11487,1818,15164,1792,13584,7457
09/10/11,1500,38749,5594,11508,1835,15273,1824,13909,7425
09/10/11,1600,38979,5686,11464,1819,15296,1824,14148,7440
09/10/11,1700,39075,5763,11448,1825,15387,1802,14238,7429
09/10/11,1800,38696,5739,11458,1812,15413,1762,14129,7328
09/10/11,1900,37510,5578,11416,1795,15206,1763,13573,7249
09/10/11,2000,37155,5522,11233,1779,15091,1757,13085,7300
09/10/11,2100,36795,5525,11569,1846,15230,1786,12803,7493
09/10/11,2200,35065,5247,11569,1801,14763,1723,12065,7295
09/10/11,2300,32753,4884,11169,1680,13978,1631,11097,6866
09/10/11,2400,30174,4515,10561,1556,12905,1542,10106,6392
09/09/11,100,28213,4540,9973,1576,12828,1534,9565,6649
09/09/11,200,26717,4342,9393,1486,12177,1449,9000,6437
09/09/11,300,25861,4239,9089,1439,11903,1421,8702,6283
09/09/11,400,25398,4180,8792,1420,11786,1414,8484,6175
09/09/11,500,25653,4221,8713,1456,11942,1440,8635,6223
09/09/11,600,27380,4487,8902,1569,12530,1507,9226,6604
09/09/11,700,30787,5021,9558,1789,13939,1666,10279,7357
09/09/11,800,32945,5236,10690,1910,14610,1747,10906,7864
09/09/11,900,34400,5399,11363,1947,15026,1835,11266,8108
09/09/11,1000,35470,5514,11835,1999,15389,1853,11769,8301
09/09/11,1100,36629,5581,12199,2042,15697,1868,12412,8495
09/09/11,1200,37762,5656,12426,2060,15895,1929,12909,8613
09/09/11,1300,38775,5715,12487,2081,16135,1940,13392,8663
09/09/11,1400,39993,5800,12484,2098,16422,1942,13902,8733
09/09/11,1500,40993,5843,12538,2083,16507,1961,14389,8718
09/09/11,1600,41841,5838,12486,2049,16352,1947,14665,8667
09/09/11,1700,42509,5880,12453,2033,16329,1964,14770,8577
09/09/11,1800,42343,5884,12272,1990,16039,1956,14601,8403
09/09/11,1900,40972,5770,12001,1916,15760,1891,13925,8164
09/09/11,2000,40276,5727,11856,1893,15417,1835,13244,8040
09/09/11,2100,39834,5790,12193,1961,15731,1841,12934,8198
09/09/11,2200,37902,5577,12141,1909,15396,1772,12131,8034
09/09/11,2300,35275,5228,11680,1781,14576,1685,11176,7592
09/09/11,2400,32450,4812,10882,1629,13412,1576,10176,7022
09/08/11,100,28087,4435,9527,1542,12647,1436,9303,6400
09/08/11,200,26638,4188,8986,1468,12149,1348,8848,6129
09/08/11,300,25828,4103,8641,1436,11850,1328,8541,6024
09/08/11,400,25360,4061,8432,1410,11672,1323,8430,6023
09/08/11,500,25682,4136,8361,1443,11918,1354,8547,6105
09/08/11,600,27421,4404,8551,1555,12567,1432,9124,6463
09/08/11,700,30747,4946,9189,1785,14062,1562,10395,7328
09/08/11,800,32730,5178,10245,1913,14688,1653,10981,7779
09/08/11,900,33846,5337,10942,1949,15033,1724,11233,8061
09/08/11,1000,34817,5420,11493,1994,15355,1743,11576,8325
09/08/11,1100,35498,5550,11895,2029,15513,1796,11919,8544
09/08/11,1200,35968,5646,12282,2055,15790,1815,12338,8543
09/08/11,1300,36326,5698,12461,2054,15916,1883,12799,8537
09/08/11,1400,36753,5769,12523,2056,15967,1938,13177,8683
09/08/11,1500,36763,5772,12625,2046,15806,1974,13314,8633
09/08/11,1600,36892,5806,12460,2010,15784,1988,13359,8554
09/08/11,1700,37172,5861,12304,1996,15780,2004,13530,8442
09/08/11,1800,37246,5887,12131,1968,15729,2015,13479,8312
09/08/11,1900,37021,5807,11971,1957,15578,1961,13241,8243
09/08/11,2000,37503,5928,11896,1971,15643,1954,13223,8318
09/08/11,2100,37516,6057,12279,2047,16143,1975,13212,8581
09/08/11,2200,35864,5774,12173,1965,15693,1877,12471,8219
09/08/11,2300,33216,5333,11659,1841,14785,1761,11411,7675
09/08/11,2400,30429,4886,10782,1678,13751,1630,10391,7143
09/07/11,100,25131,4227,9429,1545,12571,1316,8879,6311
09/07/11,200,24190,4057,8880,1476,11911,1273,8513,6087
09/07/11,300,23615,3961,8545,1432,11715,1273,8351,5920
09/07/11,400,23451,3946,8317,1420,11626,1272,8297,5836
09/07/11,500,23919,3986,8244,1441,11804,1288,8395,5917
09/07/11,600,25823,4266,8415,1548,12463,1372,9087,6370
09/07/11,700,29407,4794,9032,1773,13818,1507,10324,7109
09/07/11,800,31650,5061,9971,1903,14565,1605,10893,7582
09/07/11,900,33089,5135,10667,1949,14863,1669,11195,7778
09/07/11,1000,34219,5207,11219,1991,15058,1730,11619,7994
09/07/11,1100,35416,5333,11604,2027,15337,1746,11969,8120
09/07/11,1200,36160,5440,11909,2026,15536,1782,12166,8261
09/07/11,1300,36711,5432,11999,2031,15721,1780,12276,8238
09/07/11,1400,37147,5467,12045,2018,15742,1768,12416,8288
09/07/11,1500,37142,5459,12185,2009,15693,1775,12652,8144
09/07/11,1600,37121,5489,12129,1966,15558,1763,12865,8108
09/07/11,1700,37308,5559,12085,1952,15494,1755,13017,8053
09/07/11,1800,37435,5539,11980,1956,15472,1768,13047,7963
09/07/11,1900,36995,5543,11756,1947,15443,1751,12819,7865
09/07/11,2000,37516,5690,11385,1958,15620,1750,12895,7976
09/07/11,2100,37388,5787,11681,2003,15972,1788,12869,8216
09/07/11,2200,35656,5511,11780,1916,15458,1744,12069,7886
09/07/11,2300,32910,5143,11225,1775,14611,1637,11024,7240
09/07/11,2400,30195,4744,10351,1636,13461,1497,10024,6852
09/06/11,100,28053,3991,8437,1390,12000,1313,9426,5627
09/06/11,200,26234,3902,8015,1346,11605,1247,8915,5447
09/06/11,300,25176,3877,7803,1319,11344,1224,8556,5373
09/06/11,400,24650,3823,7675,1317,11360,1224,8385,5364
09/06/11,500,24776,3897,7686,1346,11451,1239,8521,5476
09/06/11,600,26355,4142,7930,1477,12291,1330,9100,5901
09/06/11,700,29714,4712,8655,1709,13678,1483,10223,6740
09/06/11,800,31667,5071,9669,1828,14370,1574,10824,7313
09/06/11,900,32745,5156,10399,1871,14685,1625,11091,7553
09/06/11,1000,33414,5221,10934,1914,14904,1670,11379,7714
09/06/11,1100,34018,5304,11272,1970,15241,1698,11695,8010
09/06/11,1200,34136,5377,11396,1979,15552,1731,12045,8074
09/06/11,1300,33974,5363,11754,1998,15556,1737,12144,8138
09/06/11,1400,33845,5332,11781,2003,15612,1747,12270,8245
09/06/11,1500,33452,5289,11940,2005,15562,1725,12340,8210
09/06/11,1600,33195,5255,11918,1963,15417,1710,12223,8093
09/06/11,1700,33207,5265,11838,1942,15235,1723,12196,7946
09/06/11,1800,33375,5280,11757,1919,15099,1694,12152,7787
09/06/11,1900,33292,5357,11522,1908,15050,1670,12074,7714
09/06/11,2000,33701,5427,11217,1924,15251,1684,12215,7759
09/06/11,2100,33403,5515,11533,1989,15631,1666,11997,8065
09/06/11,2200,31720,5205,11645,1919,15155,1622,11259,7794
09/06/11,2300,29222,4826,11078,1780,14224,1544,10299,7200
09/06/11,2400,26820,4500,10248,1639,13215,1402,9445,6699
09/05/11,100,30463,4487,9270,1440,12764,1516,10166,6095
09/05/11,200,28645,4237,8683,1360,11980,1447,9536,5787
09/05/11,300,27392,4068,8324,1297,11667,1406,9067,5550
09/05/11,400,26600,3941,8013,1264,11432,1379,8730,5394
09/05/11,500,26367,3915,7891,1246,11461,1390,8559,5365
09/05/11,600,26797,3994,7815,1268,11505,1418,8649,5455
09/05/11,700,27451,4124,7948,1307,11709,1426,8848,5563
09/05/11,800,28110,4211,7896,1318,11864,1421,9145,5584
09/05/11,900,30276,4476,8012,1379,12364,1466,10031,5836
09/05/11,1000,33098,4881,8375,1470,13187,1527,11138,6221
09/05/11,1100,35464,5163,8834,1542,13721,1566,12185,6474
09/05/11,1200,37249,5314,9184,1580,14030,1577,12921,6574
09/05/11,1300,38237,5351,9350,1607,14047,1588,13400,6599
09/05/11,1400,38585,5294,9378,1574,13891,1581,13668,6566
09/05/11,1500,38992,5217,9345,1551,13835,1580,13764,6475
09/05/11,1600,39226,5174,9274,1543,13784,1572,13746,6380
09/05/11,1700,39399,5179,9255,1558,13783,1560,13695,6407
09/05/11,1800,39218,5186,9267,1572,13722,1548,13652,6388
09/05/11,1900,38595,5158,9311,1580,13786,1540,13377,6453
09/05/11,2000,38896,5247,9304,1601,13968,1569,13383,6553
09/05/11,2100,38779,5251,9718,1686,14368,1596,13414,6805
09/05/11,2200,36832,4952,9983,1634,14047,1570,12583,6615
09/05/11,2300,33815,4587,9650,1545,13349,1465,11356,6296
09/05/11,2400,30653,4232,9032,1456,12502,1377,10166,5908
09/04/11,100,29403,4911,11655,1911,14777,1921,9207,7986
09/04/11,200,27662,4620,10938,1777,13954,1820,8640,7388
09/04/11,300,26486,4378,10275,1652,13367,1741,8252,7027
09/04/11,400,25661,4231,9872,1589,12914,1673,8026,6739
09/04/11,500,25201,4140,9593,1551,12725,1627,7914,6536
09/04/11,600,25333,4142,9440,1534,12565,1620,7964,6493
09/04/11,700,25674,4215,9429,1563,12733,1630,8101,6487
09/04/11,800,26452,4342,9305,1588,12909,1620,8382,6460
09/04/11,900,28562,4696,9317,1682,13672,1716,9270,6737
09/04/11,1000,31092,5134,9662,1794,14513,1829,10336,7205
09/04/11,1100,33660,5569,10095,1850,15287,1922,11253,7595
09/04/11,1200,36217,5889,10473,1899,15824,1965,12243,7891
09/04/11,1300,38513,6177,10883,1931,16405,2001,13293,8095
09/04/11,1400,40275,6379,11000,1924,16655,2024,13986,8128
09/04/11,1500,41240,6469,11139,1901,16694,2016,14450,8034
09/04/11,1600,41570,6475,11131,1884,16668,1998,14745,7925
09/04/11,1700,41653,6433,11073,1895,16479,1959,14869,7838
09/04/11,1800,41359,6355,10922,1894,16302,1955,14775,7741
09/04/11,1900,40205,6140,10697,1876,15947,1905,14318,7585
09/04/11,2000,39799,6029,10369,1841,15473,1862,13868,7533
09/04/11,2100,39562,5911,10486,1869,15687,1848,13671,7673
09/04/11,2200,37950,5602,10617,1817,15255,1789,12932,7456
09/04/11,2300,35572,5234,10363,1709,14450,1719,12094,7031
09/04/11,2400,32982,4862,9804,1567,13556,1618,11090,6557
09/03/11,100,27077,4947,15121,2140,15941,1930,9000,8708
09/03/11,200,25599,4677,13948,1973,14896,1833,8453,8157
09/03/11,300,24651,4460,13139,1846,14287,1756,8083,7896
09/03/11,400,23971,4318,12445,1752,13813,1703,7862,7510
09/03/11,500,23768,4232,12002,1711,13327,1661,7775,7236
09/03/11,600,24094,4229,11710,1701,13285,1663,7864,7321
09/03/11,700,24782,4356,11721,1739,13551,1691,8110,7205
09/03/11,800,25811,4505,11782,1750,13600,1717,8448,7267
09/03/11,900,28005,4888,12271,1895,14620,1844,9286,7818
09/03/11,1000,30338,5358,13242,2124,15915,2034,10137,8761
09/03/11,1100,32267,5803,14440,2355,17352,2215,10846,9599
09/03/11,1200,33692,6137,15616,2566,18541,2344,11398,10329
09/03/11,1300,34893,6400,16476,2741,19600,2487,11918,10941
09/03/11,1400,36006,6615,17088,2847,20192,2572,12299,11348
09/03/11,1500,37067,6778,17126,2938,20866,2629,12700,11566
09/03/11,1600,38111,6911,16496,2975,21021,2644,13116,11681
09/03/11,1700,38967,7002,15421,2991,21022,2655,13265,11828
09/03/11,1800,39039,6993,14895,2954,20646,2646,13268,11613
09/03/11,1900,38275,6855,14456,2861,20060,2589,12904,11217
09/03/11,2000,37920,6633,14137,2745,19307,2508,12486,10747
09/03/11,2100,38089,6625,14017,2728,19062,2480,12385,10636
09/03/11,2200,36559,6285,13823,2602,18189,2386,11774,10151
09/03/11,2300,34236,5825,13233,2362,17093,2221,10891,9433
09/03/11,2400,31717,5315,12485,2107,15964,2070,9981,8698
09/02/11,100,27819,4865,16524,2345,16012,1687,8811,8403
09/02/11,200,26314,4606,15381,2191,15063,1610,8304,7916
09/02/11,300,25402,4449,14539,2067,14496,1539,7956,7596
09/02/11,400,24891,4348,13879,1993,13982,1511,7842,7337
09/02/11,500,25072,4350,13445,1965,13985,1514,7870,7315
09/02/11,600,26568,4625,13312,2041,14531,1583,8410,7564
09/02/11,700,29154,5097,13841,2255,15780,1717,9189,8253
09/02/11,800,31226,5327,14830,2358,16345,1813,9786,8847
09/02/11,900,33014,5514,15591,2462,16992,1915,10356,9320
09/02/11,1000,34391,5807,16350,2635,17967,2039,10929,9991
09/02/11,1100,35532,6101,17170,2817,19097,2201,11597,10722
09/02/11,1200,36338,6390,18099,2982,20257,2337,12122,11415
09/02/11,1300,36870,6695,19109,3143,21323,2475,12625,12093
09/02/11,1400,37669,6907,20033,3255,22200,2578,13078,12409
09/02/11,1500,38014,7029,20745,3337,22666,2650,13264,12560
09/02/11,1600,38050,7093,21055,3356,22826,2703,13295,12643
09/02/11,1700,38057,7122,21169,3369,22893,2700,13221,12690
09/02/11,1800,37609,7081,21028,3337,22558,2680,12895,12657
09/02/11,1900,36315,6923,20567,3242,21965,2600,12442,12348
09/02/11,2000,35575,6718,19704,3104,21152,2514,12120,11866
09/02/11,2100,35608,6678,19148,3015,20820,2491,12029,11715
09/02/11,2200,34079,6351,18731,2869,19991,2374,11441,11305
09/02/11,2300,31712,5898,17808,2626,18852,2238,10638,10440
09/02/11,2400,29230,5400,16435,2371,17135,2070,9737,9508
09/01/11,100,27585,4719,14098,2013,14606,1629,8408,7735
09/01/11,200,26037,4468,13024,1890,13904,1539,7866,7438
09/01/11,300,24973,4301,12219,1804,13241,1492,7599,7179
09/01/11,400,24502,4194,11616,1760,13003,1449,7416,7056
09/01/11,500,24668,4244,11343,1757,13166,1462,7550,7143
09/01/11,600,26228,4519,11394,1855,13844,1528,8014,7393
09/01/11,700,28809,5004,12029,2041,15054,1671,8794,8169
09/01/11,800,30742,5284,13119,2232,15689,1771,9243,8641
09/01/11,900,32676,5440,14253,2282,16276,1838,9773,9068
09/01/11,1000,34690,5575,15354,2394,16945,1877,10465,9426
09/01/11,1100,36548,5763,16552,2561,17893,1909,11146,9814
09/01/11,1200,38129,5868,17751,2750,18783,1949,11797,10114
09/01/11,1300,39043,5936,18772,2918,19682,2022,12309,10550
09/01/11,1400,39788,6041,19786,3081,20724,2092,12641,10995
09/01/11,1500,39979,6084,20587,3191,21363,2083,12870,11374
09/01/11,1600,40155,6313,20937,3255,21816,2166,13046,11660
09/01/11,1700,40231,6546,21525,3305,22006,2261,13314,11829
09/01/11,1800,39867,6588,21900,3301,21976,2279,13371,11764
09/01/11,1900,38576,6505,21635,3248,21473,2228,12910,11593
09/01/11,2000,37768,6419,21014,3161,20989,2168,12496,11227
09/01/11,2100,37962,6508,20666,3146,20972,2193,12475,11260
09/01/11,2200,35972,6234,20436,3041,20357,2101,11808,10954
09/01/11,2300,33077,5744,19448,2790,18781,1969,10646,9985
09/01/11,2400,30188,5214,17900,2545,17197,1820,9641,9086
08/31/11,100,26139,4503,10992,1690,13318,1437,8158,6826
08/31/11,200,24710,4239,10284,1593,12699,1367,7627,6559
08/31/11,300,23791,4151,9811,1541,12299,1357,7341,6391
08/31/11,400,23349,4074,9461,1516,12258,1344,7134,6236
08/31/11,500,23651,4110,9322,1535,12288,1344,7269,6319
08/31/11,600,25239,4340,9482,1635,12882,1399,7801,6736
08/31/11,700,27573,4852,10201,1870,14224,1486,8558,7433
08/31/11,800,29605,5048,11255,1988,14820,1569,8978,7842
08/31/11,900,31498,5189,12091,2037,15291,1634,9608,8131
08/31/11,1000,33421,5451,12800,2123,15924,1737,10353,8467
08/31/11,1100,35162,5739,13490,2200,16664,1825,11046,8830
08/31/11,1200,36640,5987,14277,2211,17349,1913,11644,9082
08/31/11,1300,37853,6166,14937,2265,17883,1999,12088,9341
08/31/11,1400,39002,6421,15593,2391,18483,2100,12627,9543
08/31/11,1500,40011,6685,16422,2563,18895,2193,13037,9755
08/31/11,1600,40594,6744,17129,2569,19117,2254,13375,9867
08/31/11,1700,40998,6747,17823,2605,19576,2261,13536,9984
08/31/11,1800,40607,6678,18299,2660,19699,2231,13285,10031
08/31/11,1900,39096,6582,18358,2677,19555,2169,12764,9963
08/31/11,2000,38272,6444,17944,2627,19149,2141,12158,9768
08/31/11,2100,38504,6578,17767,2650,19226,2159,12162,9990
08/31/11,2200,36374,6220,17747,2591,18810,2086,11418,9754
08/31/11,2300,33162,5622,16902,2391,17414,1924,10297,8949
08/31/11,2400,30096,5128,15468,2178,15940,1756,9224,8281
08/30/11,100,24788,4418,10971,1647,13036,1329,7905,6647
08/30/11,200,23505,4180,10228,1546,12365,1276,7457,6331
08/30/11,300,22744,4076,9712,1484,12038,1223,7164,6210
08/30/11,400,22387,4010,9352,1459,11933,1203,7088,6181
08/30/11,500,22673,4087,9181,1470,12058,1213,7230,6241
08/30/11,600,24150,4247,9331,1564,12687,1293,7559,6688
08/30/11,700,26403,4746,9966,1781,14007,1414,8388,7296
08/30/11,800,28179,4895,10917,1873,14525,1472,8837,7451
08/30/11,900,30032,5057,11685,1945,14881,1545,9388,7881
08/30/11,1000,31646,5205,12244,2044,15403,1637,9952,8178
08/30/11,1100,33177,5470,12775,2135,16055,1742,10601,8551
08/30/11,1200,34429,5653,13254,2192,16670,1811,11169,8683
08/30/11,1300,35393,5784,13497,2254,17092,1852,11585,8907
08/30/11,1400,36422,5973,13772,2316,17825,1906,12066,9193
08/30/11,1500,37254,6145,13912,2372,18100,1945,12527,9307
08/30/11,1600,38029,6233,13953,2378,18376,1991,12829,9315
08/30/11,1700,38561,6340,14001,2406,18538,2017,13083,9321
08/30/11,1800,38588,6424,13875,2378,18285,2019,13013,9193
08/30/11,1900,37351,6375,13571,2310,17989,1972,12538,8924
08/30/11,2000,36408,6171,13320,2241,17568,1899,11984,8716
08/30/11,2100,36584,6231,13549,2279,17746,1917,11955,8948
08/30/11,2200,34602,5870,13615,2203,16984,1828,11166,8687
08/30/11,2300,31460,5363,12992,2009,15761,1694,10035,8069
08/30/11,2400,28487,4835,11980,1822,14341,1546,8918,7380
08/29/11,100,22771,4359,10043,1630,12740,1411,7778,6258
08/29/11,200,21707,4144,9501,1548,12139,1341,7287,6038
08/29/11,300,21106,3998,9115,1502,11861,1295,7032,5866
08/29/11,400,20797,4017,8875,1476,11775,1291,6910,5796
08/29/11,500,21093,4088,8799,1500,11808,1299,6976,5884
08/29/11,600,22419,4290,8994,1605,12509,1364,7395,6322
