DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE,DEOK,EKPC
12/20/13,200,27337,5186,10322,1734,13770,1485,9092,6968,2562,1314
12/20/13,300,26746,5134,9925,1689,13617,1451,9038,6902,2489,1302
12/20/13,400,26748,5175,9735,1681,13674,1430,9000,6876,2471,1292
12/20/13,500,27559,5197,9712,1717,14034,1463,9445,6969,2517,1293
12/20/13,600,29752,5553,9968,1833,14778,1521,10282,7405,2675,1409
12/20/13,700,33470,6132,10664,2028,16130,1632,11525,8130,2990,1525
12/20/13,800,35414,6379,11853,2163,16942,1737,12135,8747,3195,1589
12/20/13,900,35161,6310,12618,2156,16831,1777,11774,8749,3174,1508
12/20/13,1000,34465,6197,12777,2147,16617,1749,11527,8847,3197,1482
12/20/13,1100,33853,6109,12880,2143,16408,1786,11184,8816,3205,1474
12/20/13,1200,33367,5976,12983,2120,16044,1781,10825,8787,3168,1438
12/20/13,1300,32725,5842,12933,2095,15822,1758,10500,8698,3140,1418
12/20/13,1400,32276,5739,12839,2083,15433,1739,10222,8677,3135,1369
12/20/13,1500,31827,5647,12826,2052,15219,1719,10025,8527,3109,1348
12/20/13,1600,31896,5630,12775,2031,15034,1715,9890,8463,3094,1339
12/20/13,1700,33545,5856,12808,2068,15269,1758,10234,8647,3140,1355
12/20/13,1800,36206,6265,13509,2140,15936,1845,11251,8998,3270,1452
12/20/13,1900,35982,6251,13792,2123,15910,1842,11225,8918,3251,1488
12/20/13,2000,35180,6168,13586,2064,15592,1806,10956,8719,3174,1447
12/20/13,2100,34199,6036,13353,2012,15313,1775,10654,8490,3108,1438
12/20/13,2200,32864,5805,12973,1936,14930,1719,10216,8154,3025,1409
12/20/13,2300,30836,5503,12526,1812,14174,1624,9630,7672,2875,1327
12/20/13,2400,28437,5130,11818,1680,13236,1505,9002,6991,2664,1202
12/19/13,100,32173,6248,11438,2021,16389,1658,11803,7955,3030,1724
12/19/13,200,31284,6203,10791,1958,15898,1608,11658,7741,2913,1709
12/19/13,300,31072,6078,10401,1914,15823,1576,11640,7587,2863,1672
12/19/13,400,31237,6119,10176,1899,15867,1583,11739,7536,2837,1683
12/19/13,500,32085,6252,10146,1942,16148,1623,12104,7605,2920,1679
12/19/13,600,34488,6531,10355,2069,16830,1689,12905,7992,3085,1796
12/19/13,700,38351,7120,11099,2268,18215,1809,14119,8782,3387,1924
12/19/13,800,39832,7285,12245,2387,18991,1900,14432,9214,3574,1961
12/19/13,900,39237,7072,12766,2349,18545,1914,13831,9131,3487,1901
12/19/13,1000,38107,6820,12777,2301,18063,1905,13013,9086,3411,1756
12/19/13,1100,36906,6522,12676,2257,17334,1868,12271,8982,3367,1642
12/19/13,1200,35697,6263,12628,2225,16485,1854,11528,8775,3293,1495
12/19/13,1300,34555,6108,12538,2199,16080,1831,11062,8694,3244,1460
12/19/13,1400,33930,5956,12498,2165,15826,1821,10656,8625,3213,1404
12/19/13,1500,33626,5825,12573,2141,15437,1799,10414,8546,3154,1346
12/19/13,1600,33709,5832,12551,2117,15400,1771,10334,8551,3169,1323
12/19/13,1700,35434,6007,12677,2143,15611,1765,10768,8747,3204,1357
12/19/13,1800,38416,6572,13535,2294,16695,1885,11919,9352,3407,1523
12/19/13,1900,38493,6609,13984,2332,17009,1914,12221,9431,3478,1637
12/19/13,2000,38015,6684,13779,2311,17123,1895,12211,9372,3439,1667
12/19/13,2100,37384,6639,13570,2276,17048,1883,12054,9265,3398,1667
12/19/13,2200,35911,6427,13312,2208,16721,1816,11552,8903,3269,1631
12/19/13,2300,33268,6093,12818,2070,15906,1703,10805,8348,3068,1514
12/19/13,2400,30511,5684,11879,1919,14917,1583,9962,7730,2828,1422
12/18/13,100,32167,6130,11688,2086,15846,1666,10314,8041,3120,1686
12/18/13,200,31207,5987,11110,2026,15722,1610,10222,7742,3056,1701
12/18/13,300,30876,5914,10896,1985,15565,1604,10272,7663,3015,1750
12/18/13,400,30987,5970,10624,1988,15641,1575,10465,7694,3016,1827
12/18/13,500,31854,6128,10731,2035,16081,1585,10997,7773,3128,1856
12/18/13,600,34319,6495,11036,2178,16944,1689,12037,8148,3316,1913
12/18/13,700,38150,7004,11825,2393,18363,1833,13376,9006,3639,2223
12/18/13,800,39833,7230,12895,2539,19278,1919,14035,9521,3793,2206
12/18/13,900,39214,7124,13473,2514,19109,1921,13601,9486,3749,2086
12/18/13,1000,38124,7004,13451,2467,18802,1916,12966,9508,3674,1933
12/18/13,1100,37226,6961,13476,2441,18391,1931,12536,9508,3585,1816
12/18/13,1200,36625,6953,13358,2386,17768,1954,12045,9399,3511,1689
12/18/13,1300,35970,6832,13114,2344,17404,1948,11685,9275,3457,1597
12/18/13,1400,35834,6783,12928,2315,17106,1951,11378,9232,3404,1508
12/18/13,1500,35691,6716,12892,2284,16870,1936,11168,9106,3355,1451
12/18/13,1600,36030,6683,12844,2251,16718,1938,11251,9070,3322,1414
12/18/13,1700,37991,6900,12923,2280,17027,1954,11864,9286,3376,1546
12/18/13,1800,41310,7384,13835,2454,18416,2086,13356,9955,3635,1773
12/18/13,1900,41512,7504,14588,2534,19038,2083,13842,10136,3785,1929
12/18/13,2000,41123,7564,14429,2518,19081,2067,14000,10086,3782,2001
12/18/13,2100,40593,7444,14212,2498,19151,2025,14046,9982,3761,2019
12/18/13,2200,39183,7226,13933,2430,18753,2010,13680,9669,3651,2028
12/18/13,2300,36755,6942,13339,2281,17944,1907,12946,8998,3446,1929
12/18/13,2400,34021,6574,12406,2127,16945,1758,12226,8379,3177,1820
12/17/13,100,32017,6136,12083,2073,16179,1679,10917,8135,3031,1636
12/17/13,200,31109,5975,11488,2009,15815,1628,10720,7895,2916,1589
12/17/13,300,30629,5906,11213,1961,15584,1604,10681,7770,2850,1573
12/17/13,400,30657,5890,11068,1962,15514,1566,10877,7704,2868,1554
12/17/13,500,31546,5986,11037,1997,15863,1585,11301,7789,2934,1570
12/17/13,600,33962,6316,11254,2122,16688,1656,12224,8252,3157,1668
12/17/13,700,37374,6859,11975,2342,18117,1779,13510,8997,3471,1837
12/17/13,800,39369,7094,13162,2488,18856,1871,14031,9589,3703,1873
12/17/13,900,39569,7003,13650,2461,18718,1904,13679,9617,3664,1795
12/17/13,1000,39433,6956,13700,2473,18430,1947,13106,9617,3639,1716
12/17/13,1100,39270,6914,13637,2477,18289,1898,12555,9697,3667,1724
12/17/13,1200,38843,6823,13707,2442,18023,1905,12041,9532,3673,1679
12/17/13,1300,38571,6739,13445,2425,17733,1914,11523,9436,3619,1637
12/17/13,1400,38380,6714,13183,2399,17558,1909,11420,9385,3531,1628
12/17/13,1500,38125,6602,13052,2397,17291,1885,11253,9326,3537,1606
12/17/13,1600,38268,6604,12911,2381,17207,1866,11284,9277,3560,1672
12/17/13,1700,39876,6824,13027,2402,17538,1898,11718,9441,3576,1732
12/17/13,1800,42386,7332,13861,2555,18559,2031,12817,10016,3811,1861
12/17/13,1900,42392,7369,14629,2620,18897,2047,12972,10113,3886,2012
12/17/13,2000,41962,7397,14538,2602,18897,2048,12956,9990,3883,2064
12/17/13,2100,41297,7315,14362,2558,18848,2023,12791,9953,3845,2083
12/17/13,2200,39603,7086,14075,2470,18492,1943,12330,9659,3746,2054
12/17/13,2300,36908,6825,13519,2327,17612,1858,11538,9083,3506,1976
