DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE,DEOK,EKPC
10/11/13,100,22991,4155,9537,1533,11394,1295,7706,6221,2289,970
10/11/13,200,22024,4011,8944,1465,10994,1242,7375,6018,2183,919
10/11/13,300,21458,3976,8575,1420,10793,1215,7253,5887,2131,902
10/11/13,400,21373,3976,8323,1411,10793,1226,7164,5881,2112,910
10/11/13,500,21769,3994,8260,1431,10932,1272,7364,5974,2144,910
10/11/13,600,23503,4325,8398,1533,11650,1341,7932,6275,2284,996
10/11/13,700,26853,4812,8989,1753,12988,1442,9051,7078,2566,1129
10/11/13,800,29102,5026,10052,1874,13841,1570,9674,7586,2751,1153
10/11/13,900,29820,5151,10619,1868,13892,1618,9704,7600,2776,1106
10/11/13,1000,30405,5248,11022,1907,14012,1614,9852,7709,2804,1109
10/11/13,1100,30784,5290,11398,1947,14225,1646,9931,7836,2877,1154
10/11/13,1200,30951,5298,11771,1979,14263,1645,9932,7873,2954,1153
10/11/13,1300,30900,5208,11995,1995,14387,1688,9897,7848,2999,1127
10/11/13,1400,30762,5218,12179,2024,14495,1696,9869,7898,3059,1215
10/11/13,1500,30476,5139,12348,2025,14351,1652,9751,7841,3086,1196
10/11/13,1600,30172,5077,12323,2000,14269,1662,9694,7749,3117,1234
10/11/13,1700,30225,5114,12192,2026,14199,1643,9706,7642,3109,1283
10/11/13,1800,30351,5077,12016,1981,14059,1638,9796,7451,3083,1290
10/11/13,1900,30948,5132,11716,1935,13844,1597,10005,7353,2993,1285
10/11/13,2000,30946,5319,11833,1943,14132,1634,10123,7632,3017,1280
10/11/13,2100,30024,5188,11900,1916,13824,1605,9896,7533,2970,1298
10/11/13,2200,28745,4976,11549,1833,13386,1546,9437,7259,2886,1223
10/11/13,2300,26756,4696,11079,1708,12671,1454,8798,6808,2720,1147
10/11/13,2400,24707,4326,10288,1573,11733,1364,8252,6342,2523,1040
10/10/13,100,22562,4104,9374,1536,11493,1346,7675,6180,2245,867
10/10/13,200,21656,3951,8822,1477,11051,1281,7399,6012,2155,817
10/10/13,300,21135,3939,8477,1432,10915,1242,7191,5882,2095,837
10/10/13,400,20993,3918,8271,1418,10902,1242,7188,5807,2072,891
10/10/13,500,21527,3987,8184,1450,11120,1246,7347,5901,2098,828
10/10/13,600,23439,4341,8349,1556,11925,1330,8029,6314,2263,979
10/10/13,700,26847,4800,9005,1779,13252,1475,9143,7156,2578,1084
10/10/13,800,28940,5047,10099,1913,14154,1535,9826,7673,2738,1144
10/10/13,900,29468,5091,10621,1915,14141,1546,9934,7687,2740,1188
10/10/13,1000,29965,5145,10939,1926,14147,1590,10046,7732,2782,1069
10/10/13,1100,30349,5155,11294,1968,14371,1622,10094,7770,2852,1089
10/10/13,1200,30471,5199,11693,1992,14381,1668,10074,7756,2901,1109
10/10/13,1300,30401,5184,11921,2008,14349,1681,10088,7785,2933,1159
10/10/13,1400,30321,5202,12054,2019,14414,1701,10118,7860,2968,1131
10/10/13,1500,30230,5162,12211,2018,14357,1710,10008,7799,2985,1173
10/10/13,1600,30164,5176,12252,1984,14296,1711,9958,7646,3008,1167
10/10/13,1700,30419,5220,12187,1980,14253,1691,10056,7609,3008,1216
10/10/13,1800,30901,5252,12061,1966,14102,1669,10228,7475,2981,1250
10/10/13,1900,31940,5375,11860,1934,14112,1681,10471,7488,2920,1237
10/10/13,2000,32216,5528,11992,2001,14646,1718,10723,7933,3009,1303
10/10/13,2100,31212,5422,12173,2000,14550,1671,10412,7912,3008,1283
10/10/13,2200,29487,5167,11812,1903,13957,1626,9822,7611,2877,1186
10/10/13,2300,27008,4793,11208,1767,12995,1487,9007,7085,2678,1146
10/10/13,2400,24783,4435,10354,1633,12023,1392,8272,6568,2446,1043
10/09/13,100,22414,4040,9527,1536,11323,1292,7437,6186,2242,841
10/09/13,200,21502,3944,8928,1475,10984,1255,7155,6004,2147,789
10/09/13,300,20985,3912,8552,1438,10741,1252,6979,5935,2088,806
10/09/13,400,20878,3916,8340,1416,10632,1241,6964,5864,2085,798
10/09/13,500,21378,4022,8285,1452,10956,1263,7166,5971,2128,794
10/09/13,600,23203,4366,8430,1554,11803,1341,7772,6335,2278,901
10/09/13,700,26737,4828,9057,1779,13293,1468,8853,7015,2570,1052
10/09/13,800,28513,5046,10125,1915,14187,1557,9489,7481,2729,1088
10/09/13,900,28935,5071,10634,1913,14096,1597,9597,7471,2731,1073
10/09/13,1000,29220,5060,10987,1920,14085,1618,9720,7498,2755,1068
10/09/13,1100,29481,5059,11294,1957,14169,1646,9774,7626,2836,1055
10/09/13,1200,29575,5045,11620,1969,14256,1670,9786,7666,2890,1040
10/09/13,1300,29462,5013,11781,1989,14252,1677,9808,7661,2902,1029
10/09/13,1400,29547,5041,11887,1979,14274,1683,9783,7697,2981,1052
10/09/13,1500,29386,4974,12058,2060,14260,1701,9674,7622,2921,1069
10/09/13,1600,29257,4982,12059,2071,14136,1693,9758,7523,2907,1067
10/09/13,1700,29451,4987,11992,2009,14245,1665,9817,7509,2961,1119
10/09/13,1800,29897,5048,11897,1987,14016,1659,10152,7399,2958,1165
10/09/13,1900,30981,5144,11696,1954,14031,1672,10504,7487,2901,1146
10/09/13,2000,31737,5409,11816,2012,14640,1709,10684,7883,2978,1210
10/09/13,2100,30794,5333,11999,2038,14544,1683,10312,7835,2991,1202
10/09/13,2200,29069,5061,11645,1949,14076,1625,9678,7532,2847,1158
10/09/13,2300,26538,4719,11061,1786,13075,1529,8867,6979,2640,1077
10/09/13,2400,24259,4363,10217,1639,12233,1427,8179,6487,2398,932
10/08/13,100,22853,3977,9259,1533,11313,1294,7827,6195,2285,840
10/08/13,200,21776,3911,8724,1465,10917,1263,7363,5957,2194,802
10/08/13,300,21166,3838,8429,1423,10802,1225,7128,5823,2138,782
10/08/13,400,20949,3860,8218,1412,10795,1231,7017,5878,2120,794
10/08/13,500,21388,3926,8170,1432,11035,1236,7045,5908,2143,820
10/08/13,600,23161,4301,8367,1556,11815,1316,7561,6282,2283,890
10/08/13,700,26568,4835,9048,1776,13374,1447,8843,7119,2610,1027
10/08/13,800,28315,5061,10167,1921,14158,1539,9259,7536,2786,1106
10/08/13,900,28717,5028,10693,1915,14057,1552,9440,7603,2768,1053
10/08/13,1000,28980,5081,10952,1922,14159,1587,9509,7660,2803,1092
10/08/13,1100,29403,5112,11240,1950,14221,1633,9685,7799,2846,1051
10/08/13,1200,29546,5139,11572,1958,14332,1663,9667,7864,2881,1035
10/08/13,1300,29545,5128,11787,1959,14311,1673,9695,7943,2883,1041
10/08/13,1400,29686,5124,11945,1968,14313,1688,9734,7982,2891,1006
10/08/13,1500,29688,5096,12149,1961,14185,1691,9667,7889,2904,1011
10/08/13,1600,29763,5362,12207,1941,14139,1689,9841,7819,2899,1029
10/08/13,1700,29766,5115,12182,1919,14147,1677,9995,7735,2889,1033
10/08/13,1800,29828,5066,12112,1911,14036,1654,9673,7612,2864,1056
10/08/13,1900,30588,5116,11919,1897,13906,1634,10035,7579,2844,1071
10/08/13,2000,31645,5346,12038,1971,14499,1693,10401,7934,2939,1143
10/08/13,2100,30788,5318,12213,1988,14556,1669,10164,7924,2941,1184
10/08/13,2200,29025,5088,11850,1909,13907,1587,9554,7552,2809,1137
10/08/13,2300,26447,4669,11218,1771,12908,1491,8727,7025,2605,1026
10/08/13,2400,24107,4354,10339,1623,11945,1380,7936,6561,2373,890
10/07/13,100,26058,4384,8547,1419,11609,1526,9083,6222,2247,814
10/07/13,200,24814,4275,8169,1365,11246,1448,8631,5951,2144,778
10/07/13,300,24168,4140,7957,1340,11021,1397,8371,5805,2110,738
10/07/13,400,23947,4139,7901,1332,11004,1404,8291,5765,2070,743
10/07/13,500,24549,4167,7883,1372,11120,1373,8523,5810,2111,748
10/07/13,600,26604,4465,8135,1489,11753,1399,9240,6155,2242,820
10/07/13,700,30469,4953,8840,1712,13057,1532,10469,6936,2546,962
10/07/13,800,32635,5215,10020,1859,13915,1621,11184,7401,2748,1020
10/07/13,900,33711,5307,10698,1876,14026,1657,11443,7495,2803,997
10/07/13,1000,34604,5302,10978,1902,14106,1706,11813,7572,2824,1037
10/07/13,1100,35419,5311,11057,1942,14268,1697,12193,7742,2873,1052
10/07/13,1200,35852,5296,11143,1947,14344,1705,12406,7844,2892,1050
10/07/13,1300,35710,5234,11252,1949,14309,1721,12225,7754,2904,1041
10/07/13,1400,35540,5277,11337,1938,14289,1710,12074,7774,2915,1065
10/07/13,1500,34792,5131,11451,1939,14231,1692,11885,7672,2911,1024
10/07/13,1600,33977,5107,11489,1906,14079,1667,11571,7578,2870,1037
10/07/13,1700,33486,5098,11428,1893,13971,1654,11499,7567,2864,1072
10/07/13,1800,33244,5089,11372,1894,13860,1623,11416,7535,2839,1082
10/07/13,1900,33208,5105,11285,1886,13937,1623,11466,7696,2820,1082
10/07/13,2000,33324,5382,11506,1960,14526,1673,11697,8023,2937,1169
10/07/13,2100,32110,5246,11774,1962,14477,1655,11209,7964,2936,1198
10/07/13,2200,30070,4996,11468,1878,13800,1598,10399,7566,2813,1120
10/07/13,2300,27364,4593,10888,1754,12947,1490,9439,7086,2614,1021
10/07/13,2400,24792,4274,10074,1624,11989,1378,8446,6582,2408,918
10/06/13,100,26221,4185,10248,1545,11917,1447,9154,6315,2625,957
10/06/13,200,24740,3953,9543,1456,11284,1384,8531,6014,2487,883
10/06/13,300,23727,3809,8908,1396,10939,1351,8146,5847,2386,836
10/06/13,400,23053,3715,8463,1353,10686,1317,7854,5730,2277,786
10/06/13,500,22727,3668,8201,1336,10622,1309,7749,5651,2253,798
10/06/13,600,22998,3696,8046,1347,10625,1308,7761,5751,2284,799
10/06/13,700,23704,3801,8073,1382,10857,1334,7965,5915,2336,794
10/06/13,800,24465,3945,8241,1447,11221,1359,8244,6065,2423,873
10/06/13,900,26206,4273,8245,1508,11783,1419,9053,6307,2567,961
10/06/13,1000,27992,4621,8579,1587,12448,1521,10095,6737,2683,1065
10/06/13,1100,29500,4985,8890,1642,13054,1649,11060,7122,2794,1095
10/06/13,1200,30923,5310,9148,1684,13522,1747,11960,7354,2878,1113
10/06/13,1300,32249,5585,9354,1725,14057,1818,12734,7595,2916,1165
10/06/13,1400,33275,5789,9499,1751,14346,1881,13199,7660,2977,1226
10/06/13,1500,34133,5964,9492,1765,14521,1940,13515,7664,3004,1247
10/06/13,1600,34698,6131,9421,1761,14665,2000,13792,7694,3019,1223
10/06/13,1700,35071,6180,9369,1783,14750,2029,13788,7822,3018,1216
10/06/13,1800,35225,6199,9483,1770,14822,2021,13569,7838,2977,1207
10/06/13,1900,35340,6017,9708,1761,14708,1968,13255,7866,2929,1215
10/06/13,2000,36004,6091,10082,1784,14937,1964,13375,8157,2950,1225
10/06/13,2100,35097,5946,10209,1771,14641,1950,12840,8044,2924,1205
10/06/13,2200,33115,5573,10015,1669,13906,1894,11945,7673,2774,1126
10/06/13,2300,30510,5041,9623,1573,12928,1782,10883,7124,2587,993
10/06/13,2400,27972,4659,9118,1481,12114,1594,9875,6568,2402,889
10/05/13,100,26814,4375,10570,1666,12301,1519,8883,6605,2820,991
10/05/13,200,25271,4176,9832,1558,11699,1446,8328,6269,2663,919
10/05/13,300,24234,3979,9392,1491,11305,1394,7925,6051,2536,882
10/05/13,400,23592,3943,9098,1452,11084,1364,7691,5875,2449,819
10/05/13,500,23373,3909,8973,1439,10878,1353,7637,5870,2430,842
10/05/13,600,23739,4007,8978,1472,11115,1371,7722,5972,2458,836
10/05/13,700,24796,4136,9206,1530,11515,1412,8107,6300,2557,868
10/05/13,800,25738,4297,9692,1621,12010,1458,8483,6556,2676,926
10/05/13,900,27716,4585,9989,1701,12492,1516,9309,6806,2795,975
10/05/13,1000,29809,4857,10718,1800,13059,1584,10253,7292,2967,1103
10/05/13,1100,31494,5172,11288,1881,13780,1688,11196,7618,3190,1190
10/05/13,1200,32843,5382,11799,1936,14191,1748,12091,7826,3338,1241
10/05/13,1300,33882,5624,12175,1970,14564,1800,12845,7833,3425,1308
10/05/13,1400,34792,5788,12474,2004,14958,1858,13351,7784,3428,1362
10/05/13,1500,35527,5911,12662,2012,15171,1871,13701,7757,3370,1374
10/05/13,1600,36030,5974,12851,1989,15319,1881,13926,7699,3305,1372
10/05/13,1700,36257,5964,12796,1967,15054,1856,13908,7689,3249,1456
10/05/13,1800,35940,5837,12621,1956,15239,1851,13715,7684,3213,1405
10/05/13,1900,35509,5740,12316,1919,15100,1838,13224,7609,3189,1357
10/05/13,2000,35735,5768,12389,1959,15298,1811,13127,7909,3262,1349
10/05/13,2100,34558,5577,12385,1947,14961,1784,12485,7899,3245,1322
10/05/13,2200,32869,5318,12102,1866,14373,1718,11733,7583,3144,1255
10/05/13,2300,30685,4928,11665,1762,13591,1631,10865,7228,2995,1171
10/05/13,2400,28335,4554,11037,1651,12662,1532,9965,6801,2814,1046
10/04/13,100,25362,4429,10702,1722,12483,1480,8537,6773,2754,1047
10/04/13,200,24046,4211,10067,1626,11891,1407,8079,6500,2615,935
10/04/13,300,23210,4135,9486,1566,11654,1368,7782,6322,2501,887
10/04/13,400,22811,4001,9179,1523,11451,1365,7633,6222,2428,857
10/04/13,500,23110,4037,9030,1543,11556,1383,7706,6291,2453,848
10/04/13,600,24762,4301,9211,1646,12271,1451,8271,6678,2594,915
10/04/13,700,28167,4842,9900,1883,13514,1599,9418,7499,2916,1044
10/04/13,800,29778,5142,11114,2026,14411,1701,9980,7979,3100,1099
10/04/13,900,30947,5218,11797,2045,14657,1775,10230,8155,3133,1075
10/04/13,1000,32334,5359,12364,2101,14917,1836,10788,8430,3243,1112
10/04/13,1100,33773,5534,12838,2180,15429,1929,11340,8742,3418,1156
10/04/13,1200,35069,5744,13181,2263,16048,1996,12010,8878,3573,1238
10/04/13,1300,36342,5932,13272,2338,16582,2041,12629,9022,3698,1297
10/04/13,1400,37729,6113,13381,2415,16964,2083,13190,9166,3802,1392
10/04/13,1500,38654,6232,13563,2379,17211,2097,13583,9071,3814,1422
10/04/13,1600,39285,6342,13494,2295,17160,2108,13883,8935,3814,1490
10/04/13,1700,39531,6367,13387,2303,17006,2066,13972,8817,3842,1534
10/04/13,1800,39025,6265,13254,2277,16619,1985,13795,8615,3841,1515
10/04/13,1900,37935,6066,13104,2235,16054,1945,13230,8431,3719,1475
10/04/13,2000,37996,6080,13186,2250,16119,1970,13016,8567,3644,1438
10/04/13,2100,36512,5889,13275,2214,15868,1909,12300,8441,3573,1411
10/04/13,2200,34551,5523,12836,2115,15177,1833,11606,8182,3450,1327
10/04/13,2300,31922,5131,12255,1982,14219,1718,10669,7654,3273,1226
10/04/13,2400,29150,4679,11422,1814,13206,1613,9729,7071,3045,1101
10/03/13,100,25287,4307,10141,1713,12268,1471,8240,6608,2670,1096
10/03/13,200,23964,4129,9463,1624,11724,1405,7865,6290,2545,1035
10/03/13,300,23126,4051,9083,1563,11378,1354,7522,6157,2459,1006
10/03/13,400,22728,4010,8874,1534,11354,1337,7441,6066,2418,979
10/03/13,500,22991,4020,8814,1553,11486,1345,7386,6118,2456,964
10/03/13,600,24683,4273,9025,1672,12121,1440,7985,6502,2611,1014
10/03/13,700,28069,4778,9775,1907,13535,1595,9182,7254,2972,1197
10/03/13,800,29582,4956,11126,2072,14403,1699,9697,7814,3214,1264
10/03/13,900,30554,4996,11912,2099,14530,1732,9926,7970,3233,1222
10/03/13,1000,31599,5112,12412,2143,14788,1777,10414,8190,3310,1224
10/03/13,1100,32639,5345,12755,2182,15273,1852,10923,8465,3418,1264
10/03/13,1200,33490,5511,13019,2210,15685,1895,11507,8654,3460,1299
10/03/13,1300,34145,5655,12985,2247,15993,1909,11812,8811,3513,1376
10/03/13,1400,35078,5783,13065,2244,16356,1964,12239,8916,3592,1422
10/03/13,1500,35613,5846,13293,2244,16488,1978,12486,8951,3653,1446
10/03/13,1600,35769,5955,13539,2212,16362,2021,12770,8884,3692,1500
10/03/13,1700,35792,5994,13689,2222,16410,2044,12731,8838,3695,1525
10/03/13,1800,35557,5983,13595,2233,16257,2040,12761,8711,3710,1550
10/03/13,1900,35557,5929,13451,2216,16036,2022,12583,8580,3635,1537
10/03/13,2000,36434,6101,13457,2247,16355,2015,12828,8803,3660,1501
10/03/13,2100,35391,5944,13650,2273,16267,1948,12375,8818,3659,1528
10/03/13,2200,33329,5689,13321,2180,15542,1838,11501,8393,3540,1482
10/03/13,2300,30345,5166,12582,2018,14494,1703,10862,7820,3292,1313
10/03/13,2400,27552,4724,11610,1845,13361,1592,9537,7309,2981,1205
10/02/13,100,23855,4213,10453,1612,11809,1394,7936,6424,2520,1047
10/02/13,200,22768,4053,9818,1526,11288,1344,7512,6151,2405,989
10/02/13,300,22033,3943,9349,1490,11106,1309,7270,6033,2314,873
10/02/13,400,21789,3922,9055,1450,10941,1303,7172,5987,2299,934
10/02/13,500,22152,3946,8943,1479,11140,1305,7309,6092,2304,931
10/02/13,600,23908,4213,9128,1588,11840,1389,7909,6394,2462,1006
10/02/13,700,27373,4722,9758,1829,13274,1529,9096,7273,2778,1178
10/02/13,800,29033,5007,10864,1964,14138,1624,9549,7682,2967,1221
10/02/13,900,29956,5045,11438,1989,14149,1668,9819,7790,3003,1186
10/02/13,1000,31025,5204,11870,2037,14435,1754,10221,8030,3072,1195
10/02/13,1100,32210,5408,12318,2106,14861,1820,10759,8254,3174,1242
10/02/13,1200,33151,5557,12668,2130,15268,1890,11273,8411,3228,1288
10/02/13,1300,34051,5673,12893,2172,15718,1963,11633,8440,3287,1319
10/02/13,1400,35162,5830,13080,2222,16050,2004,12216,8660,3351,1366
10/02/13,1500,35832,5900,13347,2249,16503,2033,12558,8753,3436,1434
10/02/13,1600,36480,6010,13483,2273,16613,2059,12800,8746,3493,1475
10/02/13,1700,37006,6096,13521,2277,16777,2064,12899,8717,3571,1499
10/02/13,1800,36901,6050,13357,2286,16685,2037,13029,8531,3569,1535
10/02/13,1900,36273,5911,12987,2240,16300,1982,12544,8393,3481,1507
10/02/13,2000,36987,6048,12748,2289,16473,1995,12681,8583,3540,1517
10/02/13,2100,35817,5921,12956,2286,16418,1964,12140,8519,3537,1575
10/02/13,2200,33496,5700,12606,2174,15649,1860,11196,8118,3395,1462
10/02/13,2300,30361,5063,11937,2007,14417,1695,10106,7540,3147,1348
10/02/13,2400,27478,4635,11001,1831,13220,1593,9071,7005,2884,1197
10/01/13,100,22856,4125,9678,1568,11771,1344,7544,6298,2425,1003
10/01/13,200,21876,3995,9126,1497,11279,1323,7175,6003,2338,940
10/01/13,300,21295,3892,8750,1443,10980,1298,7044,5890,2266,927
10/01/13,400,21109,3904,8577,1417,10921,1259,6977,5793,2242,913
10/01/13,500,21579,3977,8499,1438,11047,1269,7160,5925,2262,934
10/01/13,600,23328,4284,8701,1547,11710,1366,7775,6321,2408,1004
10/01/13,700,26813,4764,9387,1764,13104,1513,8976,7071,2743,1164
10/01/13,800,28447,4949,10613,1887,13905,1575,9477,7455,2871,1181
10/01/13,900,29119,4969,11353,1898,13955,1633,9611,7572,2868,1154
10/01/13,1000,29886,5104,11779,1951,14186,1683,9780,7839,2953,1163
10/01/13,1100,30776,5263,12050,2035,14640,1745,10116,8031,3102,1210
10/01/13,1200,31540,5402,12296,2065,14950,1805,10478,8210,3181,1236
10/01/13,1300,32178,5499,12374,2094,15201,1824,10771,8251,3241,1281
10/01/13,1400,32851,5593,12483,2119,15374,1838,11135,8410,3304,1342
10/01/13,1500,33311,5537,12800,2124,15406,1870,11401,8403,3406,1336
10/01/13,1600,33639,5610,13034,2114,15452,1860,11563,8401,3438,1373
10/01/13,1700,33793,5693,13189,2111,15463,1888,11782,8323,3459,1451
10/01/13,1800,33778,5647,13243,2111,15324,1894,11772,8269,3470,1483
10/01/13,1900,33412,5590,13104,2082,15109,1837,11495,8109,3410,1499
10/01/13,2000,34460,5791,12974,2121,15419,1869,11825,8305,3384,1493
10/01/13,2100,33484,5700,13295,2164,15489,1817,11433,8399,3434,1518
10/01/13,2200,31351,5374,12986,2058,14611,1723,10523,7980,3276,1441
10/01/13,2300,28415,4952,12290,1910,13577,1612,9595,7368,3004,1291
10/01/13,2400,25804,4563,11387,1729,12468,1473,8605,6815,2732,1157
09/30/13,100,21592,3859,8653,1455,11222,1321,7312,5944,2285,958
09/30/13,200,20797,3787,8268,1404,10979,1289,6992,5819,2185,914
09/30/13,300,20365,3728,8039,1381,10751,1278,6816,5701,2154,908
09/30/13,400,20287,3720,7947,1379,10776,1261,6746,5743,2110,883
09/30/13,500,20890,3866,7891,1406,11094,1276,7014,5762,2177,909
09/30/13,600,22762,4218,8137,1535,11738,1342,7646,6204,2359,984
09/30/13,700,26204,4745,8815,1753,13202,1489,8745,7095,2667,1138
09/30/13,800,27818,4950,9966,1925,14113,1590,9257,7660,2879,1206
09/30/13,900,28552,5037,10560,1947,14241,1655,9397,7846,2920,1148
09/30/13,1000,29236,5125,10977,1979,14406,1707,9556,7963,3011,1175
09/30/13,1100,29931,5171,11356,2028,14623,1754,9765,8087,3081,1205
09/30/13,1200,30393,5274,11750,2039,14850,1769,10032,8125,3124,1198
09/30/13,1300,30723,5287,11894,2064,15041,1810,10152,8170,3152,1267
09/30/13,1400,31114,5327,11997,2055,15219,1821,10278,8169,3158,1313
09/30/13,1500,31191,5312,12201,2049,15221,1821,10349,8112,3180,1322
09/30/13,1600,31213,5318,12262,2016,15044,1797,10538,8001,3172,1335
09/30/13,1700,31389,5347,12272,1999,15008,1784,10671,7904,3202,1367
09/30/13,1800,31418,5374,12205,1990,14923,1773,10679,7832,3193,1408
09/30/13,1900,31372,5417,12040,1976,14843,1753,10604,7725,3154,1409
09/30/13,2000,32525,5664,11968,2045,15239,1814,11048,8029,3219,1423
09/30/13,2100,31670,5565,12275,2071,15278,1767,10758,8103,3280,1498
09/30/13,2200,29638,5244,11930,1964,14585,1703,9998,7739,3153,1385
09/30/13,2300,27008,4845,11368,1824,13618,1574,9023,7142,2915,1243
09/30/13,2400,24584,4455,10513,1663,12497,1433,8162,6659,2654,1111
09/29/13,100,21777,3197,10212,1480,10879,1287,7427,5704,2358,533
09/29/13,200,20759,3224,9600,1359,10321,1234,7040,5402,2247,524
09/29/13,300,20126,3579,9045,1248,10182,1195,6838,5301,2160,519
09/29/13,400,19748,3473,8533,1194,9960,1170,6723,5257,2094,514
09/29/13,500,19650,3705,8158,1180,9915,1155,6690,5177,2073,522
09/29/13,600,20000,3619,8041,1167,10045,1184,6837,5264,2090,521
09/29/13,700,20692,3658,8029,1213,10359,1235,7144,5407,2120,519
09/29/13,800,21312,3741,8112,1303,10706,1246,7429,5463,2204,522
09/29/13,900,22809,3730,8095,1401,11304,1306,8055,5768,2311,523
09/29/13,1000,24174,3860,8567,1495,11795,1389,8596,6011,2450,543
09/29/13,1100,25125,3926,8960,1554,11968,1441,8936,6211,2535,558
09/29/13,1200,25609,3992,9360,1606,12232,1481,9112,6426,2630,554
09/29/13,1300,25942,4077,9545,1657,12503,1525,9173,6553,2700,561
09/29/13,1400,26044,4018,9787,1657,12589,1541,9265,6617,2699,588
09/29/13,1500,26145,4103,9802,1655,12666,1585,9347,6586,2684,564
09/29/13,1600,26330,4106,9915,1631,12743,1600,9495,6647,2665,567
09/29/13,1700,26852,4189,9897,1635,12878,1599,9623,6677,2689,571
09/29/13,1800,27373,4300,9948,1653,12730,1610,9691,6787,2715,596
09/29/13,1900,27824,4250,9887,1616,13013,1631,9813,6893,2740,645
09/29/13,2000,29384,4516,10061,1686,13553,1683,10305,7216,2826,752
09/29/13,2100,28899,4409,10481,1699,13708,1661,10175,7237,2873,800
09/29/13,2200,27176,4070,10277,1599,13125,1607,9439,6981,2751,736
09/29/13,2300,25128,3771,9845,1525,12440,1522,8615,6567,2573,642
09/29/13,2400,23177,3528,9298,1481,11675,1407,7847,6204,2422,533
09/28/13,100,22563,4000,9803,1479,11287,1290,7583,5932,2370,1003
09/28/13,200,21523,3840,9175,1377,10887,1240,7238,5682,2248,948
09/28/13,300,20850,3764,8708,1331,10581,1201,7018,5510,2161,898
09/28/13,400,20514,3721,8455,1306,10374,1199,6935,5455,2128,866
09/28/13,500,20515,3725,8261,1310,10360,1190,6914,5422,2112,871
09/28/13,600,21007,3864,8283,1337,10654,1224,7099,5547,2132,911
09/28/13,700,22081,3961,8454,1425,11008,1268,7454,5845,2233,937
09/28/13,800,23061,4123,8806,1494,11411,1316,7762,5963,2307,973
09/28/13,900,24708,4397,9053,1566,11880,1372,8477,6296,2427,1048
09/28/13,1000,25948,4604,9628,1654,12362,1441,8925,6574,2605,1096
09/28/13,1100,26570,4668,10219,1712,12676,1492,9184,6728,2711,1137
09/28/13,1200,26761,4717,10671,1749,13033,1516,9298,6879,2814,1194
09/28/13,1300,26781,4718,11046,1788,13243,1552,9277,6921,2857,1198
09/28/13,1400,26670,4690,11366,1806,13401,1561,9211,6931,2938,1267
09/28/13,1500,26599,4612,11628,1828,13516,1564,9133,6953,3004,1307
09/28/13,1600,26636,4648,11809,1854,13643,1578,9108,6993,3057,1357
09/28/13,1700,26889,4700,11801,1888,13763,1555,9118,6978,3095,1426
09/28/13,1800,27125,4688,11743,1878,13775,1553,9155,6987,3104,1414
09/28/13,1900,27216,4647,11503,1850,13513,1529,9215,6822,3054,1378
09/28/13,2000,28409,4789,11724,1843,13625,1576,9672,7087,3032,1294
09/28/13,2100,27993,4768,11995,1863,13652,1575,9544,7146,3053,1333
09/28/13,2200,26795,4555,11895,1771,13070,1518,9179,6863,2919,1287
09/28/13,2300,25220,4243,11537,1661,12357,1432,8575,6486,2754,1191
09/28/13,2400,23367,3972,10948,1526,11562,1344,7956,6055,2546,1073
09/27/13,100,22998,4109,9646,1560,11935,1309,7626,6165,2448,989
09/27/13,200,21989,3933,9007,1486,11437,1267,7288,5930,2329,943
09/27/13,300,21481,3922,8630,1429,11194,1259,7073,5828,2252,912
09/27/13,400,21277,3822,8377,1407,11033,1240,7020,5716,2201,892
09/27/13,500,21720,3971,8275,1423,11236,1249,7132,5860,2236,898
09/27/13,600,23410,4209,8415,1521,11928,1312,7743,6222,2370,982
09/27/13,700,26694,4708,9036,1728,13221,1454,8853,6931,2636,1095
09/27/13,800,28445,4867,10032,1834,13858,1513,9396,7327,2783,1175
09/27/13,900,29107,4967,10580,1852,13974,1563,9574,7450,2833,1162
09/27/13,1000,29680,5077,11098,1906,14164,1625,9806,7632,2922,1139
09/27/13,1100,30191,5127,11582,1969,14519,1671,10012,7861,3033,1174
09/27/13,1200,30559,5185,12008,2007,14649,1715,10088,7912,3107,1185
09/27/13,1300,30667,5235,12342,2062,14850,1746,10156,7937,3195,1218
09/27/13,1400,30837,5275,12610,2080,15089,1791,10200,8027,3266,1303
09/27/13,1500,30651,5246,12908,2100,15222,1798,10221,7938,3329,1317
09/27/13,1600,30409,5263,13035,2089,15229,1779,10192,7839,3357,1386
09/27/13,1700,30340,5211,13100,2104,15245,1772,10113,7715,3376,1426
09/27/13,1800,30055,5223,13021,2075,15037,1722,10075,7601,3312,1478
09/27/13,1900,29710,5199,12667,2010,14589,1669,9872,7389,3203,1389
09/27/13,2000,30504,5272,12308,1964,14523,1658,10069,7494,3093,1352
09/27/13,2100,29832,5200,12475,1967,14441,1628,9980,7535,3080,1375
09/27/13,2200,28400,4922,12055,1885,13854,1563,9516,7256,2943,1259
09/27/13,2300,26438,4591,11471,1753,13006,1484,8870,6845,2766,1201
09/27/13,2400,24324,4246,10689,1597,11986,1387,8171,6330,2550,1087
09/26/13,100,22692,4076,9471,1528,11792,1309,7551,6196,2323,1003
09/26/13,200,21685,3964,8916,1461,11344,1246,7277,5978,2249,978
09/26/13,300,21250,3956,8588,1414,11159,1226,7132,5893,2174,951
09/26/13,400,21032,3912,8354,1397,11104,1214,7096,5871,2150,915
