DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE,DEOK,EKPC
12/31/17,100,35242,6906,12132,2266,17422,1656,13822,7849,3752,2397
12/31/17,200,34410,6858,11711,2230,17219,1619,13911,7649,3660,2390
12/31/17,300,34150,6853,11405,2205,17313,1600,14084,7576,3615,2422
12/31/17,400,34220,6903,11235,2190,17396,1587,14375,7550,3598,2472
12/31/17,500,34627,7014,11145,2185,17512,1597,14695,7546,3612,2542
12/31/17,600,35438,7129,11192,2213,17779,1615,15117,7622,3635,2554
12/31/17,700,36615,7256,11288,2280,18166,1649,15680,7807,3688,2622
12/31/17,800,37612,7492,11507,2341,18646,1683,16145,7984,3772,2697
12/31/17,900,38435,7596,11554,2392,18954,1717,16430,8080,3786,2759
12/31/17,1000,38803,7670,11624,2459,19254,1749,16363,8259,3888,2757
12/31/17,1100,39375,7683,11673,2463,19026,1781,16119,8309,3966,2625
12/31/17,1200,39565,7671,11787,2399,18750,1815,15724,8259,3911,2507
12/31/17,1300,39664,7672,11883,2307,18370,1810,15592,8155,3752,2435
12/31/17,1400,39888,7610,11799,2260,17984,1776,15628,8072,3717,2357
12/31/17,1500,40210,7525,11704,2235,17803,1754,15897,8061,3708,2248
12/31/17,1600,40604,7503,11661,2231,17915,1763,16176,8067,3767,2264
12/31/17,1700,42013,7655,11840,2297,18287,1807,16793,8261,3838,2348
12/31/17,1800,44605,8145,12581,2432,19263,1920,17670,8904,4004,2505
12/31/17,1900,44650,8205,13452,2514,19608,1938,17740,9064,4122,2614
12/31/17,2000,43948,8053,13393,2484,19442,1907,17522,8888,4070,2633
12/31/17,2100,43092,8012,13192,2452,19323,1869,17362,8687,4006,2632
12/31/17,2200,42090,7864,13116,2421,19092,1834,17214,8500,3961,2648
12/31/17,2300,40972,7710,12809,2375,18877,1795,16929,8309,3882,2617
12/31/17,2400,39928,7612,12563,2345,18687,1749,16789,8127,3817,2605
12/30/17,100,35657,6647,11644,2047,16387,1593,13711,7704,3274,1883
12/30/17,200,34540,6551,11233,1985,16128,1552,13518,7480,3191,1854
12/30/17,300,33812,6530,10947,1954,15980,1529,13460,7386,3162,1848
12/30/17,400,33635,6549,10828,1942,15814,1517,13555,7362,3122,1824
12/30/17,500,33975,6623,10782,1953,15695,1516,13774,7359,3132,1845
12/30/17,600,34625,6713,10917,1994,16004,1532,14148,7451,3188,1845
12/30/17,700,35660,6817,11169,2059,16339,1552,14573,7667,3290,1912
12/30/17,800,36743,7011,11621,2153,16786,1603,14947,7902,3407,1945
12/30/17,900,37753,7195,11832,2196,17182,1638,15154,8081,3491,2015
12/30/17,1000,38948,7307,12099,2273,17579,1706,15015,8256,3594,2051
12/30/17,1100,39344,7261,12146,2316,17689,1752,14616,8402,3662,2096
12/30/17,1200,38996,7121,12280,2328,17735,1771,14063,8401,3692,2048
12/30/17,1300,38194,6997,12261,2321,17523,1763,13599,8414,3674,2085
12/30/17,1400,37309,6876,12179,2324,17379,1749,13258,8287,3676,2096
12/30/17,1500,37004,6856,12059,2307,17280,1746,13015,8174,3651,2097
12/30/17,1600,36982,6928,11974,2312,17338,1727,12929,8215,3710,2114
12/30/17,1700,38164,7128,12154,2367,17663,1774,13415,8434,3781,2185
12/30/17,1800,40447,7528,12878,2478,18461,1878,14324,9016,3995,2263
12/30/17,1900,40782,7607,13673,2559,18815,1909,14591,9182,4116,2339
12/30/17,2000,40506,7590,13686,2550,18807,1906,14646,9140,4098,2334
12/30/17,2100,40383,7587,13632,2530,18713,1892,14664,9049,4105,2364
12/30/17,2200,39438,7448,13423,2503,18478,1849,14566,8850,4087,2379
12/30/17,2300,37874,7255,13191,2429,18150,1789,14249,8516,3978,2405
12/30/17,2400,36156,7018,12684,2353,17761,1719,13960,8161,3876,2355
12/29/17,100,37263,7366,12009,2114,17799,1653,15687,7977,3480,2220
12/29/17,200,36393,7136,11531,2081,17511,1606,15493,7784,3427,2189
12/29/17,300,36128,7041,11222,2064,17319,1568,15383,7717,3373,2186
12/29/17,400,36164,7038,11005,2063,17280,1569,15433,7639,3338,2174
12/29/17,500,36408,7103,10961,2071,17404,1588,15678,7726,3359,2190
12/29/17,600,37602,7331,11130,2146,17730,1647,16183,7988,3445,2206
12/29/17,700,39607,7649,11552,2257,18515,1720,16806,8397,3590,2303
12/29/17,800,41148,7953,12196,2359,19167,1805,17124,8793,3732,2286
12/29/17,900,41411,8038,12542,2388,19175,1837,16989,8934,3787,2324
12/29/17,1000,40683,8020,12746,2437,19128,1881,16265,9091,3803,2254
12/29/17,1100,40156,7913,12906,2434,18723,1893,15496,9082,3753,2139
12/29/17,1200,39874,7744,12991,2417,18395,1878,14788,9034,3658,2005
12/29/17,1300,39287,7415,13023,2375,17881,1881,14028,8958,3705,1955
12/29/17,1400,37977,7259,12988,2357,17516,1867,13359,8928,3614,1884
12/29/17,1500,37776,7104,12999,2334,17365,1847,12983,8849,3603,1867
12/29/17,1600,38432,7069,12907,2331,17346,1817,13081,8767,3584,1901
12/29/17,1700,40134,7268,12917,2341,17680,1850,13955,8833,3640,1922
12/29/17,1800,42982,7755,13437,2431,18425,1941,15153,9300,3823,1934
12/29/17,1900,42882,7789,13862,2452,18704,1933,15357,9257,3878,2144
12/29/17,2000,42555,7761,13767,2425,18619,1916,15293,9074,3845,2073
12/29/17,2100,41865,7687,13572,2389,18491,1877,15254,8966,3777,2086
12/29/17,2200,40769,7553,13294,2319,18209,1819,15016,8727,3692,2065
12/29/17,2300,39088,7296,12917,2224,17635,1749,14623,8458,3540,2038
12/29/17,2400,37286,6955,12340,2111,16839,1666,14109,8033,3412,1995
12/28/17,100,35776,7299,12475,2273,18572,1677,14580,8277,3697,2480
12/28/17,200,35231,7204,12015,2243,18457,1655,14644,8074,3641,2485
12/28/17,300,35109,7213,11751,2249,18436,1628,14903,8016,3607,2479
12/28/17,400,35384,7280,11595,2230,18615,1619,15284,8007,3606,2522
12/28/17,500,36213,7516,11578,2262,18897,1647,15870,8139,3681,2533
12/28/17,600,37794,7676,11714,2342,19394,1704,16702,8439,3813,2609
12/28/17,700,40209,8013,12108,2455,20246,1788,17545,8940,3985,2731
12/28/17,800,41719,8236,12758,2558,20677,1855,17999,9365,4137,2739
12/28/17,900,42322,8222,13145,2589,20846,1892,17790,9470,4184,2756
12/28/17,1000,41625,8138,13379,2611,20683,1912,17177,9550,4217,2737
12/28/17,1100,40756,7984,13386,2632,20419,1911,16567,9526,4248,2568
12/28/17,1200,39895,7802,13529,2592,19891,1902,15993,9383,4155,2465
12/28/17,1300,39369,7622,13608,2538,19411,1904,15506,9276,4019,2302
12/28/17,1400,39132,7484,13445,2460,19048,1889,15135,9141,3920,2176
12/28/17,1500,39023,7403,13504,2406,18635,1877,14926,8995,3801,2106
12/28/17,1600,39620,7417,13432,2361,18318,1850,15062,8987,3730,2028
12/28/17,1700,41556,7622,13409,2371,18601,1874,15889,9038,3775,2047
12/28/17,1800,44628,8140,13992,2512,19453,1976,17317,9557,3990,2226
12/28/17,1900,44715,8271,14435,2559,19911,2002,17542,9684,4133,2359
12/28/17,2000,44411,8313,14245,2533,19991,1973,17590,9587,4108,2390
12/28/17,2100,43686,8277,14055,2489,19858,1953,17519,9403,4070,2439
12/28/17,2200,42977,8164,13782,2416,19459,1907,17205,9188,3946,2404
12/28/17,2300,40722,7865,13353,2304,18897,1818,16574,8774,3773,2353
12/28/17,2400,38835,7600,12638,2208,18204,1721,16055,8284,3601,2291
12/27/17,100,32068,6241,12171,2185,16443,1557,12066,7880,3431,1909
12/27/17,200,31130,6192,11767,2166,16299,1520,11804,7748,3410,1899
12/27/17,300,30780,6145,11473,2156,16334,1509,11719,7683,3411,1954
12/27/17,400,30928,6165,11415,2172,16497,1502,11790,7747,3457,1975
12/27/17,500,31584,6283,11408,2238,16813,1527,12147,7878,3559,2099
12/27/17,600,33274,6573,11636,2336,17507,1580,12772,8203,3756,2176
12/27/17,700,35834,6891,12163,2482,18449,1683,13535,8733,3967,2340
12/27/17,800,37635,7222,12914,2615,19213,1776,13964,9176,4132,2442
12/27/17,900,38521,7336,13317,2650,19424,1801,14119,9275,4170,2467
12/27/17,1000,38883,7392,13496,2631,19305,1834,14194,9417,4145,2449
12/27/17,1100,38762,7343,13574,2592,19081,1834,14169,9409,4068,2362
12/27/17,1200,38009,7300,13624,2519,18763,1823,13875,9331,3981,2284
12/27/17,1300,37100,7190,13540,2470,18444,1833,13338,9263,3881,2159
12/27/17,1400,36893,7100,13420,2419,18156,1822,12958,9201,3803,2123
12/27/17,1500,36965,7030,13354,2382,17948,1802,12794,9132,3731,2061
12/27/17,1600,37393,7076,13261,2374,17868,1794,12958,9124,3697,2047
12/27/17,1700,39472,7354,13315,2413,18241,1854,13740,9239,3776,2122
12/27/17,1800,42622,7935,14028,2549,19342,1973,15136,9763,4054,2337
12/27/17,1900,42852,8065,14694,2628,19907,1984,15484,9878,4225,2509
12/27/17,2000,42636,8126,14610,2608,19960,1973,15625,9778,4204,2540
12/27/17,2100,42095,8112,14446,2572,19963,1950,15670,9699,4171,2590
12/27/17,2200,40825,7948,14214,2513,19743,1888,15487,9354,4074,2540
12/27/17,2300,38963,7670,13757,2427,19228,1828,15068,8987,3945,2538
12/27/17,2400,37245,7434,13105,2347,18796,1734,14706,8572,3783,2489
12/26/17,100,29834,6056,11091,1939,15157,1449,11757,7174,3001,1784
12/26/17,200,29126,5978,10798,1902,14880,1416,11578,7047,2924,1729
12/26/17,300,28881,5961,10642,1893,14790,1401,11600,6956,2921,1746
12/26/17,400,29050,5996,10577,1902,14833,1405,11689,6966,2933,1797
12/26/17,500,29763,6087,10587,1935,15109,1430,12017,7088,2984,1791
12/26/17,600,31345,6308,10807,1996,15598,1490,12636,7351,3096,1900
12/26/17,700,33546,6562,11283,2118,16313,1576,13367,7769,3276,1937
12/26/17,800,35095,6819,11949,2228,16992,1647,13830,8191,3458,2013
12/26/17,900,35778,6941,12326,2273,17347,1689,13855,8360,3481,2041
12/26/17,1000,36167,6984,12602,2339,17706,1721,13664,8597,3490,2075
12/26/17,1100,36174,6879,12788,2342,17611,1735,13380,8687,3457,2035
12/26/17,1200,35383,6764,12888,2336,17324,1737,12932,8683,3432,1991
12/26/17,1300,34365,6673,12869,2304,17132,1738,12488,8616,3392,1917
12/26/17,1400,34005,6579,12787,2284,16818,1742,11959,8570,3422,1872
12/26/17,1500,34027,6548,12726,2289,16711,1726,11836,8524,3404,1793
12/26/17,1600,34548,6636,12653,2271,16568,1730,12035,8540,3431,1796
12/26/17,1700,36633,6851,12708,2313,16997,1770,12703,8721,3506,1856
12/26/17,1800,39550,7260,13459,2433,17870,1875,14000,9229,3729,1939
12/26/17,1900,39664,7330,14251,2498,18210,1887,14279,9334,3822,2076
12/26/17,2000,39235,7282,14183,2489,18194,1869,14279,9253,3809,2054
12/26/17,2100,38577,7196,14019,2450,18099,1832,14106,9118,3838,2043
12/26/17,2200,37313,7002,13813,2407,17721,1790,13690,8865,3751,2064
12/26/17,2300,35355,6710,13438,2311,17277,1702,13083,8527,3628,2019
12/26/17,2400,33445,6436,12814,2246,16735,1615,12472,8159,3503,1932
12/25/17,100,26710,5156,10596,1907,13699,1322,9995,6625,3039,1841
12/25/17,200,25666,5048,10223,1883,13613,1292,9712,6471,2977,1839
12/25/17,300,25085,5047,10004,1847,13633,1281,9601,6405,2922,1842
12/25/17,400,24923,5131,9801,1836,13806,1287,9657,6447,2897,1847
12/25/17,500,25259,5268,9754,1843,14055,1302,9942,6508,2913,1875
12/25/17,600,26232,5493,9853,1876,14387,1343,10413,6645,2964,1908
12/25/17,700,27605,5794,10060,1929,14910,1387,11088,6852,3027,1961
12/25/17,800,28948,6105,10354,2005,15521,1431,11729,7119,3137,2015
12/25/17,900,30051,6310,10412,2061,15892,1468,11991,7289,3199,2087
12/25/17,1000,30606,6413,10512,2075,16041,1508,11927,7468,3218,2053
12/25/17,1100,30794,6393,10577,2055,15934,1532,11912,7470,3165,1991
12/25/17,1200,30775,6360,10585,2053,15643,1541,11950,7427,3159,1957
12/25/17,1300,30487,6196,10601,2029,15208,1527,11858,7375,3119,1870
12/25/17,1400,30217,6047,10572,1959,14833,1505,11706,7247,3059,1822
12/25/17,1500,30232,5997,10571,1910,14657,1504,11585,7233,2988,1753
12/25/17,1600,30663,6042,10629,1896,14690,1505,11727,7232,2968,1759
12/25/17,1700,32197,6204,10830,1929,14967,1529,12280,7309,3027,1810
12/25/17,1800,34215,6531,11444,2076,15847,1606,13152,7770,3219,1871
12/25/17,1900,34422,6612,12013,2143,16228,1611,13226,7958,3331,1978
12/25/17,2000,34405,6634,11977,2134,16305,1610,13228,8007,3326,1974
12/25/17,2100,34305,6661,11983,2132,16291,1618,13174,8026,3344,1992
12/25/17,2200,33652,6599,11960,2113,16187,1608,12961,7913,3316,1974
12/25/17,2300,32554,6431,11847,2073,15868,1571,12552,7691,3233,1909
12/25/17,2400,31272,6209,11525,2010,15456,1505,12075,7422,3126,1854
12/24/17,100,25482,5019,10490,1727,12925,1355,8664,6635,2732,1495
12/24/17,200,24531,4844,9971,1671,12704,1304,8493,6403,2644,1476
12/24/17,300,24000,4779,9723,1658,12466,1281,8439,6267,2604,1461
12/24/17,400,23884,4769,9501,1641,12385,1261,8531,6216,2576,1411
12/24/17,500,24085,4830,9451,1639,12481,1268,8704,6219,2588,1470
12/24/17,600,24771,4946,9412,1672,12710,1287,9079,6317,2628,1508
12/24/17,700,25994,5128,9561,1719,13087,1316,9646,6483,2702,1547
12/24/17,800,27240,5407,9798,1804,13673,1362,10289,6744,2820,1656
12/24/17,900,28397,5654,10060,1874,14237,1405,10856,6898,2917,1772
12/24/17,1000,29089,5751,10358,1940,14541,1457,11166,7085,2995,1823
12/24/17,1100,29362,5724,10616,1937,14497,1483,11219,7172,2980,1776
12/24/17,1200,29421,5659,10807,1914,14337,1488,11197,7188,3012,1706
12/24/17,1300,29413,5602,10834,1912,14213,1467,11195,7278,3017,1686
12/24/17,1400,29372,5537,10814,1910,14061,1466,11111,7272,3008,1649
12/24/17,1500,29521,5525,10816,1892,13946,1449,11127,7205,2988,1632
12/24/17,1600,29741,5548,10809,1885,13891,1422,11218,7158,2970,1573
12/24/17,1700,31116,5711,10870,1908,14074,1456,11534,7214,3011,1598
12/24/17,1800,32489,5919,11460,1976,14615,1542,11940,7522,3094,1662
12/24/17,1900,31939,5835,11871,1971,14658,1525,11786,7460,3122,1689
12/24/17,2000,31363,5767,11744,1943,14457,1501,11583,7359,3114,1734
12/24/17,2100,30988,5747,11608,1966,14403,1493,11444,7307,3148,1803
12/24/17,2200,30574,5680,11479,1974,14331,1480,11221,7245,3183,1869
12/24/17,2300,29595,5529,11375,1985,14145,1427,10880,7065,3185,1860
12/24/17,2400,28154,5326,10975,1955,13892,1373,9739,6853,3119,1872
12/23/17,100,26040,4804,10222,1568,12507,1252,9147,6457,2399,1134
12/23/17,200,24877,4631,9755,1515,12086,1201,8818,6245,2291,1053
12/23/17,300,24233,4565,9402,1477,11917,1174,8638,6120,2245,1021
12/23/17,400,23992,4553,9193,1483,11832,1178,8524,6063,2230,1035
12/23/17,500,24118,4573,9112,1498,11914,1169,8597,6133,2260,1040
12/23/17,600,24713,4688,9222,1558,12213,1188,8858,6273,2347,1054
12/23/17,700,25853,4851,9515,1641,12570,1233,9221,6495,2470,1119
12/23/17,800,27177,5119,9934,1741,13089,1285,9674,6853,2612,1189
12/23/17,900,28685,5285,10247,1839,13621,1333,10055,7101,2759,1305
12/23/17,1000,29963,5493,10369,1924,13995,1375,10255,7341,2904,1370
12/23/17,1100,30622,5566,10443,1995,14316,1421,10235,7542,3025,1476
12/23/17,1200,30703,5591,10463,2028,14314,1452,10111,7636,3078,1527
12/23/17,1300,30342,5490,10452,1717,14601,1465,9794,7592,3093,1538
12/23/17,1400,29789,5476,10395,1974,14219,1472,9532,7500,3052,1562
12/23/17,1500,29391,5410,10294,1967,14092,1472,9459,7449,3046,1532
12/23/17,1600,29316,5479,10190,1950,14062,1500,9589,7419,3053,1585
12/23/17,1700,30387,5645,10329,1963,14221,1536,9959,7565,3080,1605
12/23/17,1800,31663,5856,11112,2035,14804,1614,10532,7901,3216,1697
12/23/17,1900,31418,5875,11785,2061,14911,1625,10531,7977,3239,1709
12/23/17,2000,31071,5845,11813,2031,14809,1618,10356,7903,3196,1702
12/23/17,2100,30559,5822,11764,2019,14765,1597,10240,7832,3185,1707
12/23/17,2200,29772,5726,11675,1974,14539,1569,9988,7658,3105,1683
12/23/17,2300,28581,5528,11453,1901,14070,1507,9557,7380,3009,1652
12/23/17,2400,27044,5217,10993,1816,13418,1427,9056,7000,2870,1542
12/22/17,100,29501,5617,10307,1790,13770,1356,11246,7088,2566,1228
12/22/17,200,28509,5413,9758,1713,13456,1315,10872,6858,2451,1216
12/22/17,300,27979,5349,9428,1670,13303,1286,10694,6734,2392,1174
12/22/17,400,27878,5335,9224,1651,13295,1268,10652,6701,2342,1211
12/22/17,500,28388,5395,9201,1673,13525,1283,10839,6788,2369,1190
12/22/17,600,30070,5634,9416,1752,14082,1343,11492,7070,2489,1244
12/22/17,700,32898,5928,9980,1888,14907,1435,12332,7592,2679,1333
12/22/17,800,34651,6216,10890,2023,15466,1532,12880,8036,2839,1350
12/22/17,900,34902,6280,11440,2055,15637,1529,12836,8134,2913,1353
12/22/17,1000,34739,6231,11536,2082,15628,1560,12539,8218,2962,1411
12/22/17,1100,34350,6121,11595,2102,15549,1581,12043,8233,2987,1391
12/22/17,1200,33557,6062,11642,2084,15347,1578,11506,8230,2990,1392
12/22/17,1300,32556,5939,11630,2055,15020,1554,10962,8140,2957,1375
12/22/17,1400,31978,5856,11554,2027,14774,1528,10643,8094,2950,1349
12/22/17,1500,31633,5754,11536,1992,14504,1521,10464,8004,2920,1364
12/22/17,1600,31912,5750,11504,1966,14535,1514,10490,7918,2914,1383
12/22/17,1700,33408,5893,11595,1980,14675,1571,10876,8018,2939,1402
12/22/17,1800,35052,6149,12210,2050,15245,1625,11613,8405,3083,1440
12/22/17,1900,34553,6114,12504,2042,15222,1599,11610,8276,3050,1466
12/22/17,2000,33787,6008,12271,2004,14969,1576,11329,8143,2995,1428
12/22/17,2100,32940,5924,12032,1951,14876,1539,11083,8019,2932,1393
12/22/17,2200,31756,5734,11779,1891,14410,1498,10782,7693,2851,1384
12/22/17,2300,29934,5420,11457,1773,13824,1414,10197,7311,2726,1321
12/22/17,2400,27861,5070,10860,1659,13042,1321,9580,6811,2543,1190
12/21/17,100,29298,5972,10574,1952,14729,1440,10622,7440,2875,1568
12/21/17,200,28547,5875,10046,1911,14463,1394,10566,7173,2790,1582
12/21/17,300,28281,5852,9702,1872,14456,1381,10701,7092,2760,1569
12/21/17,400,28477,5906,9554,1896,14520,1395,10882,7107,2780,1590
12/21/17,500,29401,6036,9541,1930,14931,1426,11435,7242,2862,1649
12/21/17,600,31616,6433,9774,2053,15813,1496,12266,7549,3048,1673
12/21/17,700,35063,6864,10472,2229,16953,1614,13432,8172,3306,1772
12/21/17,800,36751,7165,11496,2375,17766,1712,14096,8622,3486,1874
12/21/17,900,36240,7096,12092,2365,17796,1715,13744,8675,3482,1829
12/21/17,1000,34769,6759,12161,2346,17460,1708,12855,8705,3421,1721
12/21/17,1100,33622,6502,12178,2298,16874,1698,12109,8747,3335,1593
12/21/17,1200,32632,6328,12171,2240,16412,1679,11506,8665,3235,1543
12/21/17,1300,31828,6076,12076,2203,15907,1646,11057,8555,3128,1449
12/21/17,1400,31575,5964,12054,2165,15633,1634,10732,8485,3065,1430
12/21/17,1500,31564,5848,12101,2115,15261,1626,10664,8384,3005,1348
12/21/17,1600,32149,5830,12081,2070,15072,1606,10812,8320,2984,1378
12/21/17,1700,34175,5978,12090,2090,15291,1635,11517,8479,2999,1385
12/21/17,1800,37117,6523,12740,2192,16200,1753,12749,8877,3173,1509
12/21/17,1900,37394,6683,12990,2248,16442,1754,13091,8924,3276,1521
12/21/17,2000,37176,6730,12766,2214,16440,1725,13155,8804,3251,1549
12/21/17,2100,36687,6673,12548,2204,16275,1691,13150,8698,3199,1529
12/21/17,2200,35509,6546,12306,2149,15906,1645,12908,8431,3112,1487
12/21/17,2300,33429,6219,11829,2038,15199,1542,12422,7987,2942,1430
12/21/17,2400,31293,5828,11069,1897,14391,1443,11778,7467,2729,1298
12/20/17,100,26055,5053,10256,1831,13376,1339,9092,6976,2655,1297
12/20/17,200,25105,4981,9757,1773,13002,1296,8787,6828,2582,1253
12/20/17,300,24601,4904,9468,1750,12834,1278,8593,6718,2534,1245
12/20/17,400,24591,4965,9338,1763,12881,1286,8684,6704,2551,1249
12/20/17,500,25395,5169,9362,1820,13076,1319,8936,6944,2617,1280
12/20/17,600,27495,5532,9644,1940,13993,1399,9621,7357,2811,1389
12/20/17,700,31087,6036,10387,2159,15193,1527,10601,8088,3107,1494
12/20/17,800,33035,6322,11491,2298,16197,1621,11138,8586,3314,1538
12/20/17,900,33095,6374,11991,2318,16122,1644,11196,8623,3292,1568
12/20/17,1000,33022,6264,12028,2311,16070,1657,11189,8534,3255,1563
12/20/17,1100,32908,6239,12008,2297,15838,1642,11192,8559,3244,1571
12/20/17,1200,32521,6143,11978,2220,15606,1635,11188,8373,3207,1516
12/20/17,1300,31937,5987,11882,2172,15353,1617,11056,8297,3105,1493
12/20/17,1400,31602,5827,11820,2148,15187,1598,11048,8329,3042,1447
12/20/17,1500,31484,5809,11851,2115,14973,1570,10910,8184,2989,1437
12/20/17,1600,31814,5879,11884,2074,14911,1564,11008,8045,2974,1399
12/20/17,1700,33567,6050,11995,2088,15179,1602,11460,8163,3015,1432
12/20/17,1800,36439,6520,12708,2217,16223,1734,12421,8804,3247,1573
12/20/17,1900,36713,6754,13266,2308,16647,1760,12560,9077,3389,1704
12/20/17,2000,36605,6757,13121,2311,16731,1760,12453,8990,3390,1731
12/20/17,2100,36256,6797,12935,2311,16680,1723,12353,8957,3392,1733
12/20/17,2200,35018,6704,12641,2241,16540,1695,11991,8663,3300,1752
12/20/17,2300,32959,6407,12171,2149,15816,1612,11422,8271,3180,1678
12/20/17,2400,30817,6106,11373,2034,15186,1517,10911,7744,2996,1612
12/19/17,100,26533,5221,10256,1849,13709,1341,9444,6999,2714,1351
12/19/17,200,25716,5060,9694,1793,13356,1289,9376,6751,2620,1231
12/19/17,300,25364,4973,9389,1752,13206,1269,9389,6604,2568,1274
12/19/17,400,25392,4994,9229,1753,13154,1267,9588,6570,2534,1296
12/19/17,500,26161,5112,9220,1780,13405,1285,9994,6732,2619,1365
12/19/17,600,28261,5446,9502,1885,14196,1358,10967,7030,2760,1460
12/19/17,700,31687,5960,10205,2076,15531,1500,12081,7705,3035,1575
12/19/17,800,33521,6235,11264,2209,16283,1591,12710,8226,3215,1628
12/19/17,900,33254,6202,11732,2195,16261,1595,12343,8160,3212,1649
12/19/17,1000,32446,6076,11784,2188,15998,1587,11527,8124,3176,1618
12/19/17,1100,31556,5920,11745,2180,15697,1590,10969,8167,3177,1515
12/19/17,1200,30707,5816,11659,2137,15395,1564,10531,8062,3189,1459
12/19/17,1300,30123,5635,11506,2135,15065,1554,10211,7962,3168,1408
12/19/17,1400,29936,5650,11354,2143,14972,1558,10040,7962,3130,1390
12/19/17,1500,29846,5563,11333,2139,14690,1519,10005,7832,3095,1391
12/19/17,1600,30237,5534,11230,2118,14623,1511,10111,7865,3079,1376
12/19/17,1700,31966,5760,11294,2145,14860,1570,10598,8085,3088,1442
12/19/17,1800,34631,6234,12044,2257,15692,1687,11617,8548,3313,1520
12/19/17,1900,34736,6350,12606,2276,16101,1692,11824,8652,3371,1620
12/19/17,2000,34335,6302,12489,2249,16029,1674,11738,8554,3351,1541
12/19/17,2100,33735,6287,12350,2221,15994,1653,11446,8504,3293,1602
12/19/17,2200,32334,6042,12140,2153,15529,1621,11007,8300,3193,1516
12/19/17,2300,30019,5699,11698,2040,14783,1514,10338,7821,3004,1453
12/19/17,2400,27700,5331,10984,1920,13869,1408,9601,7270,2798,1342
12/18/17,100,27725,5460,9560,1813,13972,1380,10111,6890,2682,1402
12/18/17,200,26806,5335,9159,1754,13687,1352,9854,6736,2593,1384
12/18/17,300,26439,5276,8890,1742,13528,1330,9793,6648,2572,1363
12/18/17,400,26569,5316,8822,1740,13550,1338,10131,6664,2549,1339
12/18/17,500,27449,5502,8828,1800,13970,1369,10480,6814,2620,1383
12/18/17,600,29685,5760,9148,1921,14700,1434,11439,7215,2818,1489
12/18/17,700,33016,6311,9887,2123,16077,1571,12786,7931,3123,1641
12/18/17,800,34978,6647,10995,2257,16798,1656,13471,8437,3309,1662
12/18/17,900,34924,6566,11710,2280,16733,1663,13031,8494,3329,1591
12/18/17,1000,34074,6472,11852,2284,16654,1684,12155,8505,3346,1617
12/18/17,1100,33188,6372,11843,2303,16582,1693,11457,8554,3351,1538
12/18/17,1200,32341,6214,11899,2273,16399,1703,10889,8511,3312,1545
12/18/17,1300,31687,6093,11851,2275,16204,1687,10538,8582,3282,1554
12/18/17,1400,31444,6124,11716,2251,15928,1702,10423,8576,3277,1522
12/18/17,1500,31336,6097,11578,2240,15684,1698,10129,8511,3253,1531
12/18/17,1600,31875,6162,11474,2203,15578,1687,10269,8452,3275,1527
12/18/17,1700,33788,6288,11460,2220,15771,1716,10796,8553,3281,1559
12/18/17,1800,36077,6608,12157,2333,16510,1777,11880,8855,3459,1662
12/18/17,1900,36189,6615,12798,2343,16755,1773,12042,8882,3483,1731
12/18/17,2000,35659,6636,12710,2311,16766,1749,12005,8809,3457,1728
12/18/17,2100,34843,6538,12567,2256,16519,1715,11797,8677,3389,1692
12/18/17,2200,33299,6283,12308,2181,16031,1649,11347,8296,3274,1646
12/18/17,2300,30861,5877,11800,2064,15188,1536,10645,7908,3065,1529
12/18/17,2400,28336,5511,11013,1924,14387,1427,9963,7346,2855,1408
12/17/17,100,29450,5776,9964,1742,14495,1441,11709,7034,2769,1613
12/17/17,200,28590,5647,9528,1699,14358,1403,11610,6795,2684,1592
12/17/17,300,28159,5704,9198,1684,14328,1372,11618,6753,2661,1574
12/17/17,400,28116,5653,9002,1676,14334,1359,11787,6692,2645,1579
12/17/17,500,28425,5674,8914,1673,14447,1373,12046,6723,2648,1533
12/17/17,600,29188,5792,8948,1700,14588,1379,12532,6807,2694,1601
12/17/17,700,30382,6008,9094,1761,14972,1433,13059,7012,2766,1623
12/17/17,800,31355,6150,9385,1836,15501,1465,13509,7187,2846,1685
12/17/17,900,32141,6373,9559,1917,15840,1491,13563,7343,2947,1760
12/17/17,1000,32210,6398,9815,1956,16007,1534,13019,7504,3023,1803
12/17/17,1100,31609,6296,10005,1963,15692,1563,12145,7526,3069,1757
12/17/17,1200,30994,6158,10202,1986,15507,1571,11599,7542,3074,1673
12/17/17,1300,30750,6071,10148,1976,15425,1547,11270,7591,3076,1656
12/17/17,1400,30658,5949,10080,1962,15190,1544,11211,7564,3035,1664
12/17/17,1500,30727,5921,9943,1934,15024,1561,11272,7557,2987,1581
12/17/17,1600,31159,5962,9960,1933,15101,1574,11443,7546,2951,1578
12/17/17,1700,33150,6147,10130,1958,15273,1619,11870,7751,2999,1654
12/17/17,1800,35346,6542,10851,2085,15999,1707,12592,8255,3198,1704
12/17/17,1900,35400,6604,11362,2122,16341,1700,12595,8378,3278,1742
12/17/17,2000,35177,6534,11366,2116,16342,1698,12529,8285,3257,1762
12/17/17,2100,34719,6452,11330,2097,16162,1673,12368,8228,3234,1703
12/17/17,2200,33371,6274,11126,2039,15658,1628,11901,7979,3121,1641
12/17/17,2300,31278,5920,10746,1948,15005,1547,11204,7611,2964,1624
12/17/17,2400,29154,5626,10161,1867,14319,1441,10505,7182,2806,1463
12/16/17,100,33642,6417,10781,2013,15754,1520,13548,7676,3015,1751
