DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE,DEOK,EKPC
05/05/18,1500,27661,4792,10655,1610,12607,1398,10370,6620,2640,1222
05/05/18,1600,27610,4748,10887,1593,12652,1388,10243,6581,2613,1212
05/05/18,1700,27446,4807,11085,1604,12728,1383,10143,6570,2620,1220
05/05/18,1800,27330,4802,11305,1590,12795,1381,10142,6521,2611,1218
05/05/18,1900,27066,4795,11313,1579,12646,1365,10028,6442,2584,1188
05/05/18,2000,27028,4811,11063,1554,12599,1364,9942,6373,2564,1192
05/05/18,2100,27611,4878,10679,1597,12772,1383,10101,6514,2604,1221
05/05/18,2200,26848,4754,10648,1599,12593,1355,9809,6558,2611,1229
05/05/18,2300,25334,4505,10156,1517,12003,1284,9244,6227,2486,1144
05/05/18,2400,23572,4206,9446,1417,11252,1213,8597,5860,2328,1069
05/04/18,100,28724,4899,9408,1700,12319,1353,9627,6551,2668,1172
05/04/18,200,26952,4634,8913,1613,11848,1307,8909,6300,2530,1077
05/04/18,300,25829,4498,8616,1554,11472,1261,8481,6132,2426,1042
05/04/18,400,25211,4440,8440,1522,11321,1248,8273,6030,2374,1002
05/04/18,500,25190,4447,8361,1541,11293,1252,8291,6175,2407,1000
05/04/18,600,26633,4664,8534,1638,11767,1320,8801,6461,2570,1082
05/04/18,700,29020,5037,9079,1836,12883,1431,9611,7073,2872,1221
05/04/18,800,31121,5298,9883,1946,13647,1513,10158,7471,3018,1230
05/04/18,900,32232,5444,10615,2009,13884,1586,10411,7698,3128,1223
05/04/18,1000,32770,5591,10961,2062,14225,1640,10752,7856,3295,1239
05/04/18,1100,33223,5670,11134,2135,14853,1670,11187,8084,3385,1267
05/04/18,1200,34125,5711,11230,2184,15061,1674,11922,8316,3485,1291
05/04/18,1300,35212,5838,11338,2230,15404,1712,12612,8423,3521,1320
05/04/18,1400,36522,5904,11465,2246,15576,1739,13279,8580,3543,1310
05/04/18,1500,37863,5995,11642,2231,15619,1782,13901,8400,3523,1337
05/04/18,1600,38851,6057,11713,2193,15402,1791,14382,8104,3539,1327
05/04/18,1700,39502,6100,11725,2124,15235,1786,14676,7812,3471,1356
05/04/18,1800,39347,5971,11773,2049,14779,1757,14583,7580,3357,1371
05/04/18,1900,38320,5826,11674,1968,14470,1664,14134,7309,3168,1344
05/04/18,2000,37269,5722,11386,1896,13996,1593,13702,7063,3079,1323
05/04/18,2100,37244,5755,11071,1884,13973,1583,13339,7042,3073,1370
05/04/18,2200,35617,5537,11129,1873,13991,1506,12563,7050,3048,1361
05/04/18,2300,33295,5121,10798,1737,13164,1399,11644,6702,2876,1274
05/04/18,2400,30118,4749,10065,1568,12311,1296,10595,6244,2653,1184
05/03/18,100,25049,4604,10307,1748,12232,1357,8851,6726,2746,1121
05/03/18,200,23686,4408,9648,1666,11773,1306,8283,6394,2569,1049
05/03/18,300,22831,4310,9160,1613,11468,1280,7971,6202,2447,1011
05/03/18,400,22599,4193,8862,1569,11350,1257,7743,6121,2415,986
05/03/18,500,22635,4281,8776,1585,11412,1274,7825,6186,2442,997
05/03/18,600,24263,4500,8917,1680,12004,1343,8333,6521,2608,1065
05/03/18,700,26732,4944,9406,1868,13156,1434,9178,7096,2840,1222
05/03/18,800,28772,5193,10244,1898,13768,1519,9805,7446,3024,1247
05/03/18,900,29993,5332,10986,1879,14092,1574,10039,7692,3107,1249
05/03/18,1000,31205,5540,11306,2115,14536,1654,10397,7950,3246,1278
05/03/18,1100,32458,5685,11612,2156,14947,1718,10966,8125,3364,1299
05/03/18,1200,33988,5866,11883,2197,15283,1760,11583,8169,3409,1323
05/03/18,1300,35480,6064,11881,2175,15618,1816,12302,8198,3345,1367
05/03/18,1400,36794,6281,11937,2196,15795,1866,12957,8250,3422,1408
05/03/18,1500,38008,6419,12025,2221,15949,1897,13454,8217,3502,1425
05/03/18,1600,39293,6517,11846,2188,16053,1871,14000,8207,3553,1472
05/03/18,1700,40383,6536,11547,2195,16055,1830,14347,8192,3603,1536
05/03/18,1800,40953,6502,11441,2190,15910,1812,14488,8139,3566,1559
05/03/18,1900,40444,6571,11298,2143,15756,1802,14247,8102,3460,1559
05/03/18,2000,39382,6424,11080,2064,15460,1797,13856,7934,3383,1542
05/03/18,2100,39236,6497,11055,2162,15630,1779,13699,8033,3406,1564
05/03/18,2200,37570,6225,11177,2117,15440,1708,12973,7934,3363,1542
05/03/18,2300,34455,5773,10788,1975,14374,1587,11757,7429,3115,1447
05/03/18,2400,31335,5221,10083,1816,13233,1452,10556,6942,2876,1297
05/02/18,100,22582,4366,9874,1595,11357,1219,7897,6142,2334,1056
05/02/18,200,21555,4148,9313,1519,10847,1170,7517,5863,2227,990
05/02/18,300,20953,4115,8893,1475,10665,1143,7340,5777,2139,908
05/02/18,400,20767,4112,8591,1452,10709,1107,7304,5715,2115,848
05/02/18,500,21239,4226,8459,1469,10895,1129,7373,5790,2127,870
05/02/18,600,22983,4480,8577,1576,11512,1215,7970,6158,2281,981
05/02/18,700,25485,4892,9164,1762,12725,1301,8955,6627,2545,1206
05/02/18,800,27167,5084,9990,1868,13325,1384,9412,7051,2706,1258
05/02/18,900,27689,5153,10840,1925,13507,1439,9467,7348,2782,1198
05/02/18,1000,28225,5161,11373,1966,13733,1502,9624,7512,2880,1156
05/02/18,1100,28966,5262,11752,2021,14119,1564,9948,7734,3015,1204
05/02/18,1200,29636,5396,12070,2067,14322,1604,10372,7865,3109,1239
05/02/18,1300,30252,5448,12418,2116,14697,1648,10817,7924,3189,1265
05/02/18,1400,31029,5567,12731,2153,14793,1684,11299,8387,3264,1307
05/02/18,1500,31772,5683,13164,2191,15214,1701,11687,8198,3349,1345
05/02/18,1600,32605,5722,13417,2189,15370,1709,12222,8115,3394,1389
05/02/18,1700,33552,5870,13545,2197,15561,1717,12619,8115,3393,1445
05/02/18,1800,34236,5912,13370,2207,15609,1738,12912,8014,3390,1466
05/02/18,1900,34096,5942,13106,2195,15525,1716,12895,7981,3366,1520
05/02/18,2000,33736,5930,12898,2155,15424,1687,12651,7893,3347,1520
05/02/18,2100,34347,6066,12914,2175,15622,1686,12564,8063,3367,1550
05/02/18,2200,33061,5902,12670,2175,15443,1663,11902,8157,3367,1559
05/02/18,2300,30147,5382,12055,2030,14297,1573,10820,7651,3194,1422
05/02/18,2400,27300,4937,11160,1873,13153,1445,9718,7160,2950,1276
05/01/18,100,22779,4410,8937,1539,11538,1157,7771,6047,2212,1031
05/01/18,200,22121,4327,8411,1477,11239,1132,7549,5901,2154,984
05/01/18,300,21854,4329,8110,1452,11211,1121,7516,5830,2111,999
05/01/18,400,21971,4362,7917,1449,11267,1117,7553,5894,2112,999
05/01/18,500,22795,4520,7844,1494,11559,1150,7887,6019,2168,1060
05/01/18,600,24781,4889,8020,1612,12488,1217,8703,6399,2344,1200
05/01/18,700,27567,5342,8519,1798,13740,1316,9652,6979,2587,1376
05/01/18,800,28633,5484,9293,1887,14233,1385,9970,7222,2693,1360
05/01/18,900,28067,5375,10048,1912,14037,1417,9602,7456,2723,1318
05/01/18,1000,27568,5246,10537,1921,13838,1450,9491,7464,2734,1250
05/01/18,1100,27407,5178,10896,1947,13776,1478,9478,7551,2795,1219
05/01/18,1200,27239,5139,11235,1946,13744,1490,9501,7540,2819,1194
05/01/18,1300,27220,5152,11482,1964,13763,1491,9601,7605,2856,1194
05/01/18,1400,27450,5180,11667,1977,13932,1504,9728,7647,2901,1192
05/01/18,1500,27560,5183,11909,1984,13954,1518,9916,7536,2924,1236
05/01/18,1600,27881,5184,11998,1966,13884,1545,10266,7461,2945,1233
05/01/18,1700,28549,5256,12011,1976,14064,1550,10562,7409,2951,1300
05/01/18,1800,29123,5357,11971,1986,14062,1552,10825,7405,2966,1335
05/01/18,1900,29221,5397,11851,1971,14103,1530,10973,7356,2956,1379
05/01/18,2000,29294,5433,11609,1964,13999,1505,10908,7299,2924,1401
05/01/18,2100,30195,5573,11592,1990,14268,1517,11002,7415,2960,1426
05/01/18,2200,28966,5456,11870,1985,14160,1492,10418,7384,2960,1446
05/01/18,2300,26606,5042,11448,1839,13171,1406,9504,6935,2757,1319
05/01/18,2400,24312,4606,10647,1697,12117,1306,8569,6501,2525,1177
04/30/18,100,22920,4797,8381,1513,11911,1242,8040,6194,2260,1130
04/30/18,200,22410,4777,8098,1502,11899,1223,7932,6152,2209,1142
04/30/18,300,22264,4751,7916,1511,11875,1242,7945,6172,2210,1160
04/30/18,400,22395,4815,7813,1526,12026,1226,8113,6175,2241,1189
04/30/18,500,23228,5084,7975,1589,12569,1260,8506,6378,2332,1269
04/30/18,600,25439,5419,8300,1738,13429,1357,9301,6828,2546,1382
04/30/18,700,28420,5824,9010,1952,14651,1435,10579,7409,2850,1640
04/30/18,800,29958,5933,9799,2040,15261,1494,10777,7681,2968,1653
04/30/18,900,29829,5834,10368,2027,15021,1515,10221,7647,2923,1499
04/30/18,1000,29330,5601,10514,2002,14618,1524,9862,7647,2876,1346
04/30/18,1100,28876,5545,10676,1988,14331,1524,9573,7692,2883,1282
04/30/18,1200,28569,5416,10815,1965,14173,1532,9460,7607,2868,1228
04/30/18,1300,28290,5378,10858,1961,13988,1521,9318,7570,2860,1203
04/30/18,1400,28012,5290,10905,1941,13864,1496,9215,7493,2861,1185
04/30/18,1500,27667,5198,10977,1928,13683,1494,9183,7342,2862,1182
04/30/18,1600,27382,5068,10963,1883,13505,1473,9188,7253,2808,1161
04/30/18,1700,27560,5100,10867,1868,13504,1449,9303,7200,2778,1183
04/30/18,1800,28001,5129,10788,1867,13375,1439,9398,7068,2756,1235
04/30/18,1900,28125,5124,10707,1851,13297,1422,9577,6964,2734,1258
04/30/18,2000,28520,5152,10491,1834,13362,1410,9762,6954,2723,1285
04/30/18,2100,29527,5337,10461,1880,13660,1443,10151,7168,2755,1366
04/30/18,2200,28487,5238,10755,1878,13668,1428,9854,7198,2756,1378
04/30/18,2300,26211,4918,10358,1747,12848,1350,9001,6728,2576,1260
04/30/18,2400,24199,4566,9658,1622,12015,1225,8238,6333,2358,1116
04/29/18,100,21493,4334,8752,1494,11673,1188,7781,6242,2348,1138
04/29/18,200,20633,4269,8403,1469,11552,1184,7406,6099,2276,1128
04/29/18,300,20117,4200,8243,1450,11395,1170,7182,5991,2265,1122
04/29/18,400,19953,4269,8098,1449,11505,1158,7098,5974,2267,1155
04/29/18,500,20063,4324,8087,1462,11427,1148,7136,5925,2303,1196
04/29/18,600,20594,4448,8113,1509,11801,1177,7332,6082,2358,1264
04/29/18,700,21229,4604,8254,1556,12136,1234,7644,6177,2450,1313
04/29/18,800,22233,4809,8231,1605,12513,1259,8022,6290,2492,1426
04/29/18,900,23379,4988,8415,1636,12821,1318,8370,6535,2554,1469
04/29/18,1000,24064,5116,8560,1650,12823,1365,8579,6675,2597,1414
04/29/18,1100,24128,5153,8705,1621,12568,1402,8618,6740,2579,1320
04/29/18,1200,24168,5106,8747,1605,12385,1424,8602,6564,2549,1245
04/29/18,1300,24216,5081,8733,1585,12327,1417,8548,6510,2504,1187
04/29/18,1400,24023,4956,8713,1548,12149,1413,8466,6400,2447,1182
04/29/18,1500,23854,4920,8645,1517,11876,1382,8394,6346,2431,1128
04/29/18,1600,24025,4846,8605,1497,11804,1361,8386,6218,2405,1095
04/29/18,1700,24608,4796,8547,1503,11840,1369,8489,6195,2407,1043
04/29/18,1800,25350,4811,8581,1526,11947,1347,8718,6235,2451,1149
04/29/18,1900,25974,4841,8664,1550,12072,1347,9008,6239,2466,1180
04/29/18,2000,26848,4943,8696,1558,12298,1345,9388,6325,2487,1222
04/29/18,2100,28051,5318,8928,1632,12963,1423,9910,6696,2588,1323
04/29/18,2200,27409,5234,9391,1674,13115,1422,9633,6814,2638,1364
04/29/18,2300,25790,5091,9228,1603,12674,1369,9052,6581,2507,1279
04/29/18,2400,24068,4871,8808,1553,12126,1290,8370,6344,2359,1186
04/28/18,100,22647,4296,9127,1428,11374,1146,7922,5902,2295,1050
04/28/18,200,21646,4157,8698,1378,11004,1124,7570,5808,2237,1017
04/28/18,300,21058,4152,8478,1353,10905,1109,7477,5665,2170,995
04/28/18,400,20853,4150,8289,1340,10963,1110,7387,5648,2150,1008
04/28/18,500,21022,4234,8281,1343,11126,1117,7386,5702,2179,1056
04/28/18,600,21731,4370,8376,1402,11459,1143,7622,5811,2202,1078
04/28/18,700,22567,4542,8624,1471,11910,1170,7940,6045,2308,1165
04/28/18,800,23732,4677,8806,1552,12377,1209,8285,6322,2406,1222
04/28/18,900,24717,4827,9061,1662,12803,1292,8562,6695,2538,1268
04/28/18,1000,24882,4860,9317,1726,13013,1329,8726,6863,2639,1252
04/28/18,1100,24582,4846,9466,1784,13035,1334,8808,7018,2720,1232
04/28/18,1200,24322,4705,9544,1759,12866,1332,8910,7029,2732,1204
04/28/18,1300,24069,4707,9455,1741,12818,1305,9028,7017,2680,1188
04/28/18,1400,23840,4665,9331,1706,12754,1281,9105,6984,2617,1149
04/28/18,1500,23864,4622,9164,1665,12587,1276,9194,6894,2561,1140
04/28/18,1600,24086,4548,9039,1632,12178,1286,9304,6859,2532,1101
04/28/18,1700,24481,4585,8901,1629,12547,1287,9370,6852,2499,1148
04/28/18,1800,25040,4612,8896,1615,12589,1292,9479,6807,2512,1166
04/28/18,1900,25429,4647,8858,1605,12582,1298,9549,6771,2503,1158
04/28/18,2000,25867,4743,8908,1597,12549,1323,9649,6745,2504,1140
04/28/18,2100,26323,4978,9110,1660,12826,1365,9811,6918,2593,1233
04/28/18,2200,25659,4909,9618,1687,13032,1342,9493,6926,2645,1279
04/28/18,2300,24353,4707,9491,1631,12555,1296,8959,6763,2566,1225
04/28/18,2400,22804,4488,9139,1556,12099,1240,8371,6450,2473,1173
04/27/18,100,22269,4387,8832,1530,11587,1174,7879,6189,2331,1093
04/27/18,200,21382,4167,8399,1482,11361,1142,7558,6043,2246,1061
04/27/18,300,20900,4232,8146,1452,11264,1132,7407,5900,2187,1061
04/27/18,400,20867,4190,8021,1451,11259,1129,7392,5993,2206,1047
04/27/18,500,21383,4284,8015,1496,11572,1143,7575,6100,2262,1106
04/27/18,600,23182,4557,8270,1596,12378,1205,8198,6436,2444,1201
04/27/18,700,26011,5053,8900,1801,13510,1306,9190,7015,2738,1389
04/27/18,800,27731,5309,9617,1896,13977,1368,9634,7328,2842,1435
04/27/18,900,28756,5317,10161,1918,14132,1417,9627,7431,2872,1351
04/27/18,1000,28992,5369,10395,1901,14068,1435,9608,7472,2888,1264
04/27/18,1100,29187,5356,10491,1923,14116,1466,9613,7455,2898,1229
04/27/18,1200,28762,5319,10590,1926,13994,1467,9603,7396,2882,1187
04/27/18,1300,28549,5239,10582,1887,13961,1462,9652,7336,2878,1190
04/27/18,1400,28435,5170,10581,1880,13822,1458,9578,7301,2889,1176
04/27/18,1500,28007,5113,10605,1847,13671,1442,9683,7154,2868,1160
04/27/18,1600,27725,5010,10463,1798,13413,1428,9650,7080,2836,1149
04/27/18,1700,27738,4934,10312,1765,13300,1433,9692,6984,2800,1178
04/27/18,1800,27780,4886,10209,1729,13161,1421,9695,6885,2757,1172
04/27/18,1900,27608,4922,10160,1699,12934,1373,9618,6763,2687,1193
04/27/18,2000,27704,4942,10232,1666,12817,1358,9619,6698,2639,1180
04/27/18,2100,28189,5062,10362,1717,13194,1376,9867,6895,2676,1229
04/27/18,2200,27341,5011,10518,1717,13062,1346,9599,6901,2694,1264
04/27/18,2300,25721,4722,10251,1621,12564,1279,9026,6531,2564,1215
04/27/18,2400,23895,4491,9685,1508,11850,1178,8394,6133,2401,1115
04/26/18,100,22588,4466,9056,1593,11939,1174,7678,6456,2327,1115
04/26/18,200,21731,4373,8720,1560,11639,1145,7456,6293,2271,1027
04/26/18,300,21326,4371,8516,1544,11608,1123,6739,6200,2223,1062
04/26/18,400,21296,4514,8389,1546,11653,1140,7190,6246,2251,1084
04/26/18,500,21916,4625,8435,1591,11890,1167,7656,6365,2287,1125
04/26/18,600,23825,4973,8692,1716,12712,1238,7733,6711,2460,1238
04/26/18,700,26592,5372,9363,1912,13843,1338,9053,7312,2765,1390
04/26/18,800,27966,5559,10095,2007,14375,1385,9865,7578,2888,1390
04/26/18,900,27830,5456,10596,2000,14294,1410,9260,7548,2898,1378
04/26/18,1000,27474,5359,10727,1980,14154,1419,9031,7533,2845,1303
04/26/18,1100,27225,5139,10693,1965,13972,1420,8675,7511,2876,1254
04/26/18,1200,26944,5174,10767,1927,13804,1418,9317,7423,2885,1224
04/26/18,1300,26716,5100,10719,1922,13706,1407,9338,7369,2885,1196
04/26/18,1400,26666,5061,10722,1919,13709,1407,9424,7365,2860,1193
04/26/18,1500,26505,4977,10739,1891,13588,1417,9512,7200,2876,1169
04/26/18,1600,26633,4942,10659,1863,13329,1417,9658,7110,2849,1141
04/26/18,1700,26997,4923,10542,1850,13271,1407,9790,6999,2817,1218
04/26/18,1800,27402,4893,10409,1828,13206,1408,9922,6917,2806,1238
04/26/18,1900,27589,4992,10263,1815,13188,1404,9973,6836,2751,1223
04/26/18,2000,28016,5097,10077,1806,13319,1399,10132,6870,2745,1294
04/26/18,2100,29063,5378,10159,1859,13658,1443,10456,7146,2833,1372
04/26/18,2200,28047,5194,10454,1867,13637,1401,10038,7203,2835,1377
04/26/18,2300,25875,4872,10082,1745,12903,1309,9221,6781,2644,1292
04/26/18,2400,23786,4567,9430,1615,12019,1235,8460,6437,2463,1169
04/25/18,100,22807,4555,8876,1616,11979,1205,8109,6144,2375,1080
04/25/18,200,21973,4393,8474,1565,11585,1170,7904,5979,2281,1028
04/25/18,300,21605,4377,8251,1532,11425,1136,7732,5885,2247,1023
04/25/18,400,21532,4448,8156,1525,11462,1148,7763,5870,2216,1034
04/25/18,500,22196,4527,8156,1563,11664,1159,8047,5983,2276,1059
04/25/18,600,23950,4777,8432,1671,12438,1190,8672,6348,2457,1144
04/25/18,700,26886,5257,9091,1859,13677,1303,9656,6964,2735,1307
04/25/18,800,28619,5397,9872,1959,14195,1376,10066,7318,2863,1336
04/25/18,900,29148,5414,10456,1983,14346,1405,10046,7460,2896,1314
04/25/18,1000,29356,5298,10629,2005,14269,1423,9897,7595,2923,1311
04/25/18,1100,29524,5335,10708,2022,14311,1448,9765,7725,2971,1281
04/25/18,1200,29416,5272,10764,2004,14239,1455,9877,7634,2934,1279
04/25/18,1300,29087,5287,10713,2001,14044,1434,9818,7617,2916,1275
04/25/18,1400,28947,5231,10643,1976,14040,1435,9848,7654,2866,1258
04/25/18,1500,28680,5154,10666,1956,13892,1432,9794,7536,2847,1206
04/25/18,1600,28536,5157,10556,1894,13814,1410,9791,7473,2824,1227
04/25/18,1700,28672,5135,10437,1873,13688,1390,9799,7389,2787,1226
04/25/18,1800,29008,5191,10286,1841,13556,1418,9864,7313,2791,1253
04/25/18,1900,28965,5269,10184,1838,13459,1411,9910,7292,2737,1268
04/25/18,2000,29338,5291,10037,1818,13508,1398,10122,7307,2724,1297
04/25/18,2100,29754,5472,10223,1868,13888,1421,10398,7545,2798,1367
04/25/18,2200,28457,5289,10592,1880,13956,1383,9998,7510,2816,1365
04/25/18,2300,26243,4930,10251,1775,13142,1313,9162,7123,2628,1284
04/25/18,2400,24107,4589,9662,1654,12390,1216,8359,6736,2454,1186
04/24/18,100,22547,4364,8927,1608,10158,1151,7413,6082,1158,1097
04/24/18,200,21749,4257,8519,1565,9929,1108,7154,5852,1057,1064
04/24/18,300,21500,4223,8288,1529,9824,1078,7082,5678,1039,1044
04/24/18,400,21501,4231,8131,1525,9815,1072,7096,5717,1020,1055
04/24/18,500,22333,4378,8104,1553,10088,1099,7346,5835,1071,1079
04/24/18,600,24441,4597,8324,1669,10692,1164,8058,6161,1223,1163
04/24/18,700,27214,5152,9007,1868,11791,1270,8961,6783,1516,1339
04/24/18,800,28530,5328,9785,1975,12372,1354,9678,7152,1628,1358
04/24/18,900,28435,5436,10395,1984,12581,1406,9763,7339,1612,1338
04/24/18,1000,28099,5442,10565,2006,12625,1431,9815,7406,1646,1314
04/24/18,1100,27958,5478,10621,2021,12599,1464,9904,7538,1640,1310
04/24/18,1200,27768,5440,10729,2029,12609,1465,9942,7527,1678,1259
04/24/18,1300,27728,5411,10770,2024,12427,1469,10013,7509,1653,1296
04/24/18,1400,27794,5406,10811,2016,12363,1469,9823,7526,1663,1259
04/24/18,1500,27688,5296,10854,1999,12232,1447,9681,7491,1641,1227
04/24/18,1600,27749,5272,10776,1959,12111,1431,9804,7425,1609,1220
04/24/18,1700,28036,5332,10689,1963,12130,1432,9887,7389,1654,1252
04/24/18,1800,28461,5440,10558,1966,12074,1437,10107,7355,1659,1268
04/24/18,1900,28801,5520,10446,1959,12089,1452,10207,7324,1659,1305
04/24/18,2000,29457,5622,10207,1942,12195,1458,10322,7283,1621,1322
04/24/18,2100,29798,5678,10307,1961,12427,1457,10293,7483,1707,1380
04/24/18,2200,28450,5474,10603,1922,12357,1413,9744,7326,1629,1362
04/24/18,2300,26233,5078,10176,1805,11502,1344,8976,6851,1451,1256
04/24/18,2400,24340,4765,9499,1688,10815,1243,8192,6471,1239,1145
